Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,71000000.0,64000000.0,118000000.0,72000000.0,124000000.0
Short-term investments,000000.0,79000000.0,90000000.0,000000.0,000000.0
Cash and short-term investments,000000.0,79000000.0,90000000.0,000000.0,000000.0
Receivables,20000000.0,8000000.0,7000000.0,10000000.0,6000000.0
Inventories,13000000.0,10000000.0,8000000.0,5000000.0,2000000.0
Total current assets,45000000.0,45000000.0,68000000.0,22000000.0,24000000.0
Property, Plant & Equipment Net,41000000.0,41000000.0,41000000.0,21000000.0,22000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,000000.0,000000.0,25000000.0,000000.0,000000.0
Tax assets,,,,,
Total non-current assets,71000000.0,9000000.0,10000000.0,9000000.0,10000000.0
Total assets,169000000.0,214000000.0,298000000.0,112000000.0,157000000.0
Payables,22000000.0,12000000.0,10000000.0,7000000.0,7000000.0
Short-term debt,000000.0,000000.0,000000.0,000000.0,1000000.0
Total current liabilities,66000000.0,41000000.0,30000000.0,16000000.0,16000000.0
Long-term debt,60000000.0,000000.0,000000.0,000000.0,000000.0
Total debt,60000000.0,000000.0,000000.0,000000.0,000000.0
Deferred revenue,6000000.0,6000000.0,4000000.0,0000000.0,1000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,71000000.0,9000000.0,10000000.0,9000000.0,10000000.0
Total liabilities,137000000.0,49000000.0,40000000.0,26000000.0,26000000.0
Other comprehensive income,0000000.0,-0000000.0,-0000000.0,000000.0,000000.0
Retained earnings (deficit),-506000000.0,-345000000.0,-232000000.0,-142000000.0,-90000000.0
Total shareholders equity,32000000.0,165000000.0,258000000.0,86000000.0,132000000.0
Investments,000000.0,000000.0,25000000.0,000000.0,000000.0
Net Debt,-11000000,-64000000,-118000000,-72000000,-123000000
Other Assets,14000000,6000000,2000000,1000000,2000000
Other Liabilities,13000000,11000000,12000000,10000000,11000000
