Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,21700000.0,10000000.0,8007000.0,2560000.0,41411000.0,68482000.0,45222000.0,6944000.0
Revenue Growth,1.17,0.2489,2.1277,-0.9382,-0.3953,0.5144,5.5124,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,21700000.0,10000000.0,8007000.0,2560000.0,41411000.0,68482000.0,45222000.0,6944000.0
R&D Expenses,105833000.0,109661000.0,91461000.0,111209000.0,75595000.0,57567000.0,38482000.0,22911000.0
SG&A Expense,43972000.0,37181000.0,28372000.0,23900000.0,20866000.0,14042000.0,7508000.0,5000000.0
Operating Expenses,149805000.0,146842000.0,119833000.0,135109000.0,96461000.0,71609000.0,45990000.0,27911000.0
Operating Income,-128105000.0,-136842000.0,-111826000.0,-132549000.0,-55050000.0,-3127000.0,-768000.0,-20967000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-123573000.0,-134645000.0,-110212000.0,-132376000.0,-54896000.0,-3134000.0,-701000.0,-20957000.0
Income Tax Expense,57000.0,-336000.0,0.0,0.0,109000.0,349000.0,1000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-123630000.0,-134309000.0,-110212000.0,-132376000.0,-55005000.0,-3483000.0,-702000.0,-20957000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,264000.0,486000.0,45000.0
Net Income Com,-123630000.0,-134309000.0,-110212000.0,-132376000.0,-55005000.0,-3747000.0,-1188000.0,-21002000.0
EPS,-1.72,-2.18,-1.93,-3.32,-1.67,-0.22,-0.72,-14.65
EPS Diluted,-1.72,-2.18,-1.93,-3.32,-1.67,-0.22,-0.72,-14.65
Weighted Average Shs Out,79168053.0,69282628.0,58011368.0,41703345.0,34163233.0,28419288.0,,
Weighted Average Shs Out (Dil),71864000.0,61471000.0,57126000.0,39839000.0,33027000.0,17049000.0,1645000.0,1434000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-5.646,-13.301,-13.566,-51.155,-1.308,-0.035,0.003,-2.949
EBIT Margin,-5.6946,-13.4645,-13.7645,-51.7094,-1.3256,-0.0458,-0.0155,-3.018
Profit Margin,-5.697,-13.431,-13.764,-51.709,-1.328,-0.055,-0.026,-3.024
Free Cash Flow margin,-5.6175,-12.1417,-12.1138,-28.5578,-0.9075,-0.7938,0.9436,1.3079
EBITDA,-122521000.0,-133006000.0,-108623000.0,-130957000.0,-54154000.0,-2431000.0,146000.0,-20478000.0
EBIT,-123573000.0,-134645000.0,-110212000.0,-132376000.0,-54896000.0,-3134000.0,-701000.0,-20957000.0
Consolidated Income,-123630000.0,-134309000.0,-110212000.0,-132376000.0,-55005000.0,-3483000.0,-702000.0,-20957000.0
Earnings Before Tax Margin,-5.6946,-13.4645,-13.7645,-51.7094,-1.3256,-0.0458,-0.0155,-3.018
Net Profit Margin,-5.6972,-13.4309,-13.7645,-51.7094,-1.3283,-0.0509,-0.0155,-3.018
