Date,2018-12-31,2018-01,2017-12-31,2017-01,2016-12-31,2016-01,2015-12-31,2015-01,2014-12-31,2014-01,2013-12-31,2012-12-31,2011-12-31
Revenue,55283000.0,14135000000.0,43709000.0,12867000000.0,62680000.0,11940000000.0,101999000.0,11042000000.0,99446000.0,10230000000.0,91007000.0,123698000.0,94163000.0
Revenue Growth,-0.99608892819243,322.388775767005,-0.996603015465921,204.280791320996,-0.994750418760469,116.059971176188,-0.990762633580873,110.035134645938,-0.990278983382209,111.408935576384,-0.264280748274022,0.313658230939966,0.0
Cost of Revenue,-73014000.0,10043000000.0,0.0,9174000000.0,0.0,8577000000.0,6000.0,7938000000.0,5443000.0,7361000000.0,14062000.0,8046000.0,2743000.0
Gross Profit,128297000.0,4092000000.0,0.0,3693000000.0,0.0,3363000000.0,101993000.0,3104000000.0,94003000.0,2869000000.0,76945000.0,115652000.0,91420000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,10666000.0,2044000000.0,15846000.0,1890000000.0,15197000.0,1739000000.0,48080000.0,1615000000.0,15263000.0,1526000000.0,16110000.0,4434000.0,3950000.0
Operating Expenses,97063000.0,2044000000.0,33789000.0,1890000000.0,77023000.0,1739000000.0,119713000.0,1615000000.0,62783000.0,1526000000.0,61561000.0,78452000.0,41345000.0
Operating Income,6973000.0,2048000000.0,33341000.0,1803000000.0,-30594000.0,1624000000.0,17183000.0,1488000000.0,62168000.0,1343000000.0,46453000.0,64443000.0,37716000.0
Interest Expense,67616000.0,19000000.0,57657000.0,20000000.0,53747000.0,13000000.0,65653000.0,3000000.0,45473000.0,0000000.0,61010000.0,42792000.0,30431000.0
Earnings before Tax,26963000.0,,31557000.0,,-26547000.0,,18928000.0,,86736000.0,,0.0,0.0,0.0
Income Tax Expense,-343000.0,678000000.0,6613000.0,669000000.0,10992000.0,591000000.0,1745000.0,561000000.0,-2212000.0,506000000.0,-1041000.0,14602000.0,12036000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,6973000.0,1363000000.0,33341000.0,1118000000.0,-30594000.0,1021000000.0,17183000.0,925000000.0,62168000.0,837000000.0,46453000.0,64443000.0,37716000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,7221000.0,1244000.0,0.0
Net Income Com,6973000.0,1363000000.0,33341000.0,1118000000.0,-30594000.0,1021000000.0,17183000.0,925000000.0,62168000.0,837000000.0,46453000.0,64443000.0,37716000.0
EPS,0.22,3.58,0.18,2.85,-1.73,2.53,-0.43,2.23,0.34,1.97,0.33,0.71,0.54
EPS Diluted,0.22,3.55,0.18,2.83,-1.73,2.51,-0.43,2.21,0.34,1.94,0.33,0.71,0.53
Weighted Average Shs Out,31198319.0,381000000.0,30836400.0,392000000.0,30539369.0,403000000.0,32280319.0,414000000.0,128031064.0,426000000.0,118478672.0,88410272.0,70410131.0
Weighted Average Shs Out (Dil),31383102.0,384000000.0,31075787.0,395000000.0,30539369.0,406000000.0,32280319.0,418000000.0,129259386.0,432000000.0,120038973.0,89284488.0,70809088.0
Dividend per Share,0.352673868887,,0.201185572549,,1.71611273304,,2.79117439948,,0.806324424286,,0.778563808606,0.829371390918,0.98672362508
Gross Margin,2.32073150878,0.28949416342412,0.0,0.28701328981114,0.0,0.28165829145729,0.999941175894,0.28110849483789,0.94526677795,0.28044965786901,0.845484413287,0.934954485925,0.970869662182
EBITDA Margin,0.178734873288,0.16788114609126,0.834862385321,0.1638299525919,-0.750670070198,0.15912897822446,0.361601584329,0.15595000905633,0.737344890694,0.15151515151515,0.802663531377,0.630268880661,0.496447649289
EBIT Margin,0.126132807554,0.14573753095154,0.762794847743,0.14043677624932,-0.488098276962,0.13609715242881,0.168462435906,0.13484875928274,0.625143293848,0.13128054740958,0.510433263375,0.520970427978,0.400539490033
Profit Margin,0.126132807554,0.09642730810046,0.762794847743,0.086888940701018,-0.488098276962,0.085510887772194,0.168462435906,0.083771055968122,0.625143293848,0.081818181818182,0.510433263375,0.520970427978,0.400539490033
Free Cash Flow margin,0.872022140622,,5.05154544831,,0.667086790045,,0.686094961715,,-0.708505118356,,0.747722702649,0.331428155669,0.350849059609
EBITDA,9881000.0,2373000000.0,36491000.0,2108000000.0,-47052000.0,1900000000.0,36883000.0,1722000000.0,73326000.0,1550000000.0,73048000.0,77963000.0,46747000.0
EBIT,6973000.0,2060000000,33341000.0,1807000000,-30594000.0,1625000000,17183000.0,1489000000,62168000.0,1343000000,46453000.0,64443000.0,37716000.0
Consolidated Income,6973000.0,1363000000.0,33341000.0,1118000000.0,-30594000.0,1021000000.0,17183000.0,925000000.0,62168000.0,837000000.0,46453000.0,64443000.0,37716000.0
Earnings Before Tax Margin,0.48772678762,0,0.721979455032,0,-0.423532227186,0,0.185570446769,0,0.872191943366,0,0.0,0.0,0.0
Net Profit Margin,0.126132807554,0.09642730810046,0.762794847743,0.086888940701018,-0.488098276962,0.085510887772194,0.168462435906,0.083771055968122,0.625143293848,0.081818181818182,0.510433263375,0.520970427978,0.400539490033
