date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-14991000.0,117695000.0,88021000.0,33146000.0,21500000.0,18518000.0,36808000.0,25438000.0
,depreciationAndAmortization,53889000.0,44583000.0,35635000.0,32095000.0,31894000.0,32636000.0,32842000.0,29054000.0
,deferredIncomeTax,1264000.0,27591000.0,28698000.0,55068000.0,15678000.0,3586000.0,-63000.0,-1430000.0
,stockBasedCompensation,4777000.0,4826000.0,5479000.0,2531000.0,1728000.0,4877000.0,0.0,0.0
,changeInWorkingCapital,-19324000.0,137523000.0,192166000.0,57019000.0,1259000.0,416000.0,3725000.0,11933000.0
,accountsReceivables,23611000.0,-895000.0,-1923000.0,-10481000.0,-7754000.0,-414000.0,-3632000.0,-3101000.0
,inventory,404000.0,4244000.0,-2430000.0,-890000.0,2755000.0,-1545000.0,-769000.0,-1750000.0
,accountsPayables,-10938000.0,-6268000.0,14506000.0,4210000.0,7428000.0,263000.0,5042000.0,13456000.0
,otherWorkingCapital,-7488000.0,394660000.0,257137000.0,64971000.0,7952000.0,6693000.0,4727000.0,2402000.0
,otherNonCashItems,5917000.0,7264000.0,3760000.0,2956000.0,4545000.0,1596000.0,1315000.0,1582000.0
,netCashProvidedByOperatingActivites,31138000.0,204311000.0,184399000.0,131021000.0,108817000.0,81663000.0,79405000.0,66943000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-52560000.0,-57890000.0,-40860000.0,-37722000.0,-15377000.0,-19488000.0,-16650000.0,-7287000.0
,acquisitionsNet,0.0,-53000000.0,-46000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-52278000.0,-110694000.0,-86416000.0,-37042000.0,-14694000.0,-19161000.0,-54362000.0,-7137000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-17665000.0,-12093000.0,-712516000.0,-7207000.0,-5667000.0,-15176000.0,-186962000.0,-17360000.0
,commonStockIssued,2571000.0,2863000.0,1209000.0,480000.0,136000.0,156946000.0,0.0,0.0
,commonStockRepurchased,0.0,-458166000.0,-342383000.0,0.0,-1583000.0,-156946000.0,0.0,0.0
,dividendsPaid,0.0,-243000.0,0.0,-1974000.0,-169282000.0,0.0,-205374000.0,0.0
,otherFinancingActivites,-2056000.0,-18256000.0,-36390000.0,-14976000.0,-138787000.0,-179064000.0,-10616000.0,-20634000.0
,netCashUsedProvidedByFinancingActivities,57850000.0,64348000.0,109920000.0,-21703000.0,-85183000.0,-74240000.0,-12952000.0,-37994000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,295000.0,691000.0,-844000.0,411000.0,23000.0,-123000.0,-67000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,37005000.0,158656000.0,207059000.0,72687000.0,8963000.0,-11861000.0,12024000.0,21812000.0
,cashAtEndOfPeriod,515800000.0,478795000.0,320139000.0,113080000.0,40393000.0,31430000.0,43291000.0,31267000.0
,cashAtBeginningOfPeriod,478795000.0,320139000.0,113080000.0,40393000.0,31430000.0,43291000.0,31267000.0,9455000.0
,operatingCashFlow,31138000.0,204311000.0,184399000.0,131021000.0,108817000.0,81663000.0,79405000.0,66943000.0
,capitalExpenditure,-52560000.0,-110803000.0,-86612000.0,-37722000.0,-15377000.0,-19488000.0,-55288000.0,-7287000.0
,freeCashFlow,-21422000.0,93508000.0,97787000.0,93299000.0,93440000.0,62175000.0,24117000.0,59656000.0
