date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,17797541000.0,17983654000.0,16085094000.0,14608233000.0,14098208000.0,11711569000.0,11213216000.0,11315567000.0,10754435000.0,9941637000.0,9231027000.0,8579519000.0,6838803000.0,5970842000.0,5527333000.0,4953363000.0,4397072000.0,4109884000.0
,costOfRevenue,11179667000.0,10137637000.0,9086456000.0,8778963000.0,9013120000.0,8260763000.0,7635599000.0,6816263000.0,6465398000.0,6030977000.0,5194548000.0,5087254000.0,3318940000.0,2695696000.0,2616764000.0,2390421000.0,2253380000.0,2046834000.0
,grossProfit,6617874000.0,7846017000.0,6998638000.0,5829270000.0,5085088000.0,3450806000.0,3577617000.0,4499304000.0,4289037000.0,3910660000.0,4036479000.0,3492265000.0,3519863000.0,3275146000.0,2910569000.0,2562942000.0,2143692000.0,2063050000.0
,grossProfitRatio,0.371842042673198,0.436286029524367,0.435100845540598,0.399040048170097,0.360690379940486,0.294649333492378,0.319053606030598,0.39762072903638,0.398815651403351,0.393361777341096,0.43727301415108,0.407046712059266,0.514689924537964,0.548523307098061,0.526577465117445,0.517414532308656,0.487527154433678,0.501972805071871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1051181000.0,1025973000.0,839302000.0,894081000.0,779936000.0,-189657000.0,779930000.0,603448000.0,641550000.0,824342000.0,623943000.0,1220444000.0,1631264000.0,501209000.0,387407000.0,335505000.0,313557000.0,253738000.0
,SellingAndMarketingExpenses,751286000.0,803404000.0,693480000.0,768693000.0,730047000.0,598125000.0,736608000.0,637103000.0,697874000.0,619542000.0,712946000.0,0.0,378810000.0,639552000.0,719185000.0,537864000.0,502520000.0,297302000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,2138095000.0,1828493000.0,1873362000.0,1660221000.0,409412000.0,1664455000.0,1362924000.0,1443777000.0,1466135000.0,1364316000.0,1371947000.0,2350529000.0,1198742000.0,1106592000.0,873369000.0,816077000.0,551040000.0
,costAndExpenses,13319304000.0,12275732000.0,10914949000.0,10652325000.0,10673341000.0,8670175000.0,9300054000.0,8179187000.0,7909175000.0,7497112000.0,6558864000.0,6459201000.0,5669469000.0,3894438000.0,3723356000.0,3263790000.0,3069457000.0,2597874000.0
,interestExpense,0.0,496788000.0,489249000.0,459118000.0,564135000.0,495583000.0,483824000.0,449644000.0,491987000.0,435342000.0,789467000.0,765197000.0,494589000.0,513375000.0,658863000.0,447004000.0,0.0,346477000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2037112000.0,88666000.0,98825000.0,112468000.0,63979000.0,63212000.0,67760000.0,50055000.0,15513000.0,22251000.0,29257000.0,24607000.0,20603000.0,14406000.0,642171000.0,595981000.0,598911000.0,564455000.0
,EBITDA,6515349000.0,5796588000.0,5268970000.0,4068376000.0,3488846000.0,3104606000.0,1980922000.0,3186435000.0,2860773000.0,2466776000.0,2701420000.0,2144925000.0,1189937000.0,2090810000.0,2446148000.0,2285554000.0,1926526000.0,2076465000.0
,EBITDARatio,0.366081415404521,0.322325373920117,0.327568492916485,0.278498843768442,0.247467337692847,0.265088819439991,0.176659577412938,0.281597466569726,0.266008674560774,0.248125736234385,0.292645661203244,0.250005274188448,0.173997847284093,0.350170043019058,0.442554845166738,0.461414598526294,0.4381383793579,0.505236887464464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
