Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,1281000.0,1476000.0,1506000.0,1300000.0,1451000.0,1501000.0,772000.0
Stock-based compensation,3186000.0,4966000.0,7392000.0,5899000.0,641000.0,654000.0,449000.0
Operating Cash Flow,-18466000.0,-34476000.0,-53069000.0,-40883000.0,-21801000.0,-40655000.0,-35234000.0
Capital Expenditure,-4000.0,-41000.0,-971000.0,-577000.0,-117000.0,-496000.0,-288000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-4000.0,-41000.0,-971000.0,-322000.0,-117000.0,-496000.0,-288000.0
Issuance (repayment) of debt,-155000.0,-25000.0,9689000.0,1477000.0,4683000.0,32662000.0,-9000.0
Issuance (buybacks) of shares,14121000.0,3835000.0,37388000.0,64295000.0,23000.0,98000.0,206000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,29491000.0,3810000.0,47077000.0,71948000.0,22013000.0,32755000.0,37303000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,11021000.0,-30707000.0,-6963000.0,30743000.0,95000.0,-8396000.0,1781000.0
Free Cash Flow,-18470000.0,-34517000.0,-54040000.0,-41460000.0,-21918000.0,-41151000.0,-35522000.0
Net Cash/Marketcap,1.2681,-6.7449,-0.0607,0.0471,-0.1233,-0.1233,-0.1233
