date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,299377000.0,204902000.0,172852000.0,148089000.0,126172000.0,96037000.0,74806000.0,76016000.0,60069000.0,47704000.0,31428000.0,16102000.0,7899000.0,10320000.0,5421000.0,8142000.0
,depreciationAndAmortization,42838000.0,32652000.0,23080000.0,19274000.0,17838000.0,18542000.0,17379000.0,13051000.0,8233000.0,6781000.0,6350000.0,6790000.0,7879000.0,7170000.0,6728000.0,4606000.0
,deferredIncomeTax,10099000.0,2682000.0,-1258000.0,6590000.0,-2581000.0,-2424000.0,-374000.0,1001000.0,-643000.0,16129000.0,15767000.0,12255000.0,4819000.0,4696000.0,903000.0,547000.0
,stockBasedCompensation,25613000.0,25294000.0,15850000.0,14421000.0,14511000.0,12519000.0,9769000.0,8879000.0,8385000.0,6859000.0,8969000.0,8414000.0,7061000.0,0.0,0.0,0.0
,changeInWorkingCapital,355590000.0,45711000.0,69312000.0,3122000.0,-110458000.0,61799000.0,26116000.0,25778000.0,-44833000.0,53444000.0,21447000.0,33461000.0,-56448000.0,1613000.0,13744000.0,-1689000.0
,accountsReceivables,-18015000.0,-2962000.0,-5117000.0,-2353000.0,-10429000.0,-6748000.0,827000.0,-1714000.0,4607000.0,-11665000.0,-3134000.0,0.0,5785000.0,-1281000.0,-2439000.0,-856000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,6006000.0,-1509000.0,14374000.0,-1614000.0,2344000.0,-9000.0,-950000.0,1181000.0,-714000.0,0.0,0.0,2820000.0,-3238000.0,2169000.0,-605000.0,-833000.0
,otherWorkingCapital,679018000.0,323428000.0,277717000.0,208405000.0,205283000.0,315741000.0,253942000.0,227826000.0,202048000.0,246881000.0,193437000.0,171990000.0,138529000.0,194977000.0,193364000.0,179620000.0
,otherNonCashItems,-550000.0,-786000.0,2338000.0,1953000.0,1170000.0,2049000.0,1725000.0,-296000.0,685000.0,47704000.0,602000.0,652000.0,1260000.0,6046000.0,10137000.0,5302000.0
,netCashProvidedByOperatingActivites,404489000.0,265935000.0,223917000.0,168035000.0,80289000.0,120196000.0,109952000.0,90879000.0,81582000.0,65478000.0,64146000.0,43327000.0,27634000.0,29120000.0,17101000.0,16908000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15010000.0,-12292000.0,-35888000.0,-12086000.0,-6385000.0,-4795000.0,-4627000.0,-15337000.0,-5153000.0,-3160000.0,-5205000.0,-4909000.0,-1677000.0,-1533000.0,-2661000.0,-1386000.0
,acquisitionsNet,-23000000.0,-97000000.0,0.0,0.0,0.0,0.0,0.0,-28000000.0,0.0,0.0,0.0,-1000000.0,-35000000.0,-3000000.0,0.0,0.0
,purchasesOfInvestments,-32865000.0,-160827000.0,-336533000.0,-215831000.0,-81438000.0,-57175000.0,-16423000.0,-60755000.0,-16543000.0,-32302000.0,-66008000.0,-57406000.0,-29959000.0,-48722000.0,-80110000.0,-152644000.0
,salesMaturitiesOfInvestments,170657000.0,170936000.0,333791000.0,187794000.0,46347000.0,35248000.0,17574000.0,43415000.0,41976000.0,27419000.0,65365000.0,22062000.0,46281000.0,45585000.0,182255000.0,98391000.0
,otherInvestingActivites,0.0,-30000.0,39000.0,-59000.0,414000.0,-642000.0,611000.0,-18000.0,-43000.0,3532000.0,32000.0,-655000.0,139000.0,1533000.0,-88466000.0,1386000.0
,netCashUsedForInvestingActivites,68867000.0,-122051000.0,-50296000.0,-53653000.0,-53180000.0,-37953000.0,-13025000.0,-78467000.0,15030000.0,-8576000.0,-7720000.0,-44165000.0,-22499000.0,-11179000.0,4231000.0,-59034000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-578356000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5191000.0,2653000.0,2709000.0
,commonStockRepurchased,-16135000.0,-17256000.0,-25171000.0,-42461000.0,-23925000.0,-23158000.0,-37974000.0,0.0,-75133000.0,-6935000.0,-30000000.0,0.0,-2773000.0,-39765000.0,-2653000.0,0.0
,dividendsPaid,-90566000.0,-76231000.0,-62432000.0,-48888000.0,-38495000.0,-29534000.0,-23941000.0,-19837000.0,-64041000.0,-13683000.0,-10630000.0,-2650000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-42418000.0,-25820000.0,-8043000.0,-27691000.0,4285000.0,-186000.0,-819000.0,-276000.0,-5526000.0,7027000.0,2075000.0,4000.0,-109000.0,7351000.0,2818000.0,0.0
,netCashUsedProvidedByFinancingActivities,-145112000.0,-118100000.0,-92673000.0,-117068000.0,-55836000.0,-51054000.0,-60223000.0,-17074000.0,-136175000.0,-11199000.0,-33849000.0,-2646000.0,30311000.0,-27015000.0,2818000.0,2709000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5553000.0,1011000.0,-1640000.0,1457000.0,-2758000.0,-385000.0,-471000.0,-901000.0,-1149000.0,-1077000.0,-924000.0,-498000.0,-834000.0,-215000.0,-339000.0,-46000.0
