date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,79896000.0,36847000.0,129166000.0,78810000.0,-51633000.0,-109333000.0,53854000.0,114332000.0,115529000.0,106021000.0,80022000.0
,depreciationAndAmortization,126408000.0,108989000.0,102815000.0,96943000.0,114697000.0,121006000.0,117882000.0,95356000.0,71818000.0,63218000.0,56296000.0
,deferredIncomeTax,-7974000.0,648000.0,1731000.0,5499000.0,-9057000.0,7419000.0,9113000.0,14228000.0,-2882000.0,-61101000.0,-49830000.0
,stockBasedCompensation,4060000.0,2638000.0,4216000.0,3558000.0,4082000.0,9252000.0,7027000.0,1265000.0,0.0,0.0,0.0
,changeInWorkingCapital,26087000.0,21436000.0,65078000.0,56219000.0,16583000.0,42388000.0,-23820000.0,-16177000.0,8125000.0,58659000.0,22445000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-21802000.0,-12074000.0,-53466000.0,26763000.0,-45900000.0,53082000.0,-102362000.0,14628000.0,-42415000.0,-39742000.0,20821000.0
,accountsPayables,39434000.0,16563000.0,102660000.0,35815000.0,25020000.0,-16128000.0,96957000.0,22575000.0,54496000.0,48065000.0,3597000.0
,otherWorkingCapital,3315000.0,4414000.0,-3540000.0,2706000.0,1427000.0,608000.0,9311000.0,13238000.0,6351000.0,9074000.0,-137000.0
,otherNonCashItems,-955000.0,8896000.0,6305000.0,6637000.0,3766000.0,5754000.0,2000000.0,6430000.0,155801000.0,37759000.0,-12131000.0
,netCashProvidedByOperatingActivites,223481000.0,179731000.0,255170000.0,164189000.0,112689000.0,193091000.0,217014000.0,230113000.0,261624000.0,263876000.0,148022000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-265235000.0,-197041000.0,-174766000.0,-92282000.0,-90964000.0,-169813000.0,-313462000.0,-294478000.0,-319859000.0,-175669000.0,-90105000.0
,acquisitionsNet,2000000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,-6000000.0,-6000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-19588000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,19588000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1256000.0,620000.0,-1646000.0,1830000.0,8341000.0,-3501000.0,-11072000.0,-12582000.0,-4961000.0,-8266000.0,-7572000.0
,netCashUsedForInvestingActivites,-260991000.0,-163784000.0,-124480000.0,23018000.0,-60115000.0,-168964000.0,-310655000.0,-306421000.0,-320132000.0,-178224000.0,-96370000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-48885000.0,-261956000.0,-11710000.0,0.0,-237006000.0,0.0,-152005000.0,0.0,-2539000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152281000.0,0.0,0.0
,commonStockRepurchased,-13965000.0,-46035000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33400000.0,0.0
,dividendsPaid,-22425000.0,-20937000.0,0.0,0.0,-12509000.0,-50036000.0,-37527000.0,-50036000.0,-56627000.0,0.0,0.0
,otherFinancingActivites,-6401000.0,-6470000.0,-49957000.0,-15813000.0,10999000.0,-8343000.0,-18800000.0,-8819000.0,-152207000.0,-21692000.0,-419201000.0
,netCashUsedProvidedByFinancingActivities,-29632000.0,-73442000.0,-3353000.0,-112995000.0,-42263000.0,1184000.0,102302000.0,90646000.0,35673000.0,-51287000.0,24372000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8260000.0,-53714000.0,-13649000.0,8072000.0,-36822000.0,-61929000.0,-17864000.0,-5788000.0,-8963000.0,5759000.0,-14031000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-75402000.0,-111209000.0,113688000.0,82284000.0,-26511000.0,-36618000.0,-9203000.0,8550000.0,-31798000.0,40124000.0,61993000.0
,cashAtEndOfPeriod,121880000.0,197282000.0,308491000.0,194803000.0,112519000.0,139030000.0,175648000.0,184851000.0,176301000.0,208099000.0,167975000.0
,cashAtBeginningOfPeriod,197282000.0,308491000.0,194803000.0,112519000.0,139030000.0,175648000.0,184851000.0,176301000.0,208099000.0,167975000.0,105982000.0
,operatingCashFlow,223481000.0,179731000.0,255170000.0,164189000.0,112689000.0,193091000.0,217014000.0,230113000.0,261624000.0,263876000.0,148022000.0
,capitalExpenditure,-265235000.0,-197041000.0,-174766000.0,-92282000.0,-90964000.0,-169813000.0,-313462000.0,-294478000.0,-319859000.0,-175669000.0,-90105000.0
,freeCashFlow,-41754000.0,-17310000.0,80404000.0,71907000.0,21725000.0,23278000.0,-96448000.0,-64365000.0,-58235000.0,88207000.0,57917000.0
