date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,214509000.0,240824000.0,220751000.0,209426000.0,178362000.0,157772000.0,145440000.0,116731000.0,76133000.0,81168000.0,70409000.0,46540000.0,6677000.0,-8255000.0,2460000.0,36069000.0,38774000.0,35346000.0,40346000.0,36246000.0,30468000.0,27600000.0,14500000.0,8600000.0,11600000.0
,depreciationAndAmortization,100161000.0,85458000.0,62192000.0,67977000.0,71781000.0,56197000.0,48668000.0,35816000.0,26460000.0,22845000.0,18340000.0,12232000.0,12528000.0,20970000.0,17645000.0,15145000.0,13150000.0,11230000.0,7284000.0,10080000.0,6222000.0,2700000.0,2400000.0,400000.0,300000.0
,deferredIncomeTax,-19145000.0,12661000.0,6721000.0,4762000.0,5652000.0,807000.0,2898000.0,2396000.0,-3274000.0,1758000.0,-3172000.0,26719000.0,-28851000.0,-12598000.0,-9402000.0,4806000.0,13361000.0,-2310000.0,2661000.0,525000.0,1917000.0,-2800000.0,-2500000.0,-900000.0,0.0
,stockBasedCompensation,23708000.0,20774000.0,20238000.0,21365000.0,18751000.0,17237000.0,17278000.0,14555000.0,12077000.0,9485000.0,7918000.0,7307000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-72923000.0,-105996000.0,190207000.0,60752000.0,55705000.0,-42620000.0,39847000.0,-22256000.0,22165000.0,35922000.0,26815000.0,12867000.0,-115366000.0,20079000.0,-1274000.0,18826000.0,28194000.0,15358000.0,-28504000.0,86654000.0,-22688000.0,73500000.0,14400000.0,39900000.0,-8800000.0
,accountsReceivables,-141842000.0,-60313000.0,34033000.0,53025000.0,-51986000.0,-103774000.0,-144000.0,-93092000.0,-4999000.0,-1516000.0,2453000.0,-19689000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-813000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,44351000.0,0.0,31678000.0,0.0,7312000.0,-407000.0,1855000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,37733000.0,425187000.0,531183000.0,340976000.0,280224000.0,224519000.0,267139000.0,227292000.0,249548000.0,227383000.0,191461000.0,164646000.0,151779000.0,267145000.0,247066000.0,248340000.0,229514000.0,201320000.0,185962000.0,214466000.0,127812000.0,150500000.0,77000000.0,62600000.0,22700000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76133000.0,81168000.0,263000.0,376000.0,16643000.0,3829000.0,23686000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-200000.0,0.0
,netCashProvidedByOperatingActivites,244592000.0,356727000.0,323525000.0,337200000.0,180026000.0,206217000.0,213600000.0,120938000.0,115160000.0,96860000.0,138441000.0,30633000.0,56573000.0,51190000.0,15696000.0,74094000.0,47073000.0,55047000.0,58364000.0,38381000.0,4104000.0,27900000.0,-7100000.0,17300000.0,3100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-40707000.0,0.0,0.0,0.0,0.0,-98994000.0,-36262000.0,-43580000.0,-18369000.0,-26114000.0,-13936000.0,-19694000.0,-15449000.0,-17830000.0,-26121000.0,-13337000.0,-6476000.0,-6825000.0,-7850000.0,-5069000.0,-5004000.0,-21800000.0,-1000000.0,-500000.0,-300000.0
,acquisitionsNet,0.0,-437000000.0,0.0,-2000000.0,-41000000.0,-289000000.0,-3000000.0,-68000000.0,-64000000.0,0.0,-10000000.0,-2000000.0,35000000.0,2000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-19996000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71649000.0,-47300000.0,-34000.0,0.0,0.0,0.0,-23200000.0,0.0,-39900000.0,-1000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299000.0,0.0,0.0,0.0,126210000.0,0.0,1825000.0,0.0,0.0,0.0,1093000.0,134000.0,36134000.0,0.0,27800000.0,0.0,0.0
,otherInvestingActivites,385000.0,453000.0,369000.0,575000.0,424000.0,489000.0,429000.0,398000.0,0.0,237000.0,2173000.0,-654000.0,6166000.0,-8895000.0,144000.0,-10480000.0,-7839000.0,-4137000.0,-4949000.0,-7365000.0,-2080000.0,-100000.0,-1400000.0,100000.0,0.0
,netCashUsedForInvestingActivites,-44138000.0,-483883000.0,-46304000.0,-25221000.0,-87103000.0,-393872000.0,-49389000.0,-129833000.0,-86612000.0,-26898000.0,-32395000.0,-26946000.0,113777000.0,-24854000.0,-24152000.0,-97412000.0,-68220000.0,-25711000.0,-35412000.0,-13080000.0,-24272000.0,-45100000.0,25400000.0,-40300000.0,-1300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-619445000.0,-405142000.0,-136769000.0,-349981000.0,-195200000.0,-121611000.0,-15162000.0,-172000.0,-1853000.0,0.0,-7000.0,-417000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
