Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,674423000.0,579545000.0,580000000.0,634098000.0,634000000.0,804228000.0,804000000.0,836270000.0,836000000.0,856500000.0,856000000.0,646686000.0,0.0
Revenue Growth,0.163711187224461,-0.00078448275862069,-0.0853148882349416,0.000154574132492114,-0.211666343375262,0.000283582089552239,-0.0385880158322073,0.000322966507177033,-0.0239346176298891,0.00058411214953271,0.323671766514197,0.0,0.0
Cost of Revenue,631807000.0,546699000.0,547000000.0,592550000.0,593000000.0,687050000.0,687000000.0,670007000.0,670000000.0,713090000.0,713000000.0,543524000.0,0.0
Gross Profit,42616000.0,32846000.0,33000000.0,41548000.0,42000000.0,117178000.0,117000000.0,166263000.0,166000000.0,143410000.0,143000000.0,103162000.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,66685000.0,53817000.0,54000000.0,44418000.0,44000000.0,46422000.0,46000000.0,43171000.0,43000000.0,38820000.0,39000000.0,39051000.0,0.0
Operating Expenses,698492000.0,600516000.0,54000000.0,636968000.0,44000000.0,733472000.0,46000000.0,713178000.0,43000000.0,751910000.0,39000000.0,582575000.0,0.0
Operating Income,-133658000.0,-22022000.0,-21000000.0,224000.0,-3000000.0,70111000.0,71000000.0,111640000.0,123000000.0,119284000.0,105000000.0,62931000.0,0.0
Interest Expense,33981000.0,32183000.0,32000000.0,30644000.0,31000000.0,29066000.0,29000000.0,29510000.0,30000000.0,29756000.0,30000000.0,29533000.0,0.0
Earnings before Tax,-167460000.0,-51441000.0,,-27149000.0,,43256000.0,,53115000.0,,90141000.0,,34049000.0,0.0
Income Tax Expense,-25946000.0,-58973000.0,-59000000.0,-469000.0,-0000000.0,16332000.0,16000000.0,20427000.0,20000000.0,31185000.0,31000000.0,15992000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-141514000.0,7532000.0,8000000.0,-26680000.0,-27000000.0,26924000.0,27000000.0,32688000.0,33000000.0,58956000.0,59000000.0,18057000.0,0.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-141514000.0,7532000.0,8000000.0,-26680000.0,-27000000.0,26924000.0,27000000.0,32688000.0,33000000.0,58956000.0,59000000.0,18057000.0,0.0
EPS,-8.95,0.48,0.48,-1.7,-1.70,1.73,1.73,2.11,2.11,3.81,3.81,1.17,0.0
EPS Diluted,-8.95,0.48,0.48,-1.7,-1.70,1.72,1.72,2.08,2.08,3.77,3.77,1.17,0.0
Weighted Average Shs Out,15818000.0,15762000.0,16000000.0,15663000.0,16000000.0,15566000.0,16000000.0,15483000.0,15000000.0,15474000.0,15000000.0,15418000.0,0.0
Weighted Average Shs Out (Dil),15818000.0,15762000.0,16000000.0,15663000.0,16000000.0,15642000.0,16000000.0,15685000.0,16000000.0,15639000.0,16000000.0,15488000.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.0631888295625,0.0566754954318,0.056896551724138,0.0655229948683,0.066246056782334,0.145702462486,0.1455223880597,0.198814976024,0.19856459330144,0.1674372446,0.16705607476636,0.159524096702,0.0
EBITDA Margin,-0.0806674742706,0.0793812387304,0.08448275862069,0.104032815117,0.10883280757098,0.17622987511,0.17910447761194,0.194300883686,0.15909090909091,0.189295971979,0.19042056074766,0.161478677442,0.0
EBIT Margin,-0.198181260129,-0.037998774901,-0.032758620689655,0.000353257698337,0.0063091482649842,0.087178014195,0.08955223880597,0.133497554618,0.099282296650718,0.139269118506,0.14018691588785,0.0973130700216,0.0
Profit Margin,-0.209829735937,0.0129964023501,0.013793103448276,-0.0420755151412,-0.042586750788644,0.0334780684085,0.033582089552239,0.0390878544011,0.039473684210526,0.0688336252189,0.06892523364486,0.0279223610841,0.0
Free Cash Flow margin,-0.0378516153809,-0.130895788938,,-0.129957829862,,0.0954890901585,,-0.045644349313,,0.00276707530648,,-0.120498974773,0.0
EBITDA,-54404000.0,46005000.0,49000000.0,65967000.0,69000000.0,141729000.0,144000000.0,162488000.0,133000000.0,162132000.0,163000000.0,104426000.0,0.0
EBIT,-133658000.0,-22022000.0,-19000000,224000.0,4000000,70111000.0,72000000,111640000.0,83000000,119284000.0,120000000,62931000.0,0.0
Consolidated Income,-141514000.0,7532000.0,8000000.0,-26680000.0,-27000000.0,26924000.0,27000000.0,32688000.0,33000000.0,58956000.0,59000000.0,18057000.0,0.0
Earnings Before Tax Margin,-0.248301140382,-0.0887610107929,0,-0.0428151484471,0,0.0537857423517,0,0.0635141760436,0,0.105243432574,0,0.0526515186659,0.0
Net Profit Margin,-0.209829735937,0.0129964023501,0.013793103448276,-0.0420755151412,-0.042586750788644,0.0334780684085,0.033582089552239,0.0390878544011,0.039473684210526,0.0688336252189,0.06892523364486,0.0279223610841,0.0
