date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-42253426.0,-30276053.0,-39136366.0,-21449798.0,-26888514.0,-21243111.0,-12012117.0,-7150187.0,-2364852.0,-3758817.0,-36158.0,-33714.0
,depreciationAndAmortization,990288.0,243712.0,334494.0,379988.0,355583.0,664596.0,780110.0,736875.0,717450.0,250821.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3517128.0,3499796.0,8252515.0,4016790.0,6116660.0,2603229.0,1815559.0,452128.0,332778.0,0.0,0.0,0.0
,changeInWorkingCapital,-10386680.0,758149.0,13654538.0,-16833508.0,-4722355.0,-6322114.0,33596543.0,-70817.0,7107241.0,-3607282.0,-27158.0,623.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,-208281.0,861634.0,1068652.0,657266.0,344764.0,15146.0,0.0,0.0,6233.0
,otherWorkingCapital,13143656.0,23530336.0,22772187.0,9117649.0,25951157.0,30673512.0,36995626.0,3399083.0,3469900.0,-3637341.0,-30059.0,-2901.0
,otherNonCashItems,931350.0,845994.0,1845951.0,0.0,55387.0,57750.0,170684.0,117715.0,266567.0,-2912227.0,0.0,0.0
,netCashProvidedByOperatingActivites,-33145364.0,-29003985.0,-23221926.0,-17340372.0,-17814253.0,-17651470.0,-8980473.0,-5533202.0,-4219173.0,-1308891.0,-11852.0,-33091.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-9882.0,-65156.0,-21562.0,-1550737.0,-1431155.0,-512500.0,-114550.0,-54511.0,-61286.0,0.0,-9000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-25474695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,23213794.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,23203912.0,-23289851.0,-21562.0,-1550737.0,-1431155.0,-512500.0,-114550.0,-54511.0,-311286.0,0.0,-9000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-138244.0,-81577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,30000000.0,27897155.0,32283444.0,0.0,17451565.0,13580001.0,27948001.0,7200000.0,7750000.0,4092000.0,0.0,0.0
,commonStockRepurchased,0.0,-567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2422186.0,-1209919.0,-3757249.0,-15500.0,-1381615.0,-1091794.0,-2981360.0,-2004000.0,-792500.0,-14367.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,28399326.0,27198518.0,38883132.0,64006.0,16075950.0,13265195.0,42375492.0,5476418.0,6957500.0,4077633.0,2333.0,11084.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-103136.0,281473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4793318.0,21344153.0,-7641049.0,-17301548.0,-3289040.0,-5817430.0,32882519.0,-171334.0,2683816.0,2457456.0,-9519.0,-31007.0
,cashAtEndOfPeriod,20354462.0,25147780.0,3803627.0,11444676.0,28746224.0,32035264.0,37852694.0,4970175.0,5141509.0,2457693.0,237.0,9756.0
,cashAtBeginningOfPeriod,25147780.0,3803627.0,11444676.0,28746224.0,32035264.0,37852694.0,4970175.0,5141509.0,2457693.0,237.0,9756.0,40763.0
,operatingCashFlow,-33145364.0,-29003985.0,-23221926.0,-17340372.0,-17814253.0,-17651470.0,-8980473.0,-5533202.0,-4219173.0,-1308891.0,-11852.0,-33091.0
,capitalExpenditure,0.0,-9882.0,-65156.0,-21562.0,-1550737.0,-1431155.0,-512500.0,-114550.0,-54511.0,-311286.0,0.0,-9000.0
,freeCashFlow,-33145364.0,-29013867.0,-23287082.0,-17361934.0,-19364990.0,-19082625.0,-9492973.0,-5647752.0,-4273684.0,-1620177.0,-11852.0,-42091.0
