Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30
Depreciation & Amortization,10433000.0,10664000.0,11454000.0,11512000.0,2117000.0,2446000.0,2403000.0
Stock-based compensation,9040000.0,10906000.0,5761000.0,7997000.0,0.0,0.0,0.0
Operating Cash Flow,198214000.0,228470000.0,125936000.0,98824000.0,102080000.0,31681000.0,6128000.0
Capital Expenditure,702000.0,648000.0,827000.0,1070000.0,-69000.0,-1392000.0,-2958000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-46386000.0,-16843000.0,0.0
Investment purchases and sales,-827000.0,-987000.0,-358000.0,-91000.0,3606000.0,3275000.0,1096000.0
Investing Cash flow,-14734000.0,-648000.0,-12829000.0,-3549000.0,-42849000.0,-14960000.0,-1862000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-827000.0,-987000.0,-358000.0,-91000.0,57906000.0,0.0,0.0
Dividend payments,-22727000.0,-16169000.0,-16089000.0,-17209000.0,0.0,0.0,0.0
Financing Cash Flow,-81795000.0,-79608000.0,-70299000.0,-63962000.0,-166430000.0,110577000.0,4710000.0
Effect of forex changes on cash,-85000.0,-6000.0,-1000.0,23000.0,-35000.0,-132000.0,-62000.0
Net cash flow / Change in cash,358448000.0,148208000.0,42807000.0,31336000.0,-107234000.0,127166000.0,8914000.0
Free Cash Flow,197512000.0,227822000.0,125109000.0,97754000.0,102011000.0,30289000.0,3170000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0561,0.0561,0.0561
