date,,2021-02-28_FY,2020-02-29_FY,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY,2001-02-28_FY,2000-02-29_FY,1999-02-28_FY,1998-02-28_FY,1997-02-28_FY,1996-02-29_FY,1995-02-28_FY,1994-02-28_FY,1993-02-28_FY,1992-02-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,253946000.0,152333000.0,168545000.0,44446000.0,140689000.0,101228000.0,131164000.0,86200000.0,115700000.0,110400000.0,93300000.0,71800000.0,-56800000.0,61500000.0,50100000.0,49300000.0,76500000.0,60500000.0,38700000.0,29200000.0,17300000.0,13100000.0,28300000.0,22300000.0,17200000.0,13100000.0,11200000.0,7500000.0,12900000.0,7200000.0
,depreciationAndAmortization,37718000.0,37409000.0,29927000.0,33730000.0,36175000.0,34889000.0,39653000.0,33800000.0,34400000.0,30200000.0,18500000.0,15300000.0,14200000.0,14300000.0,14300000.0,12400000.0,9700000.0,6100000.0,6400000.0,8400000.0,8100000.0,6900000.0,5000000.0,4000000.0,2700000.0,2200000.0,2000000.0,1600000.0,1900000.0,2000000.0
,deferredIncomeTax,-4400000.0,-5696000.0,7636000.0,21264000.0,-7499000.0,-2384000.0,-1830000.0,-10100000.0,-12100000.0,5100000.0,2200000.0,3300000.0,2400000.0,1400000.0,-700000.0,-3000000.0,-1700000.0,-1800000.0,700000.0,800000.0,-2100000.0,-1100000.0,-500000.0,-200000.0,-500000.0,-400000.0,300000.0,0.0,-100000.0,0.0
,stockBasedCompensation,26418000.0,22929000.0,22053000.0,15054000.0,15498000.0,8483000.0,5974000.0,31683000.0,5913000.0,2928000.0,99000.0,1744000.0,1488000.0,1162000.0,693000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-18230000.0,19299000.0,-34844000.0,1948000.0,19103000.0,8357000.0,-7552000.0,-937000.0,-57651000.0,-45378000.0,-31753000.0,58915000.0,-52445000.0,29350000.0,26381000.0,-21502000.0,-43585000.0,-474000.0,9206000.0,9372000.0,-26162000.0,7712000.0,-22000000.0,-8500000.0,-20700000.0,-11500000.0,-13900000.0,3400000.0,4700000.0,13700000.0
,accountsReceivables,-38149000.0,529000.0,1097000.0,1066000.0,2326000.0,225000.0,299000.0,400000.0,188000.0,548000.0,865000.0,448000.0,5643000.0,329000.0,-152000.0,-1317000.0,1067000.0,38000.0,12700000.0,-5600000.0,-11400000.0,6900000.0,-15200000.0,-7600000.0,-8100000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-220817000.0,45482000.0,-50828000.0,29366000.0,18967000.0,-17606000.0,2274000.0,-8383000.0,-34625000.0,-28912000.0,-26049000.0,45653000.0,-24265000.0,7039000.0,24331000.0,-30926000.0,-33418000.0,-3279000.0,-500000.0,18200000.0,-21500000.0,-6700000.0,-18900000.0,-3100000.0,-19700000.0,-2500000.0,-7500000.0,1500000.0,8100000.0,12600000.0
,accountsPayables,175784000.0,7166000.0,14219000.0,23689000.0,5797000.0,7044000.0,16502000.0,3733000.0,2507000.0,-3476000.0,-8130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6613000.0,24075000.0,7549000.0,-16728000.0,-2941000.0,10668000.0,2448000.0,-1867000.0,-326000.0,189000.0,-917000.0,-476000.0,-706000.0,-408000.0,2579000.0,1819000.0,2362000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,7916000.0,67948000.0,24039000.0,122819000.0,39572000.0,39608000.0,17168000.0,45100000.0,7200000.0,3600000.0,5200000.0,2800000.0,114600000.0,3400000.0,300000.0,-2500000.0,4100000.0,6700000.0,-1600000.0,-3200000.0,2700000.0,2000000.0,1000000.0,0.0,3200000.0,0.0,0.0,-200000.0,0.0,0.0
,netCashProvidedByOperatingActivites,314106000.0,271293000.0,195303000.0,224207000.0,228501000.0,186545000.0,179264000.0,154200000.0,87600000.0,103900000.0,87400000.0,152100000.0,21900000.0,109900000.0,90400000.0,34800000.0,45400000.0,64000000.0,47300000.0,41300000.0,-200000.0,28600000.0,11700000.0,17600000.0,1900000.0,3400000.0,-100000.0,13800000.0,17300000.0,24400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7709000.0,-7395000.0,-52367000.0,-286263000.0,-65119000.0,-42865000.0,-878000.0,-3185000.0,-8340000.0,-17700000.0,-3300000.0,-13300000.0,-4600000.0,-600000.0,-1900000.0,-16200000.0,-400000.0
,acquisitionsNet,0.0,-255861000.0,0.0,0.0,-209267000.0,-43150000.0,-195943000.0,0.0,0.0,-160000000.0,-336240000.0,-60000000.0,-4765000.0,-36500000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2205000.0,-1798000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-10169000.0,-217493000.0,-65795000.0,-75000000.0,-100000000.0,-273599000.0,-1311000.0,-1759000.0,0.0,0.0,0.0,-786000.0,-178275000.0,-148625000.0,0.0,0.0,-197000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0
,otherInvestingActivites,-98668000.0,-7587000.0,192246000.0,101429000.0,54413000.0,79404000.0,267078000.0,-39189000.0,-12141000.0,8000000.0,-4160000.0,-6400000.0,37951000.0,175184000.0,93520000.0,17067000.0,22163000.0,-1284000.0,-15135000.0,278000.0,-7910000.0,-4562000.0,-18700000.0,-2100000.0,-9900000.0,300000.0,-1800000.0,1200000.0,4200000.0,-1100000.0
