date,,2020-05-31_FY,2019-05-26_FY,2018-05-27_FY,2017-05-28_FY,2016-05-29_FY,2015-05-31_FY,2014-05-25_FY,2013-05-26_FY,2012-05-27_FY,2011-05-29_FY,2010-05-30_FY,2009-05-31_FY,2008-05-25_FY,2007-05-27_FY,2006-05-28_FY,2005-05-29_FY,2004-05-30_FY,2003-05-25_FY,2002-05-26_FY,2001-05-27_FY,2000-05-28_FY,1999-05-30_FY,1998-05-31_FY,1997-05-25_FY
,revenue,7806900000.0,8510400000.0,8080100000.0,7170200000.0,6933500000.0,6764000000.0,6285600000.0,8551900000.0,7998700000.0,7500200000.0,7113100000.0,7217500000.0,6626500000.0,5567100000.0,5720600000.0,5278100000.0,5003400000.0,4655000000.0,4368700000.0,4021200000.0,3701300000.0,3458100000.0,3287000000.0,3171800000.0
,costOfRevenue,6398500000.0,6672600000.0,6333100000.0,5604300000.0,5386700000.0,5341500000.0,4989200000.0,6662500000.0,6163200000.0,5699500000.0,5484000000.0,5636900000.0,5138700000.0,4258800000.0,4427500000.0,4095800000.0,3902900000.0,3634400000.0,3384600000.0,3134700000.0,2901000000.0,2744900000.0,2623700000.0,2576000000.0
,grossProfit,1408400000.0,1837800000.0,1747000000.0,1565900000.0,1546800000.0,1422500000.0,1296400000.0,1889400000.0,1835500000.0,1800700000.0,1629100000.0,1580600000.0,1487800000.0,1308300000.0,1293100000.0,1182300000.0,1100400000.0,1020600000.0,984100000.0,886400000.0,800300000.0,713200000.0,663300000.0,595800000.0
,grossProfitRatio,0.180404513955603,0.215947546531303,0.216210195418374,0.218390003068255,0.223090791086753,0.210304553518628,0.206249204530991,0.220933359838165,0.229474789653319,0.240086931015173,0.229028131194557,0.218995497055767,0.224522749566136,0.235005658242173,0.226042722791316,0.224001060987855,0.219930447295839,0.219248120300752,0.225261519445144,0.220431711926788,0.216221327641639,0.206240421040456,0.201794949802251,0.187842865250016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,376400000.0,416000000.0,654900000.0,394600000.0,386800000.0,430200000.0,641300000.0,849200000.0,746300000.0,738000000.0,684500000.0,665600000.0,641600000.0,534600000.0,536400000.0,497500000.0,472100000.0,439400000.0,420900000.0,407700000.0,379500000.0,360900000.0,358500000.0,361300000.0
,SellingAndMarketingExpenses,238000000.0,255000000.0,1000000.0,239000000.0,238000000.0,243300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-151600000.0,205100000.0,91200000.0,199500000.0,65500000.0,0.0,-147800000.0,-125900000.0,-101600000.0,1035400000.0,988300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,970300000.0,1005300000.0,980200000.0,888400000.0,924600000.0,992800000.0,983900000.0,1244000000.0,1197500000.0,1153100000.0,1085500000.0,948700000.0,973100000.0,777500000.0,810600000.0,758400000.0,767700000.0,672800000.0,620800000.0,585200000.0,526300000.0,497300000.0,489500000.0,750300000.0
,costAndExpenses,7368800000.0,7677900000.0,7313300000.0,6492700000.0,6311300000.0,6334300000.0,5973100000.0,7906500000.0,7360700000.0,6852600000.0,6569500000.0,6585600000.0,6111800000.0,5036300000.0,5238100000.0,4854200000.0,4670600000.0,4307200000.0,4005400000.0,3719900000.0,3427300000.0,3242200000.0,3113200000.0,3326300000.0
,interestExpense,62200000.0,44300000.0,152400000.0,34400000.0,165400000.0,192900000.0,134000000.0,126200000.0,102700000.0,93700000.0,0.0,108300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,355900000.0,336700000.0,313100000.0,272900000.0,290200000.0,319300000.0,304400000.0,394800000.0,349100000.0,316800000.0,300900000.0,283100000.0,245700000.0,200400000.0,221500000.0,213200000.0,210000000.0,191200000.0,165800000.0,146900000.0,130500000.0,125300000.0,131000000.0,136900000.0
,EBITDA,794000000.0,1169200000.0,1079900000.0,950400000.0,912400000.0,749000000.0,616900000.0,1040200000.0,987100000.0,964400000.0,844500000.0,915000000.0,760400000.0,731200000.0,704000000.0,637100000.0,542800000.0,538900000.0,529100000.0,448100000.0,404400000.0,341200000.0,304800000.0,-17600000.0
,EBITDARatio,0.101704902073807,0.13738484677571,0.133649336023069,0.132548603944102,0.131592990553112,0.11073329390893,0.098144966272114,0.121633788982565,0.123407553727481,0.128583237780326,0.11872460671156,0.126775199168687,0.114751377046706,0.131343069102405,0.123064014264238,0.120706314772361,0.108486229364032,0.115767991407089,0.121111543479754,0.111434397692231,0.109258909031962,0.0986668980075764,0.0927289321569821,-0.00554889967841604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,438100000.0,832500000.0,766800000.0,677500000.0,622200000.0,429700000.0,312500000.0,645400000.0,638000000.0,647600000.0,543600000.0,631900000.0,514700000.0,530800000.0,482500000.0,423900000.0,332800000.0,347700000.0,363300000.0,301200000.0,273900000.0,215900000.0,173800000.0,-154500000.0
,operatingIncomeRatio,0.056117024683293,0.097821489001692,0.0948998155963416,0.0944882987922234,0.0897382274464556,0.0635274985215849,0.0497168130329642,0.0754686093148891,0.0797629614812407,0.0863443641502893,0.0764223756168197,0.0875510910980256,0.0776729797027088,0.0953458712794812,0.0843442995489984,0.0803129914173661,0.0665147699564296,0.0746938775510204,0.0831597500400577,0.074903014025664,0.0740010266663064,0.0624331280182759,0.0528749619714025,-0.0487105113815499
,totalOtherIncomeExpensesNet,-541800000.0,0.0,11000000.0,0.0,0.0,-62100000.0,0.0,0.0,0.0,0.0,0.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0
,incomeBeforeTax,-161000000.0,782300000.0,605700000.0,637300000.0,449700000.0,175300000.0,174600000.0,522400000.0,638000000.0,647600000.0,543600000.0,512500000.0,514700000.0,530800000.0,482500000.0,423900000.0,332800000.0,347700000.0,363300000.0,301200000.0,273900000.0,215900000.0,153700000.0,-154500000.0
,incomeBeforeTaxRatio,-0.0206227824104318,0.0919228238390675,0.0749619435403027,0.0888817606203453,0.0648590178120718,0.025916617386162,0.0277777777777778,0.0610858405734398,0.0797629614812407,0.0863443641502893,0.0764223756168197,0.0710079667474887,0.0776729797027088,0.0953458712794812,0.0843442995489984,0.0803129914173661,0.0665147699564296,0.0746938775510204,0.0831597500400577,0.074903014025664,0.0740010266663064,0.0624331280182759,0.0467599634925464,-0.0487105113815499
,incomeTaxExpense,-111800000.0,63700000.0,1900000.0,154800000.0,90000000.0,-21100000.0,-8600000.0,109800000.0,161500000.0,168900000.0,136600000.0,140700000.0,145200000.0,153700000.0,144300000.0,133300000.0,105600000.0,115500000.0,125500000.0,104200000.0,97200000.0,75300000.0,52000000.0,-63500000.0
,netIncome,-52400000.0,713400000.0,596000000.0,479100000.0,375000000.0,709500000.0,286200000.0,411900000.0,475500000.0,476300000.0,404500000.0,372200000.0,377200000.0,201400000.0,338200000.0,290600000.0,227200000.0,232300000.0,237800000.0,197000000.0,176700000.0,140500000.0,101700000.0,-91000000.0
,netIncomeRatio,-0.00671201116960637,0.0838268471517202,0.0737614633482259,0.0668182198543974,0.0540852383356169,0.104893554109994,0.04553264604811,0.0481647353219752,0.0594471601635266,0.0635049732007146,0.0568669075367983,0.0515691028749567,0.0569229608390553,0.0361768245585673,0.0591196727615984,0.0550576912146416,0.0454091217971779,0.0499033297529538,0.0544326687572962,0.0489903511389635,0.0477399832491287,0.0406292472745149,0.0309400669303316,-0.0286903335645375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
