date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,8473000000.0,9273000000.0,10151000000.0,9549000000.0,9008000000.0,9648000000.0,9527000000.0,9350000000.0,8102000000.0,7178000000.0,5842000000.0,5047000000.0,6726000000.0,6830000000.0,7450000000.0,7059000000.0,6580000000.0,5800000000.0,5320000000.0,5384000000.0,5292000000.0,4590000000.0,4481000000.0,4678000000.0,4782000000.0
,costOfRevenue,6498000000.0,7039000000.0,7672000000.0,7095000000.0,6658000000.0,7068000000.0,7306000000.0,6574000000.0,6340000000.0,5538000000.0,4368000000.0,3994000000.0,5600000000.0,5638000000.0,6173000000.0,5655000000.0,5602000000.0,4990000000.0,4541000000.0,4497000000.0,4226000000.0,3768000000.0,3546000000.0,3582000000.0,3289000000.0
,grossProfit,1975000000.0,2234000000.0,2479000000.0,2454000000.0,2350000000.0,2580000000.0,2221000000.0,2776000000.0,1762000000.0,1640000000.0,1474000000.0,1053000000.0,1126000000.0,1192000000.0,1277000000.0,1404000000.0,978000000.0,810000000.0,779000000.0,887000000.0,1066000000.0,822000000.0,935000000.0,1096000000.0,1493000000.0
,grossProfitRatio,0.233093355364098,0.240914482907365,0.244212392867698,0.256990260760289,0.260879218472469,0.267412935323383,0.233126902487667,0.296898395721925,0.217477166131819,0.228475898578991,0.252310852447792,0.208638795323955,0.167410050550104,0.174524158125915,0.171409395973154,0.198895027624309,0.148632218844985,0.139655172413793,0.146428571428571,0.164747399702823,0.201436130007559,0.179084967320261,0.208658781521982,0.234288157332193,0.312212463404433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,226000000.0,234000000.0,235000000.0,215000000.0,219000000.0,251000000.0,227000000.0,193000000.0,198000000.0,158000000.0,152000000.0,137000000.0,158000000.0,156000000.0,167000000.0,162000000.0,154000000.0,173000000.0,159000000.0,160000000.0,149000000.0,187000000.0,185000000.0,191000000.0,184000000.0
,GeneralAndAdministrativeExpenses,654000000.0,691000000.0,721000000.0,699000000.0,703000000.0,762000000.0,755000000.0,645000000.0,644000000.0,469000000.0,431000000.0,399000000.0,419000000.0,420000000.0,437000000.0,454000000.0,450000000.0,414000000.0,407000000.0,407000000.0,346000000.0,355000000.0,316000000.0,337000000.0,332000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-126000000.0,-64000000.0,17000000.0,-5000000.0,1000000.0,-1000000.0,5000000.0,-1000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,880000000.0,925000000.0,956000000.0,914000000.0,922000000.0,1013000000.0,982000000.0,838000000.0,842000000.0,627000000.0,583000000.0,536000000.0,607000000.0,698000000.0,637000000.0,647000000.0,597000000.0,588000000.0,566000000.0,612000000.0,495000000.0,595000000.0,501000000.0,590000000.0,830000000.0
,costAndExpenses,7378000000.0,7964000000.0,8628000000.0,8009000000.0,7580000000.0,8081000000.0,8288000000.0,7412000000.0,7182000000.0,6165000000.0,4951000000.0,4530000000.0,6207000000.0,6336000000.0,6810000000.0,6302000000.0,6199000000.0,5578000000.0,5107000000.0,5109000000.0,4721000000.0,4363000000.0,4047000000.0,4172000000.0,4119000000.0
