Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,1591000.0,2000000.0,2469000.0,2000000.0,2945000.0,3000000.0,3330000.0,3000000.0,2776000.0,3000000.0,2279000.0,2498000.0
Stock-based compensation,1354000.0,1000000.0,1104000.0,1000000.0,-578000.0,-1000000.0,2017000.0,2000000.0,3163000.0,3000000.0,2418000.0,1725000.0
Operating Cash Flow,-11546000.0,-12000000.0,-5482000.0,-5000000.0,-13617000.0,-14000000.0,-14836000.0,-15000000.0,-2432000.0,-2000000.0,3463000.0,-5469000.0
Capital Expenditure,813000.0,-1000000.0,581000.0,-1000000.0,812000.0,-1000000.0,1318000.0,-1000000.0,2318000.0,-2000000.0,4465000.0,1845000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-158000.0,0.0
Investing Cash flow,-813000.0,-1000000.0,-581000.0,-1000000.0,738000.0,1000000.0,25532000.0,26000000.0,-1598000.0,-2000000.0,-3494000.0,-746000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,1204000.0,000000.0,-13032000.0,-0000000.0,-20103000.0,000000.0,-33566000.0,000000.0,1490000.0,000000.0,1414000.0,-24531000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,1446000.0,1000000.0,1841000.0,2000000.0,-641000.0,-1000000.0,-899000.0,-1000000.0,1225000.0,1000000.0,1414000.0,908000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-10913000.0,-11000000.0,-4222000.0,-4000000.0,-13520000.0,-14000000.0,9797000.0,10000000.0,-2805000.0,-3000000.0,1383000.0,-5307000.0
Free Cash Flow,-12359000.0,-12000000.0,-6063000.0,-6000000.0,-14429000.0,-14000000.0,-16154000.0,-16000000.0,-4750000.0,-5000000.0,-1002000.0,-7314000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
