Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,491257000.0,573210000.0,19297000.0,27000000.0
Short-term investments,0.0,0.0,0.0,898000000.0
Cash and short-term investments,491257000.0,573210000.0,19297000.0,925000000.0
Receivables,182600000.0,6803000.0,179889000.0,205000000.0
Inventories,0.0,0.0,11945000.0,11000000.0
Total current assets,750738000.0,581278000.0,229897000.0,259000000.0
Property, Plant & Equipment Net,1184606000.0,624000.0,1161918000.0,1094000000.0
Goodwill and Intangible Assets,1803343000.0,33806000.0,597689000.0,0.0
Long-term investments,4784920000.0,5552505000.0,0.0,0.0
Tax assets,102482000.0,0.0,0.0,
Total non-current assets,7910084000.0,5590935000.0,1836042000.0,
Total assets,8660822000.0,6172213000.0,2065939000.0,1982000000.0
Payables,100334000.0,718000.0,72937000.0,63000000.0
Short-term debt,900759000.0,0.0,13229000.0,868000000.0
Total current liabilities,1080794000.0,10465000.0,183661000.0,178000000.0
Long-term debt,2107520000.0,0.0,1383762000.0,1404000000.0
Total debt,3008279000.0,0.0,1396991000.0,
Deferred revenue,97697000.0,130000.0,173495000.0,
Tax Liabilities,793696000.0,1841741000.0,137982000.0,
Deposit Liabilities,0.0,0.0,917000.0,
Total non-current liabilities,3273338000.0,1937712000.0,1829030000.0,
Total liabilities,4354132000.0,1948177000.0,2012691000.0,1863000000.0
Other comprehensive income,168000.0,0.0,0.0,
Retained earnings (deficit),1043933000.0,1914963000.0,17068000.0,79000000.0
Total shareholders equity,4297123000.0,4220403000.0,22719000.0,88000000.0
Investments,4784920000.0,5552505000.0,0.0,181000000.0
Net Debt,2517022000.0,-573210000.0,1377694000.0,
Other Assets,76881000.0,1265000.0,18766000.0,
Other Liabilities,79701000.0,9747000.0,97495000.0,-753000000.0
