Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31
Depreciation & Amortization,131024.0,121934.0,118857.0,126000.0
Stock-based compensation,0.0,0.0,0.0,
Operating Cash Flow,-513310.0,-441647.0,1292819.0,1853000.0
Capital Expenditure,-350220.0,-556263.0,-75542.0,-156000.0
Acquisitions and disposals,446987.0,294255.0,-133722.0,
Investment purchases and sales,-89397.0,-995941.0,-371451.0,
Investing Cash flow,7370.0,-1257949.0,-580715.0,145000.0
Issuance (repayment) of debt,0.0,0.0,0.0,
Issuance (buybacks) of shares,0.0,0.0,0.0,
Dividend payments,0.0,0.0,0.0,
Financing Cash Flow,11724.0,351334.0,66861.0,0.0
Effect of forex changes on cash,-301021.0,470449.0,-349732.0,-211000.0
Net cash flow / Change in cash,-795237.0,-877813.0,429233.0,1786000.0
Free Cash Flow,-863530.0,-997910.0,1217277.0,
Net Cash/Marketcap,,,,
