date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,495308000.0,417910000.0,253570000.0,131607000.0,85790000.0,53821000.0,37984000.0
,costOfRevenue,43839000.0,39151000.0,22800000.0,21803000.0,16026000.0,10521000.0,8533000.0
,grossProfit,451469000.0,378759000.0,230770000.0,109804000.0,69764000.0,43300000.0,29451000.0
,grossProfitRatio,0.91149143563197,0.906317149625517,0.910084000473242,0.834332520306671,0.813195011073552,0.804518682298731,0.775352780117944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,101117000.0,69100000.0,43449000.0,29342000.0,17481000.0,11103000.0,7787000.0
,GeneralAndAdministrativeExpenses,101439000.0,79943000.0,48267000.0,32241000.0,17720000.0,10039000.0,17264000.0
,SellingAndMarketingExpenses,252820000.0,191735000.0,109284000.0,66420000.0,57585000.0,43244000.0,24612000.0
,otherExpenses,14382000.0,10434000.0,3042000.0,-205000.0,-1028000.0,-186000.0,-81000.0
,operatingExpenses,455376000.0,340778000.0,201000000.0,128003000.0,92786000.0,64386000.0,49663000.0
,costAndExpenses,499215000.0,379929000.0,223800000.0,149806000.0,108812000.0,74907000.0,58196000.0
,interestExpense,38119000.0,21844000.0,7378000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12101000.0,8292000.0,3836000.0,3957000.0,1677000.0,759000.0,345000.0
,EBITDA,8194000.0,46273000.0,33606000.0,-14242000.0,-21345000.0,-20327000.0,-19867000.0
,EBITDARatio,0.0165432417808717,0.11072479720514,0.132531450881413,-0.108216128321442,-0.248805222053852,-0.377677858085134,-0.52303601516428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-3907000.0,37981000.0,29770000.0,-18199000.0,-23022000.0,-21086000.0,-20212000.0
,operatingIncomeRatio,-0.00788802119085498,0.0908832045177191,0.117403478329455,-0.138282918081865,-0.268352954889847,-0.391780160160532,-0.532118786857624
,totalOtherIncomeExpensesNet,14381000.0,-10073000.0,3042000.0,-205000.0,-1028000.0,-186000.0,-81000.0
,incomeBeforeTax,-27645000.0,6064000.0,25434000.0,-18404000.0,-24050000.0,-21272000.0,-20293000.0
,incomeBeforeTaxRatio,-0.0558137562890161,0.0145103012610371,0.100303663682612,-0.139840585987068,-0.280335703461942,-0.395236060273871,-0.534251263689975
,incomeTaxExpense,-3271000.0,-21079000.0,-2586000.0,-905000.0,208000.0,178000.0,36000.0
,netIncome,-24374000.0,27143000.0,28020000.0,-17499000.0,-24258000.0,-21450000.0,-20329000.0
,netIncomeRatio,-0.0492097846188634,0.0649493910172047,0.110502030997358,-0.1329640520641,-0.282760228464856,-0.39854331952212,-0.535199031171019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.384302472250252,0.43,0.46,-0.37,-0.52,-0.51082,-0.467178
,EPSDiluted,-0.384302472250252,0.4,0.43,-0.37,-0.52,-0.51082,-0.467178
,weightedAverageShsOut,63424000.0,63424000.0,60829000.0,53006000.0,47087000.0,47087000.0,47087000.0
,weightedAverageShsOutDil,63424000.0,68661000.0,64744000.0,53006000.0,47087000.0,47087000.0,47087000.0
