Date,2017-10,2016-10,2015-10,2014-10,2013-10
Revenue,59000000.0,65000000.0,74000000.0,75000000.0,71000000.0
Revenue Growth,,,,,
Cost of Revenue,27000000.0,32000000.0,41000000.0,39000000.0,34000000.0
Gross Profit,32000000.0,33000000.0,33000000.0,36000000.0,37000000.0
R&D Expenses,,,,,
SG&A Expense,29000000.0,29000000.0,32000000.0,33000000.0,33000000.0
Operating Expenses,30000000.0,30000000.0,33000000.0,34000000.0,34000000.0
Operating Income,2000000.0,4000000.0,1000000.0,2000000.0,3000000.0
Interest Expense,1000000.0,2000000.0,2000000.0,1000000.0,2000000.0
Earnings before Tax,1000000.0,2000000.0,-1000000.0,0000000.0,1000000.0
Income Tax Expense,0000000.0,1000000.0,-0000000.0,0000000.0,0000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,1000000.0,1000000.0,-1000000.0,0000000.0,1000000.0
Preferred Dividends,,,,,
Net Income Com,1000000.0,1000000.0,-1000000.0,0000000.0,1000000.0
EPS,0.03,0.06,-0.03,0.01,0.03
EPS Diluted,0.03,0.06,-0.03,0.01,0.03
Weighted Average Shs Out,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0
Weighted Average Shs Out (Dil),21000000.0,21000000.0,21000000.0,21000000.0,21000000.0
Dividend per Share,,,,,
Gross Margin,0.54237288135593,0.50769230769231,0.44594594594595,0.48,0.52112676056338
EBITDA Margin,0.084745762711864,0.10769230769231,0.054054054054054,0.066666666666667,0.098591549295775
EBIT Margin,0.033898305084746,0.061538461538462,0.013513513513514,0.013333333333333,0.042253521126761
Profit Margin,0.016949152542373,0.015384615384615,-0.013513513513514,0,0.014084507042254
Free Cash Flow margin,,,,,
EBITDA,5000000.0,7000000.0,4000000.0,5000000.0,7000000.0
EBIT,2000000,4000000,1000000,1000000,3000000
Consolidated Income,1000000.0,1000000.0,-1000000.0,0000000.0,1000000.0
Earnings Before Tax Margin,0.016949152542373,0.030769230769231,-0.013513513513514,0,0.014084507042254
Net Profit Margin,0.016949152542373,0.015384615384615,-0.013513513513514,0,0.014084507042254
