date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,33133000.0,25237000.0,17503000.0,13608000.0,12024000.0,11623000.0,12243000.0,19145000.0,7635000.0,-1981000.0,6028000.0,3602000.0,4023000.0,197000.0
,depreciationAndAmortization,12051000.0,10574000.0,8642000.0,6663000.0,6647000.0,4717000.0,3830000.0,2160000.0,2544000.0,3554000.0,4046000.0,4913000.0,6092000.0,6029000.0
,deferredIncomeTax,-4652000.0,-1063000.0,-43000.0,1754000.0,-1328000.0,838000.0,2221000.0,4701000.0,839000.0,-4663000.0,447000.0,-735000.0,-815000.0,-2561000.0
,stockBasedCompensation,6005000.0,5766000.0,4109000.0,2552000.0,1072000.0,1573000.0,827000.0,515000.0,341000.0,331000.0,255000.0,297000.0,272000.0,944000.0
,changeInWorkingCapital,-38063000.0,57859000.0,25085000.0,17525000.0,21018000.0,6205000.0,9324000.0,-3803000.0,3078000.0,-3098000.0,3185000.0,16574000.0,9568000.0,-2814000.0
,accountsReceivables,23860000.0,-37478000.0,-2169000.0,21023000.0,-32606000.0,-19512000.0,-9276000.0,7818000.0,-1812000.0,-5689000.0,-4892000.0,-25768000.0,-8313000.0,-8187000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2159000.0,4638000.0,4235000.0,-229000.0,-1530000.0,570000.0,-850000.0,435000.0,-1149000.0,1962000.0,-459000.0,-116000.0,502000.0,-368000.0
,otherWorkingCapital,143796000.0,181859000.0,124000000.0,98915000.0,81390000.0,60372000.0,54167000.0,44843000.0,48646000.0,45568000.0,48666000.0,45481000.0,28907000.0,19339000.0
,otherNonCashItems,737000.0,716000.0,-241000.0,2249000.0,2907000.0,227000.0,154000.0,166000.0,215000.0,-2450000.0,4238000.0,6524000.0,3229000.0,1396000.0
,netCashProvidedByOperatingActivites,109411000.0,12019000.0,33203000.0,52771000.0,-743000.0,4106000.0,7028000.0,27393000.0,15405000.0,15947000.0,10703000.0,-8925000.0,4606000.0,3487000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6831000.0,-4621000.0,-5349000.0,-3616000.0,-1712000.0,-2213000.0,-6411000.0,-887000.0,-1114000.0,-551000.0,-612000.0,-671000.0,-406000.0,-787000.0
,acquisitionsNet,-207405000.0,-184076000.0,-62440000.0,-24354000.0,-20026000.0,-8365000.0,-7172000.0,3780000.0,495000.0,-500000.0,-5588000.0,-14177000.0,-5026000.0,-11397000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,3702000.0,0.0,-146000.0,-50000.0,0.0,0.0,0.0,0.0,0.0,17000.0,57000.0
,netCashUsedForInvestingActivites,-214236000.0,-188697000.0,-67789000.0,-24268000.0,-21738000.0,-10724000.0,-13633000.0,2893000.0,-619000.0,-1051000.0,-6200000.0,-14848000.0,-5415000.0,-12127000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-757000.0,-798000.0,-105871000.0,-76058000.0,-29113000.0,-1050000.0,-370000.0,-16458000.0,-11000000.0,-13292000.0,-3955000.0,-66179000.0,-5507000.0,-4129000.0
,commonStockIssued,0.0,172945000.0,76618000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47480000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4069000.0,0.0,0.0,-1673000.0,0.0,0.0
,otherFinancingActivites,138946000.0,45839000.0,80491000.0,93296000.0,55503000.0,-1591000.0,4773000.0,0.0,0.0,-400000.0,-250000.0,38550000.0,12408000.0,12787000.0
,netCashUsedProvidedByFinancingActivities,138189000.0,217986000.0,51238000.0,17238000.0,26390000.0,-2641000.0,4403000.0,-16458000.0,-15069000.0,-13692000.0,-4205000.0,18178000.0,6901000.0,8658000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,33364000.0,41308000.0,16652000.0,45741000.0,3909000.0,-9259000.0,-2202000.0,13828000.0,-283000.0,1204000.0,298000.0,-5595000.0,6092000.0,18000.0
,cashAtEndOfPeriod,145078000.0,111714000.0,70406000.0,53754000.0,8013000.0,4104000.0,13363000.0,15565000.0,1737000.0,2020000.0,816000.0,518000.0,6113000.0,21000.0
,cashAtBeginningOfPeriod,111714000.0,70406000.0,53754000.0,8013000.0,4104000.0,13363000.0,15565000.0,1737000.0,2020000.0,816000.0,518000.0,6113000.0,21000.0,3000.0
