Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,114000000.0,88000000.0,98000000.0,50000000.0,100000000.0
Short-term investments,38000000.0,2000000.0,000000.0,20000000.0,000000.0
Cash and short-term investments,38000000.0,2000000.0,000000.0,20000000.0,000000.0
Receivables,8000000.0,2000000.0,000000.0,000000.0,000000.0
Inventories,0000000.0,0000000.0,000000.0,000000.0,000000.0
Total current assets,63000000.0,61000000.0,19000000.0,19000000.0,1000000.0
Property, Plant & Equipment Net,10000000.0,7000000.0,0000000.0,0000000.0,0000000.0
Goodwill and Intangible Assets,34000000,36000000,1000000,0,0
Long-term investments,1000000.0,1000000.0,2000000.0,4000000.0,000000.0
Tax assets,,,,,
Total non-current assets,126000000.0,76000000.0,51000000.0,15000000.0,8000000.0
Total assets,246000000.0,171000000.0,119000000.0,89000000.0,101000000.0
Payables,36000000.0,24000000.0,2000000.0,0000000.0,0000000.0
Short-term debt,13000000.0,2000000.0,000000.0,000000.0,6000000.0
Total current liabilities,67000000.0,57000000.0,11000000.0,4000000.0,11000000.0
Long-term debt,53000000.0,26000000.0,23000000.0,14000000.0,7000000.0
Total debt,53000000.0,26000000.0,23000000.0,14000000.0,7000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,126000000.0,76000000.0,51000000.0,15000000.0,8000000.0
Total liabilities,193000000.0,132000000.0,62000000.0,19000000.0,19000000.0
Other comprehensive income,0000000.0,000000.0,000000.0,000000.0,000000.0
Retained earnings (deficit),-312000000.0,-245000000.0,-190000000.0,-142000000.0,-121000000.0
Total shareholders equity,53000000.0,38000000.0,57000000.0,71000000.0,81000000.0
Investments,1000000.0,1000000.0,2000000.0,4000000.0,000000.0
Net Debt,-48000000,-60000000,-75000000,-36000000,-87000000
Other Assets,29000000,24000000,15000000,15000000,0
Other Liabilities,23000000,23000000,4000000,2000000,1000000
