date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY
,revenue,341635000.0,274048000.0,252179000.0,244033000.0,179820000.0,180797000.0,155385000.0,139764000.0
,costOfRevenue,136319000.0,98519000.0,97719000.0,82868000.0,72116000.0,92065000.0,60157000.0,55950000.0
,grossProfit,205316000.0,175529000.0,154460000.0,161165000.0,107704000.0,88732000.0,95228000.0,83814000.0
,grossProfitRatio,0.600980578687781,0.64050458313872,0.612501437471003,0.660422975581171,0.598954510065621,0.490782479797784,0.612851948386266,0.599682321627887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,49210000.0,59100000.0,50236000.0,38212000.0,31589000.0,26898000.0,26865000.0,24760000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5894000.0,6172000.0,20915000.0,5036000.0,83000.0,5816000.0,-1056000.0,-699000.0
,operatingExpenses,49210000.0,59100000.0,50236000.0,38212000.0,31589000.0,26898000.0,26865000.0,24760000.0
,costAndExpenses,185529000.0,157619000.0,147955000.0,121080000.0,103705000.0,118963000.0,87022000.0,80710000.0
,interestExpense,2044000.0,2816000.0,3039000.0,5989000.0,14565000.0,12641000.0,5883000.0,8503000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4134000.0,3291000.0,2979000.0,1891000.0,1915000.0,2027000.0,1867000.0,1853000.0
,EBITDA,160240000.0,119720000.0,107203000.0,124844000.0,78030000.0,63861000.0,70230000.0,60907000.0
,EBITDARatio,0.469038593820891,0.436857776739841,0.425106769397928,0.511586547721005,0.433933933933934,0.353219356515871,0.451974128776909,0.435784608339773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,156106000.0,116429000.0,104224000.0,122953000.0,76115000.0,61834000.0,68363000.0,59054000.0
,operatingIncomeRatio,0.565521682497402,0.424848931574031,0.413293731833341,0.503837595735003,0.423284395506618,0.342007887299015,0.439958811983139,0.422526544746859
,totalOtherIncomeExpensesNet,37464000.0,26422000.0,28117000.0,22138000.0,12884000.0,7334000.0,9418000.0,16206000.0
,incomeBeforeTax,193202000.0,140744000.0,129557000.0,139630000.0,74754000.0,56721000.0,71985000.0,66899000.0
,incomeBeforeTaxRatio,0.565521682497402,0.513574264362447,0.513750153660693,0.5721767138051,0.415715715715716,0.313727550789006,0.463268655275606,0.478656878738445
,incomeTaxExpense,24417000.0,13968000.0,30560000.0,33333000.0,316000.0,869000.0,483000.0,-128000.0
,netIncome,98022000.0,60825000.0,33573000.0,17341000.0,612000.0,57107000.0,0.0,62462000.0
,netIncomeRatio,0.286920251145228,0.221950169313405,0.133131624758604,0.0710600615490528,0.0034034034034034,0.315862541966957,0.0,0.446910506282018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.48974590312119,2.17,1.41,0.94,0.03,3.345,0.0,3.65906
,EPSDiluted,3.48974590312119,2.15,1.4,0.93,0.03,3.345,0.0,3.65906
,weightedAverageShsOut,28088578.0,28088578.0,23836401.0,18414715.0,17788363.0,17070505.0,17070505.0,17070505.0
,weightedAverageShsOutDil,28088578.0,28438772.0,24298795.0,18990369.0,18341079.0,17070505.0,17070505.0,17070505.0
