Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,95994000.0,96000000.0,78332000.0,78000000.0,500499000.0,500000000.0,197708000.0,198000000.0,178757000.0,179000000.0,94622000.0,104628000.0
Short-term investments,25719000.0,27000000.0,15016000.0,22000000.0,126479000.0,540000000.0,186842000.0,669000000.0,149828000.0,490000000.0,60546000.0,215798000.0
Cash and short-term investments,121713000.0,27000000.0,93348000.0,22000000.0,626978000.0,540000000.0,384550000.0,669000000.0,328585000.0,490000000.0,155168000.0,320426000.0
Receivables,115052000.0,115000000.0,118299000.0,118000000.0,136926000.0,137000000.0,111993000.0,112000000.0,101974000.0,102000000.0,86004000.0,88573000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,292026000.0,192000000.0,279590000.0,175000000.0,1252493000.0,171000000.0,1063477000.0,161000000.0,843112000.0,154000000.0,570890000.0,460483000.0
Property Plant & Equipment Net,106298000.0,106000000.0,106476000.0,106000000.0,105776000.0,106000000.0,109051000.0,109000000.0,109605000.0,110000000.0,119118000.0,106002000.0
Goodwill and Intangible Assets,906000.0,1000000,906000.0,1000000,906000.0,1000000,906000.0,1000000,906000.0,1000000,906000.0,906000.0
Long-term investments,0.0,0000000.0,0.0,0000000.0,0.0,0000000.0,143000000.0,0000000.0,0.0,0000000.0,0.0,0.0
Tax assets,84090000.0,84000000.0,67346000.0,67000000.0,64018000.0,64000000.0,50476000.0,50000000.0,43390000.0,43000000.0,34908000.0,29727000.0
Total non-current assets,191690000.0,362000000.0,174953000.0,505000000.0,170777000.0,18000000.0,160538000.0,146000000.0,154064000.0,150000000.0,154946000.0,136765000.0
Total assets,483716000.0,484000000.0,454543000.0,455000000.0,1423270000.0,1423000000.0,1224015000.0,1224000000.0,997176000.0,997000000.0,725836000.0,597248000.0
Payables,11632000.0,12000000.0,10760000.0,11000000.0,14678000.0,15000000.0,9323000.0,9000000.0,9947000.0,10000000.0,11306000.0,12299000.0
Short-term debt,24268000.0,24000000.0,21264000.0,21000000.0,129981000.0,130000000.0,8852000.0,9000000.0,7363000.0,7000000.0,50029000.0,184000.0
Total current liabilities,134867000.0,135000000.0,132641000.0,133000000.0,247233000.0,247000000.0,130237000.0,130000000.0,124285000.0,124000000.0,148435000.0,94062000.0
Long-term debt,334446000.0,334000000.0,478616000.0,479000000.0,90150000.0,000000.0,129750000.0,130000000.0,138375000.0,138000000.0,408000.0,578000.0
Total debt,358714000.0,334000000.0,499880000.0,479000000.0,220131000.0,000000.0,138602000.0,130000000.0,145738000.0,138000000.0,50437000.0,762000.0
Deferred revenue,3240000.0,,7973000.0,,7716000.0,,3266000.0,,4729000.0,,4694000.0,9692000.0
Tax Liabilities,21100000.0,27000000.0,15195000.0,26000000.0,11305000.0,000000.0,23781000.0,000000.0,19224000.0,000000.0,8873000.0,3080000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,361771000.0,362000000.0,504989000.0,505000000.0,109521000.0,18000000.0,149981000.0,146000000.0,153943000.0,150000000.0,14123000.0,12378000.0
Total liabilities,496638000.0,497000000.0,637630000.0,638000000.0,264825000.0,265000000.0,276185000.0,276000000.0,274630000.0,275000000.0,160166000.0,104059000.0
Other comprehensive income,93098000,,102465000,,105811000,,98357000,,90872000,,85484000,81114000
Retained earnings (deficit),135620000.0,136000000.0,-30648000.0,-31000000.0,1288242000.0,1288000000.0,1035716000.0,1036000000.0,785976000.0,786000000.0,566318000.0,484508000.0
Total shareholders equity,-12922000.0,-13000000.0,-183087000.0,-183000000.0,1158445000.0,1158000000.0,947830000.0,948000000.0,722546000.0,723000000.0,565670000.0,493189000.0
Investments,25719000.0,0000000.0,15016000.0,0000000.0,126479000.0,0000000.0,329842000.0,0000000.0,149828000.0,0000000.0,60546000.0,215798000.0
Net Debt,262720000.0,262000000,421548000.0,422000000,-280368000.0,-370000000,-59106000.0,-59000000,-33019000.0,-34000000,-44185000.0,-103866000.0
Other Assets,0.0,54000000,0.0,61000000,0.0,30000000,0.0,27000000,0.0,22000000,0.0,0.0
Other Liabilities,0.0,3000000,0.0,8000000,0.0,26000000,0.0,19000000,0.0,17000000,0.0,0.0
