date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1618056000.0,-1462799000.0,-961241000.0,-560485000.0,-222867000.0,-103366000.0,-88383000.0
,depreciationAndAmortization,0.0,121632000.0,78728000.0,40922000.0,39554000.0,29261000.0,18384000.0
,deferredIncomeTax,0.0,-6157000.0,-19797000.0,-6419000.0,-2231000.0,-2324000.0,-10981000.0
,stockBasedCompensation,0.0,117069000.0,58121000.0,28636000.0,28841000.0,20564000.0,4048000.0
,changeInWorkingCapital,0.0,782063000.0,372812000.0,134819000.0,17517000.0,19163000.0,77745000.0
,accountsReceivables,0.0,-86546000.0,-38524000.0,-24547000.0,4659000.0,-10866000.0,-1844000.0
,inventory,0.0,11762000.0,-28465000.0,-5970000.0,93000.0,-2918000.0,-1252000.0
,accountsPayables,0.0,31381000.0,29733000.0,1822000.0,-3052000.0,4291000.0,-958000.0
,otherWorkingCapital,0.0,680238000.0,206888000.0,60067000.0,-9018000.0,30307000.0,67652000.0
,otherNonCashItems,0.0,513507000.0,-22327000.0,54521000.0,3202000.0,-745000.0,361000.0
,netCashProvidedByOperatingActivites,555868000.0,69865000.0,-495220000.0,-334230000.0,-114726000.0,-25097000.0,2458000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-239844000.0,-177343000.0,-67361000.0,-16977000.0,-25838000.0,-19345000.0
,acquisitionsNet,0.0,0.0,0.0,-18000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-118462000.0,-69641000.0,-23428000.0,-19936000.0,-52083000.0,-9658000.0
,salesMaturitiesOfInvestments,0.0,640000.0,22685000.0,0.0,18500000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,2335000.0,-4463000.0,-813000.0,0.0
,netCashUsedForInvestingActivites,-886912000.0,-363219000.0,-224528000.0,-118614000.0,-29931000.0,-129442000.0,-51203000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-2871000.0,-2698000.0,-3888000.0,-2492000.0,-1520000.0,-10000000.0
,commonStockIssued,0.0,1538802000.0,4574000.0,960924000.0,3210000.0,185044000.0,118555000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,1356000.0,-22241000.0,-11381000.0,0.0,4292000.0,2959000.0
,netCashUsedProvidedByFinancingActivities,3733132000.0,2579595000.0,546628000.0,1623843000.0,199622000.0,187816000.0,113088000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,80727000.0,25025000.0,-12546000.0,6284000.0,-1090000.0,-3070000.0,-633000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3482815000.0,2311266000.0,-185666000.0,1177283000.0,53875000.0,30207000.0,63710000.0
,cashAtEndOfPeriod,7053393000.0,3570578000.0,1259312000.0,1347361000.0,170078000.0,116203000.0,85996000.0
,cashAtBeginningOfPeriod,3570578000.0,1259312000.0,1444978000.0,170078000.0,116203000.0,85996000.0,22286000.0
,operatingCashFlow,555868000.0,69865000.0,-495220000.0,-334230000.0,-114726000.0,-25097000.0,2458000.0
,capitalExpenditure,0.0,-239844000.0,-178485000.0,-79746000.0,-24539000.0,-76668000.0,-41593000.0
,freeCashFlow,555868000.0,-177233000.0,-673705000.0,-413976000.0,-139265000.0,-101765000.0,-39135000.0
