date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3473000000.0,0.0,6507000000.0,8564000000.0
,depreciationAndAmortization,4657000000.0,0.0,4276000000.0,3477000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-399000000.0,739000000.0,197000000.0,0.0
,accountsReceivables,112000000.0,0.0,130000000.0,110000000.0
,inventory,112000000.0,0.0,130000000.0,110000000.0
,accountsPayables,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1516000000.0,-1117000000.0,-1856000000.0,-2053000000.0
,otherNonCashItems,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,21019000000.0,21561000000.0,21667000000.0,16341000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5174000000.0,0.0,-4741000000.0,211000000.0
,acquisitionsNet,-385000000.0,0.0,-598000000.0,-65166000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-5073000000.0,0.0,7854000000.0,-60077000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-441000000.0,-7064000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0
,dividendsPaid,160000000.0,141000000.0,142000000.0,43000000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-8512000000.0,0.0,-21004000000.0,50731000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-189000000.0,0.0,2280000000.0,764000000.0
,cashAtEndOfPeriod,7169000000.0,0.0,10356000000.0,8395000000.0
,cashAtBeginningOfPeriod,6960000000.0,0.0,8395000000.0,6910000000.0
,operatingCashFlow,21019000000.0,21561000000.0,21667000000.0,16341000000.0
,capitalExpenditure,5174000000.0,0.0,4741000000.0,-211000000.0
,freeCashFlow,15845000000.0,21561000000.0,16926000000.0,16552000000.0
