date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,50820000.0,53943000.0,46970000.0,35912000.0,34333000.0,22438000.0,8423000.0,1872000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,6941000.0,6626000.0,4679000.0,3438000.0,2344000.0,1762000.0,1442000.0,1863000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,43879000.0,47317000.0,42291000.0,32474000.0,31989000.0,20676000.0,6981000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.863419913419913,0.877166638859537,0.900383223334043,0.90426598351526,0.931727492499927,0.921472502005526,0.828802089516799,0.00480769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,9668000.0,10992000.0,11274000.0,12844000.0,12375000.0,14840000.0,11363000.0,8429000.0,7935000.0,7100000.0,12581000.0,15057000.0,43764000.0,8363000.0,6736000.0
,GeneralAndAdministrativeExpenses,11652000.0,13954000.0,14525000.0,13039000.0,15263000.0,14190000.0,12371000.0,9613000.0,6575000.0,6203000.0,4610000.0,3407000.0,5058000.0,3184000.0,3028000.0
,SellingAndMarketingExpenses,20384000.0,25004000.0,23517000.0,23210000.0,29431000.0,28090000.0,15535000.0,16371000.0,7529000.0,8104000.0,4880000.0,752000.0,1259000.0,969000.0,616000.0
,otherExpenses,2676000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,44380000.0,52591000.0,51961000.0,51777000.0,59836000.0,59675000.0,39928000.0,34413000.0,22039000.0,21407000.0,22071000.0,0.0,0.0,0.0,0.0
,costAndExpenses,51321000.0,59217000.0,56640000.0,55215000.0,62180000.0,61437000.0,41370000.0,36276000.0,22039000.0,21407000.0,22071000.0,19216000.0,50081000.0,12516000.0,10380000.0
,interestExpense,5380000.0,4869000.0,4775000.0,5579000.0,5178000.0,4693000.0,2090000.0,533000.0,795000.0,1125000.0,848000.0,1897000.0,1514000.0,2000.0,2000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
