date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4140000000.0,3702000000.0,3157000000.0,233000000.0,-1146000000.0,1840000000.0,1786000000.0,1354000000.0,1582000000.0,2568000000.0,1402000000.0,1462000000.0,1245000000.0,1114000000.0,1293000000.0,1095000000.0,911000000.0
,depreciationAndAmortization,2464000000.0,2350000000.0,2055000000.0,1939000000.0,1765000000.0,1611000000.0,1485000000.0,1375000000.0,1528000000.0,1354000000.0,1377000000.0,1189000000.0,1179000000.0,1059000000.0,1017000000.0,945000000.0,914000000.0
,deferredIncomeTax,55000000.0,284000000.0,566000000.0,196000000.0,-102000000.0,686000000.0,568000000.0,285000000.0,364000000.0,521000000.0,357000000.0,76000000.0,58000000.0,175000000.0,60000000.0,77000000.0,230000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1506000000.0,883000000.0,697000000.0,1092000000.0,-398000000.0,-189000000.0,-326000000.0,287000000.0,310000000.0,-249000000.0,-90000000.0,-181000000.0,215000000.0,-303000000.0,-49000000.0,34000000.0,112000000.0
,accountsReceivables,-53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123000000.0
,otherWorkingCapital,-10495000.0,-3671000.0,-868000.0,-839000.0,4564000.0,-2124000.0,-627000.0,-1379000.0,-607000000.0,-269000000.0,663000000.0,-527000000.0,-8000000.0,-322000000.0,-1167000000.0,-692000000.0,0.0
,otherNonCashItems,-1376000000.0,-479000000.0,-1483000000.0,1357000000.0,3990000000.0,-22000000.0,36000000.0,152000000.0,60000000.0,184000000.0,-34000000.0,316000000.0,161000000.0,65000000.0,-335000000.0,-334000000.0,-152000000.0
,netCashProvidedByOperatingActivites,7082000000.0,6555000000.0,5230000000.0,5069000000.0,4115000000.0,4079000000.0,3674000000.0,3571000000.0,3973000000.0,3082000000.0,2990000000.0,2840000000.0,2836000000.0,2075000000.0,1902000000.0,1702000000.0,1905000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8182000000.0,-9914000000.0,-7529000000.0,-5302000000.0,-4429000000.0,-4357000000.0,-4461000000.0,-2595000000.0,-3274000000.0,-5036000000.0,-5417000000.0,-3134000000.0,-1651000000.0,-1572000000.0,-754000000.0,-476000000.0,-391000000.0
,acquisitionsNet,0.0,0.0,0.0,-13608000.0,-185000000.0,-218000000.0,-210000000.0,0.0,0.0,0.0,-902000000.0,-3229000000.0,-3951000000.0,-415000000.0,-1088000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-6872000000.0,-10019000000.0,-3699000000.0,-18783000000.0,-4610000000.0,-4144000000.0,-5120000000.0,-3256000000.0,-3288000000.0,-5420000000.0,-6913000000.0,-6503000000.0,-6207000000.0,-2116000000.0,-1336000000.0,-1606000000.0,-1151000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,253000000.0,1148000000.0,274000000.0,9207000000.0,-24000000.0,287000000.0,457000000.0,53000000.0,58000000.0,705000000.0,2359000000.0,2384000000.0,1223000000.0,39000000.0,44000000.0,32000000.0,65000000.0
,dividendsPaid,-1958000000.0,-1729000000.0,-1494000000.0,-1536000000.0,-1538000000.0,-1439000000.0,-1356000000.0,-1281000000.0,-1016000000.0,-754000000.0,-728000000.0,-577000000.0,-546000000.0,-617000000.0,-586000000.0,-623000000.0,-588000000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,693000000.0,2748000000.0,-1419000000.0,14007000000.0,744000000.0,-373000000.0,1794000000.0,-403000000.0,-690000000.0,2113000000.0,3722000000.0,4369000000.0,3525672857.0,219012116.0,-555878591.0,-159587233.0,-628622955.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-6000000.0,73000000.0,-39000000.0,-127000000.0,112000000.0,0.0,28000000.0,-15000000.0,6000000.0,-8000000.0,-110000000.0,98000000.0,-49657364.0,9319664.0,10466333.0,-87592993.0,0.0
