date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1969000000.0,1532000000.0,1134000000.0,1226000000.0,1396000000.0,1385000000.0,1397000000.0,1113000000.0,993000000.0,979000000.0,706000000.0,747000000.0,1462000000.0,864000000.0,720000000.0,737000000.0,546000000.0,628000000.0,466000000.0,203000000.0,474000000.0,352000000.0,541000000.0,299000000.0,335000000.0,403000000.0,360000000.0,323800000.0,126600000.0,242000000.0,239000000.0
,depreciationAndAmortization,413000000.0,564000000.0,769000000.0,891000000.0,509000000.0,543000000.0,594000000.0,635000000.0,655000000.0,582000000.0,305000000.0,242000000.0,222000000.0,205000000.0,201000000.0,346000000.0,309000000.0,314000000.0,263000000.0,339000000.0,333000000.0,355000000.0,268000000.0,241200000.0,144000000.0,157900000.0,149500000.0,50700000.0,33200000.0,17900000.0,12700000.0
,deferredIncomeTax,9000000.0,-36000000.0,-225000000.0,-18000000.0,-24000000.0,-223000000.0,-135000000.0,-14000000.0,-95000000.0,146000000.0,76000000.0,138000000.0,-131000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,312000000.0,317000000.0,338000000.0,319000000.0,331000000.0,340000000.0,328000000.0,300000000.0,212000000.0,235000000.0,221000000.0,209000000.0,248000000.0,204000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,346000000.0,-171000000.0,154000000.0,271000000.0,-235000000.0,77000000.0,-110000000.0,-113000000.0,-713000000.0,175000000.0,221000000.0,-374000000.0,-1697000000.0,5285000000.0,4061000000.0,-213000000.0,229000000.0,178000000.0,-258000000.0,-62000000.0,918000000.0,93000000.0,-599000000.0,-1159000000.0,7992000000.0,-13045000000.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,108000000.0,-371000000.0,-127000000.0,-254000000.0,-86000000.0,-83000000.0,-25000000.0,141000000.0,106000000.0,0.0,0.0,0.0,0.0,0.0,-613000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-887700000.0,-284600000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,186000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825000000.0,0.0,0.0,0.0,0.0,0.0,0.0,222000000.0,28000000.0,-154600000.0,766700000.0,445400000.0,298600000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1251000000.0,905000000.0,1076000000.0,922000000.0,651000000.0,886000000.0,809000000.0,919000000.0,1032000000.0,1745000000.0,1570000000.0,1349000000.0,1723000000.0,3420000000.0,-1865000000.0,-5926000000.0,-5713000000.0,-5942000000.0,-6120000000.0,-5862000000.0,-5800000000.0,-6718000000.0,-6811000000.0,-6212000000.0,-5053000000.0,-13045000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91000000.0,535000000.0,-104000000.0,-421000000.0,-106000000.0,451000000.0,272000000.0,479000000.0,80000000.0,-220000000.0,-188000000.0,235000000.0,716900000.0,394900000.0,236700000.0,3600000.0,230300000.0,338000000.0,419400000.0,985500000.0
,netCashProvidedByOperatingActivites,2783000000.0,1835000000.0,1686000000.0,734000000.0,2326000000.0,2009000000.0,1642000000.0,1633000000.0,1419000000.0,1018000000.0,787000000.0,375000000.0,959000000.0,1289000000.0,968000000.0,886000000.0,1184000000.0,1312000000.0,1242000000.0,559000000.0,739000000.0,462000000.0,864000000.0,784100000.0,354600000.0,609600000.0,695800000.0,604800000.0,578700000.0,679300000.0,1237200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103000000.0,-170000000.0,-152000000.0,-126000000.0,-80000000.0,-185000000.0,-278000000.0,-281000000.0,-179000000.0,-271000000.0,-300000000.0,-1794800000.0,-74800000.0,-97900000.0,-76900000.0,-47100000.0,-56700000.0,-20200000.0,-26000000.0
,acquisitionsNet,-338000000.0,13000000.0,-68000000.0,3217000000.0,-772000000.0,189000000.0,-431000000.0,-14000000.0,-160000000.0,-97000000.0,-2078000000.0,-263000000.0,1724000000.0,-251000000.0,-138000000.0,-81000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-264000000.0,-113000000.0,-80000000.0,-296000000.0,-64000000.0,-266000000.0,-20000000.0,-189000000.0,-12000000.0,-38000000.0,-390000000.0,-158000000.0,-471000000.0,-1125000000.0,-2489000000.0,-3474000000.0,-2840000000.0,-2070000000.0,-2630000000.0,-2319000000.0,-1036000000.0,-93000000.0,-5185000000.0,-4632700000.0,-1028600000.0,-4842900000.0,-3467600000.0,-4649000000.0,-4000300000.0,-3324300000.0,-2921200000.0
,salesMaturitiesOfInvestments,64000000.0,96000000.0,419000000.0,68000000.0,104000000.0,229000000.0,162000000.0,93000000.0,618000000.0,190000000.0,90000000.0,422000000.0,254000000.0,1030000000.0,1907000000.0,2548000000.0,1944000000.0,1656000000.0,2422000000.0,2091000000.0,1163000000.0,1967000000.0,4504000000.0,4317200000.0,836700000.0,1480800000.0,3205000000.0,4118600000.0,3597800000.0,2887600000.0,2020800000.0
