date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-03-26_FY,2008-12-31_FY,2008-04-15_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,60351000.0,159718000.0,123340000.0,60100000.0,40103000.0,25515000.0,16616000.0,8993000.0,15776000.0,10572000.0,4238000.0,-460000.0,708000.0,708000.0,3619000.0,3619000.0,7428000.0,7221000.0,6741000.0,2065000.0,2878000.0,-6052000.0,-20782000.0,-17800000.0,1100000.0,12700000.0
,depreciationAndAmortization,30421000.0,27060000.0,21367000.0,11032000.0,4893000.0,3782000.0,2198000.0,1948000.0,1358000.0,1203000.0,991000.0,1017000.0,967000.0,817000.0,812000.0,812000.0,532000.0,344000.0,446000.0,510000.0,840000.0,1219000.0,3040000.0,7000000.0,4600000.0,-300000.0
,deferredIncomeTax,-42622000.0,7496000.0,9275000.0,16866000.0,3887000.0,-1395000.0,-2375000.0,-3750000.0,1560000.0,1244000.0,-216000.0,-1831000.0,-3226000.0,-3226000.0,-156000.0,-156000.0,-1801000.0,-1660000.0,-711000.0,0.0,0.0,0.0,0.0,-5700000.0,-8000000.0,9800000.0
,stockBasedCompensation,10859000.0,10528000.0,9033000.0,5809000.0,2729000.0,1165000.0,514000.0,943000.0,177000.0,208000.0,86000.0,271000.0,326000.0,0.0,202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,11154000.0,-174197000.0,-2649161000.0,-3209977000.0,-1047101000.0,-620442000.0,-252732000.0,-441213000.0,-162529000.0,-118308000.0,-13222000.0,-668240000.0,668784000.0,-665678000.0,686678000.0,-30602000.0,-20907000.0,-156587000.0,-213820000.0,-50155000.0,-7260000.0,184698000.0,116633000.0,-141000000.0,-38000000.0,4700000.0
,accountsReceivables,20609000.0,5346000.0,-4901000.0,-13728000.0,-3768000.0,-7347000.0,-3438000.0,-71000.0,2330000.0,587000.0,0.0,0.0,-3226000.0,0.0,-156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-9360338000.0,-9186141000.0,-6536980000.0,-3327003000.0,-2279902000.0,-1659460000.0,-1406728000.0,-965515000.0,-802986000.0,-684678000.0,-671456000.0,-3216000.0,-672000000.0,-6322000.0,-693000000.0,-662398000.0,-641491000.0,-484904000.0,-271084000.0,-220929000.0,-213669000.0,-398367000.0,-515000000.0,-374000000.0,-336000000.0
,otherNonCashItems,-3125000.0,10976000.0,131859000.0,-3980000.0,11151000.0,-2278000.0,-641000.0,252000.0,-9129000.0,172000.0,1785000.0,332000.0,0.0,1569000.0,0.0,1853000.0,-24000.0,508000.0,-1218000.0,2339000.0,3181000.0,7245000.0,21292000.0,-187600000.0,-114100000.0,-342400000.0
,netCashProvidedByOperatingActivites,212298000.0,182690000.0,298688000.0,83999000.0,63447000.0,25248000.0,13287000.0,15504000.0,12169000.0,11997000.0,9432000.0,5728000.0,2657000.0,2657000.0,2150000.0,2150000.0,1979000.0,6968000.0,3765000.0,5221000.0,5821000.0,-250000.0,14455000.0,-206400000.0,-112400000.0,-315500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11408000.0,-18834000.0,-10295000.0,-4165000.0,-11970000.0,-1887000.0,-1448000.0,-3581000.0,-4525000.0,-2822000.0,-531000.0,-167000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,937000000.0,0.0,147000000.0,226000000.0,40000000.0,3000000.0,-8000000.0,138000000.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2725681000.0,-904585000.0,-491536000.0,-317441000.0,-190140000.0,-101475000.0,-134225000.0,-107216000.0,-96438000.0,-84450000.0,-156347000.0,-218896000.0,-160075000.0,-193476000.0,-406574000.0,-447217000.0,-27457000.0,0.0,-11183000.0,-25396000.0,-203684000.0,-58268000.0,-64605000.0,-30200000.0,-1300000.0,-2200000.0
,salesMaturitiesOfInvestments,1048934000.0,673622000.0,540057000.0,344653000.0,269880000.0,61393000.0,193156000.0,267755000.0,130415000.0,138814000.0,125112000.0,160848000.0,14179000.0,186623000.0,39980000.0,435725000.0,638000.0,0.0,8276000.0,40626000.0,174812000.0,91693000.0,57676000.0,2000000.0,3000000.0,5000000.0
,otherInvestingActivites,-4331000.0,2711000.0,-25802000.0,-12640000.0,-15012000.0,-1150000.0,-3081000.0,140822000.0,54362000.0,28570000.0,6747000.0,0.0,0.0,710000.0,0.0,115000.0,-9190000.0,-133181000.0,-212482000.0,-90802000.0,32853000.0,126045000.0,77438000.0,123800000.0,85300000.0,40300000.0
,netCashUsedForInvestingActivites,570483000.0,-98251000.0,-239690000.0,-295879000.0,-430915000.0,-332859000.0,-252113000.0,114887000.0,-91361000.0,63654000.0,-23182000.0,-13943000.0,-7225000.0,-7225000.0,-12837000.0,-12837000.0,-39187000.0,-139428000.0,-215770000.0,-76006000.0,-947000.0,159470000.0,70509000.0,94900000.0,83000000.0,39300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
