Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,10000000.0,13000000.0,37000000.0,38000000.0,28000000.0
Short-term investments,48000000.0,90000000.0,148000000.0,119000000.0,204000000.0
Cash and short-term investments,48000000.0,90000000.0,148000000.0,119000000.0,204000000.0
Receivables,3000000.0,0000000.0,3000000.0,71000000.0,7000000.0
Inventories,,,,,
Total current assets,1000000.0,5000000.0,6000000.0,7000000.0,7000000.0
Property, Plant & Equipment Net,1000000.0,3000000.0,4000000.0,5000000.0,5000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,4000000.0,66000000.0,163000000.0,182000000.0,133000000.0
Total assets,65000000.0,110000000.0,195000000.0,238000000.0,248000000.0
Payables,2000000.0,3000000.0,5000000.0,7000000.0,4000000.0
Short-term debt,,,,,
Total current liabilities,13000000.0,93000000.0,56000000.0,53000000.0,39000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,000000.0,62000000.0,159000000.0,180000000.0,130000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,4000000.0,66000000.0,163000000.0,182000000.0,133000000.0
Total liabilities,17000000.0,159000000.0,219000000.0,234000000.0,171000000.0
Other comprehensive income,-0000000.0,0000000.0,0000000.0,0000000.0,-0000000.0
Retained earnings (deficit),-362000000.0,-452000000.0,-413000000.0,-310000000.0,-224000000.0
Total shareholders equity,48000000.0,-49000000.0,-23000000.0,4000000.0,76000000.0
Investments,,,,,
Net Debt,-10000000,-13000000,-37000000,-38000000,-28000000
Other Assets,2000000,2000000,1000000,2000000,2000000
Other Liabilities,6000000,7000000,8000000,3000000,8000000
