date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-202244000.0,-83948000.0,-32811000.0,-31154000.0,-26387858.0,-68671000.0,-86161000.0,-90192000.0,-62790000.0,-47380000.0,-37467000.0,79088000.0,-92618000.0,-63495000.0,-57270000.0,-68863000.0,-45934000.0,-27878000.0
,depreciationAndAmortization,471000.0,112000.0,96000.0,77000.0,156.0,662000.0,673000.0,516000.0,738000.0,1464000.0,1933000.0,2463000.0,2717000.0,3351000.0,3655000.0,2455000.0,1547000.0,1006000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,20730000.0,22759000.0,13489000.0,3254000.0,8679174.0,4300000.0,7431000.0,6030000.0,3322000.0,3354000.0,4048000.0,4579000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-176461000.0,-61690000.0,294799000.0,145550444.0,-13579444.0,-18470000.0,8423000.0,-17865000.0,52761000.0,-9646000.0,6679000.0,-29793000.0,-38327000.0,60144000.0,-12395000.0,-64671000.0,39583000.0,866000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-161000.0,-1309000.0,558000.0,917000.0,-128058.0,-1840000.0,-3450000.0,928000.0,2194000.0,1542000.0,-2032000.0,626000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,238606000.0,415067000.0,476757000.0,181958000.0,36407556.0,49987000.0,68457000.0,60034000.0,77899000.0,25138000.0,34784000.0,28105000.0,57898000.0,96225000.0,36081000.0,48476000.0,113147000.0,73564000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,1206853.0,0.0,0.0,6030000.0,0.0,0.0,0.0,0.0,7572000.0,5417000.0,4791000.0,3175000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-157561000.0,-41624000.0,-25507000.0,-22317000.0,-17607620.0,-71444000.0,-78925000.0,-77411000.0,-54135000.0,-47300000.0,-38199000.0,-26810000.0,-37939000.0,27222000.0,-52985000.0,-61882000.0,-33795000.0,-23612000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-334000.0,-172000.0,-22000.0,-125000.0,-3080.0,-58000.0,-144000.0,-769000.0,-505000.0,-690000.0,-136000.0,-454000.0,-2184000.0,-2350000.0,-1580000.0,-4883000.0,-1594000.0,-769000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-329342000.0,-619303000.0,-614358000.0,-70211000.0,-10696781.0,-117135000.0,-93845000.0,-114151000.0,-50033000.0,-50726000.0,-36916000.0,-39303000.0,-21503000.0,-15014000.0,-118204000.0,-184365000.0,-124711000.0,-47916000.0
,salesMaturitiesOfInvestments,489456000.0,650182000.0,234304000.0,48330000.0,26062846.0,137193000.0,85152000.0,90267000.0,40595000.0,60745000.0,17250000.0,60806000.0,0.0,28149000.0,143358000.0,228424000.0,82494000.0,7785000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,82500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
,netCashUsedForInvestingActivites,159780000.0,30707000.0,-380076000.0,-22006000.0,21992272.0,20000000.0,-8837000.0,-24653000.0,-9943000.0,9329000.0,-19802000.0,21049000.0,-23687000.0,10785000.0,23574000.0,39176000.0,-43811000.0,-40400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-9256000.0,-9492000.0,-2630000.0,-4246000.0,-378000.0,-1834000.0,-2179000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,4421000.0,0.0,311825000.0,173805000.0,5953832.0,49642000.0,94788000.0,58172000.0,119793000.0,0.0,31990000.0,50000.0,1000.0,44796000.0,39963000.0,134000.0,83303000.0,71192000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32000.0,0.0,0.0,0.0,0.0,-290000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,880000.0,1994000.0,1412000.0,4745000.0,1130000.0,0.0
,netCashUsedProvidedByFinancingActivities,5088000.0,235000.0,314335000.0,173805000.0,14454082.0,40386000.0,85296000.0,69042000.0,115515000.0,36736000.0,45156000.0,-2129000.0,-1906000.0,43883000.0,39289000.0,3779000.0,84280000.0,71122000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
