date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,12062754000.0,21237516000.0,6152407000.0,10707939000.0,11604520000.0,6735108000.0,4756623000.0,4443910000.0,3637452000.0,3234264000.0,2235772000.0,1850436004.0,1596687907.0,1264086122.0,1242777584.0,931990169.0,441420682.0,322929290.4397,16297859.06976,-232639594.15488,-142643809.8306,-51965340.91104
,depreciationAndAmortization,3457782000.0,2613782000.0,2083501000.0,801804000.0,327515000.0,182450000.0,174462000.0,158363000.0,233509000.0,293239000.0,232171000.0,143579975.0,90962041.0,99110799.0,78370029.0,40904586.0,26452040.0,20944141.68565,21792211.1616,17337892.20672,8641805.7438,975265.43904
,deferredIncomeTax,88179000.0,150629000.0,-69899000.0,-438043000.0,66676000.0,-147285000.0,-117342000.0,142283000.0,-31568000.0,-42442000.0,8619000.0,-43059751.0,0.0,0.0,-11786451.48,0.0,0.0,-7274929.27965,-2395328.67264,0.0,0.0,0.0
,stockBasedCompensation,2663489000.0,2404089000.0,2529650000.0,2004263000.0,990131000.0,684467000.0,349277000.0,306308000.0,203018000.0,122032000.0,102406000.0,31384695.0,67948661.0,95428175.0,101286676.0,13835.0,55340.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,4771479000.0,-358151000.0,2476978000.0,-1503070000.0,2640427000.0,679149000.0,638139000.0,156292000.0,214464000.0,361611000.0,186651000.0,113411526.0,84579970.0,-125864019.0,147421662.0,112202710.0,130431844.0,33397815.3801,-16709287.92384,2546949.98592,-37536922.6596,-10100317.19424
,accountsReceivables,-530413000.0,-11314000.0,-710932000.0,565228000.0,-1646885000.0,-1744059000.0,-474381000.0,-131030000.0,-70318000.0,10800000.0,-89997000.0,27709389.0,-72907716.0,-29756151.0,-69580977.0,-16888544.0,7568165.0,0.0,0.0,0.0,0.0,0.0
,inventory,29699000.0,415057000.0,457053000.0,-3896799000.0,-760365000.0,-789514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-86352000.0,13229000.0,-85195000.0,1100787000.0,604089000.0,243140000.0,190453000.0,70959000.0,43168000.0,22710000.0,-37557000.0,119614930.0,32756625.0,945594.0,45117500.0,12823515.0,6009418.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2342916000.0,883742000.0,1804579000.0,-1291890000.0,2879489000.0,2683970000.0,486744000.0,321018000.0,145946000.0,240121000.0,190482000.0,135743733.0,139912958.0,-44311887.0,148547388.0,81112133.0,86839272.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,-463600000.0,-389793000.0,-304605000.0,-140104000.0,-64249000.0,12355000.0,21758000.0,-12580000.0,13000.0,13346.0,-16306.0,278322.0,4331016.0,7769367.0,7840069.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,24888171000.0,17216458000.0,13415877000.0,11889238000.0,15488266000.0,8076920000.0,5873023000.0,5235890000.0,4224290000.0,4072948000.0,2854954000.0,2094494979.0,2017799188.0,1379902442.0,1596108793.0,1104789431.0,614153858.0,374996585.7266,115871630.10432,-185722714.83456,-156475881.027,-15684784.46496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-3007959000.0,-6488000.0,-60000.0,-163998000.0,-66957000.0,-218936000.0,-178654000.0,-410120000.0,-297980000.0,-407727191.0,-133329185.0,-71515551.0,-142513502.0,-92608975.0,-60142252.0,-27829774.40525,-12564312.54048,-21099104.07936,-43297093.0638,-9310787.03616
,acquisitionsNet,0.0,1178000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-113079697000.0,-101588008000.0,-58899794000.0,-48271158000.0,-36691879000.0,-26115059000.0,-24065728000.0,-22687617000.0,-16733898000.0,-1001026000.0,0.0,-6406601065.0,-4253084375.0,0.0,-2163076006.3275,-1693163682.245,0.0,-332151729.0102,0.0,-46771325.83968,0.0,0.0
,salesMaturitiesOfInvestments,89006527000.0,74606989000.0,53026001000.0,38045141000.0,26256768000.0,25685943000.0,20922600000.0,19271797000.0,12746594000.0,20000000.0,4136425000.0,4136425777.0,1042752487.0,0.0,0.0,165599684.0585,166561546.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-160674000.0,-42345000.0,-543949000.0,-618124000.0,-2313823000.0,-890509000.0,-740157000.0,-1622139000.0,-288825000.0,-1777008000.0,-2323541000.0,-5427376300.0,-4243429109.0,1053215100.0,-1075877032.0,-1691672381.0,-584810.0,-364693.89825,55231366.31616,595326.40128,-19043674.8084,0.0
,netCashUsedForInvestingActivites,-29192407000.0,-22136741000.0,-13569515000.0,-13249291000.0,-14001814000.0,-2536524000.0,-4520166000.0,-5453279000.0,-4454038000.0,-3208233000.0,-2621162000.0,-1907583549.0,-3409258149.0,952298424.0,-1218242458.0,-1618749356.0,105834484.0,-360346197.3137,42667053.77568,-67275103.51776,-62340767.8722,-9310787.03616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-818539000.0,-296823000.0,-18761000.0,-58228239000.0,-9860110000.0,-5741616000.0,-975504000.0,0.0,0.0,-20000.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,10638000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15066787.63605,3886517.1696,6291067.62336,832636400.6214,142575962.87904
