date,,2020-06-28_FY,2019-06-30_FY,2018-06-24_FY,2017-06-25_FY,2016-06-26_FY,2015-06-28_FY,2014-06-29_FY,2013-06-30_FY,2012-06-24_FY,2011-06-26_FY,2010-06-27_FY,2009-06-28_FY,2008-06-29_FY,2007-06-24_FY,2006-06-25_FY,2005-06-26_FY,2004-06-27_FY,2003-06-29_FY,2002-06-30_FY,2001-06-24_FY,2000-06-25_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,10044736000.0,9653559000.0,11076998000.0,8013620000.0,5885893000.0,5259312000.0,4607000000.0,3598916000.0,2665000000.0,3238000000.0,2134000000.0,1116000000.0,2475000000.0,2567000000.0,1642000000.0,1502000000.0,936000000.0,755000000.0,943114000.0,1520000000.0,1231000000.0,647955000.0,1052586000.0,1002404000.0,1254070000.0,798209000.0,484900000.0,260500000.0,165600000.0,138000000.0,137300000.0,126000000.0,75000000.0,25500000.0,34400000.0
,costOfRevenue,5436043000.0,5295100000.0,5911966000.0,4410261000.0,3266971000.0,2974976000.0,2600000000.0,2195857000.0,1579000000.0,1740000000.0,1164000000.0,727000000.0,1302000000.0,1262000000.0,815000000.0,739000000.0,505000000.0,451000000.0,677025000.0,866000000.0,689000000.0,414591000.0,646511000.0,689459000.0,663181000.0,418818000.0,247600000.0,127200000.0,76400000.0,70900000.0,70200000.0,65000000.0,35100000.0,11000000.0,15800000.0
,grossProfit,4608693000.0,4358459000.0,5165032000.0,3603359000.0,2618922000.0,2284336000.0,2007000000.0,1403059000.0,1086000000.0,1498000000.0,970000000.0,389000000.0,1173000000.0,1305000000.0,827000000.0,763000000.0,431000000.0,304000000.0,266089000.0,653000000.0,542000000.0,233364000.0,406075000.0,312945000.0,590889000.0,379391000.0,237300000.0,133300000.0,89200000.0,67100000.0,67100000.0,61000000.0,39900000.0,14500000.0,18600000.0
,grossProfitRatio,0.458816737443373,0.451487270135294,0.466284457214852,0.449654338488723,0.444948965263215,0.434341221817607,0.435641415237682,0.389856001084771,0.40750469043152,0.462631253860408,0.454545454545455,0.348566308243728,0.473939393939394,0.508375535644721,0.503654080389769,0.507989347536618,0.460470085470085,0.402649006622517,0.282138744626843,0.429605263157895,0.440292445166531,0.360154640368544,0.385787954618435,0.31219448445936,0.471177047533232,0.47530283422011,0.48937925345432,0.511708253358925,0.538647342995169,0.486231884057971,0.48871085214858,0.484126984126984,0.532,0.568627450980392,0.540697674418605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1252412000.0,1191320000.0,1189514000.0,1033742000.0,913712000.0,825242000.0,716000000.0,683688000.0,445000000.0,373000000.0,321000000.0,288000000.0,324000000.0,285000000.0,229000000.0,195000000.0,170000000.0,160000000.0,179217000.0,227000000.0,177000000.0,142495000.0,206456000.0,170624000.0,173013000.0,127840000.0,76300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,682479000.0,702407000.0,764873000.0,667218000.0,630885000.0,591572000.0,613000000.0,599487000.0,402000000.0,308000000.0,241000000.0,233000000.0,287000000.0,241000000.0,193000000.0,166000000.0,146000000.0,133000000.0,161860000.0,219000000.0,161000000.0,145698000.0,201900000.0,197089000.0,227755000.0,145507000.0,91100000.0,97000000.0,71200000.0,59200000.0,56400000.0,48700000.0,34300000.0,18200000.0,18200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-98824000.0,-613000.0,-61510000.0,-90459000.0,-114139000.0,79444000.0,-37396000.0,1066000.0,1725000.0,11579000.0,-39000000.0,3000000.0,44000000.0,0.0,0.0,14201000.0,8327000.0,15901000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1934891000.0,1893727000.0,1993647000.0,1737479000.0,1544666000.0,1496297000.0,1330000000.0,1283175000.0,848000000.0,693000000.0,544000000.0,670000000.0,663000000.0,510000000.0,422000000.0,375000000.0,320000000.0,310000000.0,341077000.0,467000000.0,312000000.0,288193000.0,376423000.0,367713000.0,377954000.0,260999000.0,185800000.0,109700000.0,80000000.0,63700000.0,79000000.0,52300000.0,37200000.0,19700000.0,19300000.0
,costAndExpenses,7370934000.0,7188827000.0,7905613000.0,6147740000.0,4811637000.0,4471273000.0,3930000000.0,3479032000.0,2427000000.0,2433000000.0,1708000000.0,1397000000.0,1965000000.0,1772000000.0,1237000000.0,1114000000.0,825000000.0,761000000.0,1018102000.0,1333000000.0,1001000000.0,702784000.0,1022934000.0,1057172000.0,1041135000.0,679817000.0,433400000.0,236900000.0,156400000.0,134600000.0,149200000.0,117300000.0,72300000.0,30700000.0,35100000.0
,interestExpense,-95324000.0,117263000.0,97387000.0,117734000.0,134773000.0,73682000.0,61692000.0,60408000.0,38962000.0,5380000.0,-994000.0,-6497000.0,-12674000.0,-17817000.0,-677000.0,-1413000.0,-4634000.0,-6096000.0,0.0,12000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
