date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,157643000.0,170065000.0,178786000.0,164026000.0,159669000.0,0.0,0.0,158789000.0
,costOfRevenue,42217000.0,45049000.0,46271000.0,32655000.0,59977000.0,0.0,0.0,29430000.0
,grossProfit,115426000.0,125016000.0,132515000.0,131371000.0,99692000.0,0.0,0.0,129359000.0
,grossProfitRatio,0.732198702130764,0.735107164907535,0.74119338203215,0.80091570848524,0.624366658524823,0.0,0.0,0.814659705647117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,12357000.0,14112000.0,13873000.0,13779000.0,14767000.0,0.0,0.0,17837000.0
,GeneralAndAdministrativeExpenses,53860000.0,59446000.0,65770000.0,61847000.0,61892000.0,0.0,496916.0,29153000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1491000.0,13000.0,429000.0,611000.0,-173000.0,0.0,0.0,0.0
,operatingExpenses,106974000.0,154677000.0,125589000.0,117536000.0,116986000.0,177000000.0,676916.0,76757000.0
,costAndExpenses,149191000.0,199726000.0,171860000.0,150191000.0,176963000.0,0.0,676916.0,106187000.0
,interestExpense,23669000.0,33784000.0,34451000.0,35755000.0,58239000.0,0.0,0.0,5000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,43731000.0,81119000.0,45946000.0,41910000.0,40327000.0,34142000.0,0.0,29767000.0
,EBITDA,52183000.0,51458000.0,52872000.0,55745000.0,23033000.0,0.0,-679877.0,82369000.0
,EBITDARatio,0.331020089696339,0.302578425895981,0.295727853411341,0.339854657188495,0.14425467686276,0.0,0.0,0.518732405897134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,8452000.0,-29661000.0,6926000.0,13835000.0,-17294000.0,0.0,-676916.0,52602000.0
,operatingIncomeRatio,0.053614813217206,-0.174409784494164,0.0387390511561308,0.0843463841098362,-0.108311569559526,0.0,0.0,0.331269798285775
,totalOtherIncomeExpensesNet,-6373000.0,-15208000.0,-875000.0,40903000.0,-23007000.0,0.0,2961.0,0.0
,incomeBeforeTax,-21590000.0,-78653000.0,-28400000.0,18983000.0,-98540000.0,0.0,-673955.0,52597000.0
,incomeBeforeTaxRatio,-0.136955018618017,-0.462487872284127,-0.15884912688913,0.115731652299026,-0.617151732646913,0.0,0.0,0.331238309958498
,incomeTaxExpense,31376000.0,-17143000.0,1840000.0,-4579000.0,13020000.0,0.0,0.0,25141000.0
,netIncome,-53711000.0,-60832000.0,-30060000.0,23471000.0,-111560000.0,0.0,-673955.0,27456000.0
,netIncomeRatio,-0.340712876562867,-0.357698527033781,-0.168133970221382,0.143093168156268,-0.698695426162874,0.0,0.0,0.172908702743893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.26,-1.21,-0.6,0.471223844878194,-2.26,0.0,-0.102,4.378947
,EPSDiluted,-1.26,-1.21,-0.6,0.467630816438457,-2.26,0.0,-0.102,4.378947
,weightedAverageShsOut,51001852.0,50123565.0,49883739.0,49808600.0,49384838.0,49384838.0,6613000.0,6270000.0
,weightedAverageShsOutDil,51001852.0,50123565.0,49883739.0,50191303.0,49384838.0,49384838.0,6613000.0,6270000.0
