date,,2020-12-31_FY,2020-03-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,286500000.0,0.0,174000000.0,157772000.0,213442000.0,147065000.0,93999000.0,93004000.0,113992000.0,100209000.0,82394000.0,50304000.0,34845000.0,-31493000.0,67952000.0,88390000.0,54231000.0,27781000.0,76126000.0,67065000.0,55442000.0,40812000.0,33500000.0,20700000.0,11400000.0
,depreciationAndAmortization,75800000.0,0.0,71600000.0,67070000.0,57936000.0,51234000.0,47239000.0,42344000.0,35826000.0,31534000.0,27063000.0,26455000.0,25828000.0,25652000.0,23175000.0,19739000.0,22452000.0,17670000.0,14381000.0,11940000.0,17358000.0,16038000.0,10600000.0,6400000.0,1000000.0
,deferredIncomeTax,-900000.0,-0.0,16200000.0,3474000.0,-46063000.0,14162000.0,11884000.0,12319000.0,22412000.0,13282000.0,24824000.0,23274000.0,29646000.0,-18509000.0,18142000.0,20073000.0,3872000.0,-4701000.0,11951000.0,6883000.0,-1225000.0,6370000.0,4000000.0,-4200000.0,0.0
,stockBasedCompensation,32300000.0,0.0,18800000.0,18714000.0,18900000.0,21073000.0,18851000.0,16012000.0,13899000.0,11931000.0,10919000.0,9942000.0,8869000.0,6523000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,402600000.0,-335100000.0,78199000.0,-114898000.0,33229000.0,-66015000.0,50465000.0,10258000.0,-67841000.0,39966000.0,6337000.0,21075000.0,11097000.0,-98425000.0,-46501000.0,99858000.0,-18257000.0,-121077000.0,182775000.0,-60958000.0,99944000.0,-25331000.0,31900000.0,-2000000.0,-36200000.0
,accountsReceivables,21200000.0,0.0,-32500000.0,2940000.0,-10674000.0,-18663000.0,-17887000.0,-20179000.0,-9489000.0,-6777000.0,0.0,-13844000.0,10851000.0,10106000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,416100000.0,0.0,-28800000.0,-80612000.0,-44021000.0,79319000.0,-186634000.0,27339000.0,-241871000.0,-278232000.0,-7410000.0,-174249000.0,242996000.0,57374000.0,14269000.0,-33128000.0,130584000.0,-64294000.0,4709000.0,-107487000.0,68472000.0,-78480000.0,-49100000.0,0.0,5700000.0
,accountsPayables,-45900000.0,0.0,123100000.0,18447000.0,35576000.0,76126000.0,25108000.0,37344000.0,41144000.0,29874000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,161500000.0,-241100000.0,94000000.0,15801000.0,130699000.0,97470000.0,163485000.0,113020000.0,102762000.0,170603000.0,130637000.0,124300000.0,103225000.0,92128000.0,190553000.0,237054000.0,137196000.0,155453000.0,276530000.0,93755000.0,154713000.0,54769000.0,80100000.0,48200000.0,50200000.0
,otherNonCashItems,5300000.0,0.0,33400000.0,4317000.0,3254000.0,4778000.0,4844000.0,13404000.0,14560000.0,14080000.0,2755000.0,5288000.0,27000.0,113000.0,24201000.0,13367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
,netCashProvidedByOperatingActivites,805400000.0,0.0,370900000.0,269978000.0,198925000.0,384857000.0,141047000.0,198288000.0,52372000.0,-75322000.0,199316000.0,-68466000.0,354674000.0,170373000.0,3772000.0,53444000.0,365379000.0,82341000.0,80345000.0,73539000.0,86988000.0,95592000.0,73200000.0,24300000.0,-26600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-103200000.0,-73000000.0,-191800000.0,-141033000.0,-215832000.0,-156521000.0,-120252000.0,-150392000.0,-102858000.0,-88491000.0,-60558000.0,-69116000.0,-21560000.0,-142834000.0,-146697000.0,-71550000.0,-58556000.0,-47412000.0,-34627000.0,-43498000.0,-20857000.0,-17252000.0,-137300000.0,-77800000.0,-2200000.0
,acquisitionsNet,-1000000.0,-1000000.0,-143000000.0,-135000000.0,-109000000.0,-20000000.0,-212000000.0,-337000000.0,-270000000.0,-178000000.0,-160000000.0,-35000000.0,-16000000.0,-49000000.0,-282000000.0,-208000000.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2166000.0,-2074000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342000.0,8489000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,19200000.0,0.0,501000.0,1607000.0,2965000.0,6421000.0,-4705000.0,1878000.0,2792000.0,1343000.0,2843000.0,3638000.0,1490000.0,2658000.0,-2699000.0,-1273000.0,0.0,-1570000.0,-6780000.0,-1528000.0,-1520000.0,-1300000.0,-600000.0,-200000.0
,netCashUsedForInvestingActivites,-74700000.0,19200000.0,-291600000.0,-168001000.0,-312598000.0,-174040000.0,-284502000.0,-347051000.0,-268654000.0,-224458000.0,-212773000.0,-54787000.0,-3997000.0,-164712000.0,-393165000.0,-269258000.0,-49962000.0,-250389000.0,-52603000.0,-122295000.0,-27229000.0,-72768000.0,-126900000.0,-58200000.0,10700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
