date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,108621000.0,59288000.0,44509000.0,4484000.0,20383000.0,28895000.0,8250000.0,7150000.0,2250000.0,4750000.0,125000000.0,750000.0,0.0,12600000.0,33473000.0,16526000.0,4733000.0,11055000.0,15788000.0,15303000.0,13218000.0,8984000.0
,costOfRevenue,895000.0,906000.0,287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7557000.0,-1906000.0
,grossProfit,107726000.0,58382000.0,44222000.0,0.0,0.0,28895000.0,8250000.0,7150000.0,2250000.0,4750000.0,125000000.0,750000.0,0.0,12600000.0,33473000.0,16526000.0,4733000.0,11055000.0,15788000.0,15303000.0,20775000.0,10890000.0
,grossProfitRatio,0.9917603410022,0.984718661449197,0.993551865914759,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57172038129823,1.21215494211932
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,60101000.0,52885000.0,46903000.0,46269000.0,63446000.0,62825000.0,67696000.0,75328000.0,78778000.0,69350000.0,64392000.0,90743000.0,109670000.0,70364000.0,56968000.0,52038000.0,48523000.0,43363000.0,43350000.0,32313000.0,32034000.0,17112000.0
,GeneralAndAdministrativeExpenses,76598000.0,74588000.0,70002000.0,37831000.0,20908000.0,17813000.0,31803000.0,19612000.0,22849000.0,21768000.0,25291000.0,20903000.0,27044000.0,21763000.0,19552000.0,12410000.0,13077000.0,8519000.0,9454000.0,7950000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,136699000.0,127473000.0,116905000.0,84100000.0,84354000.0,80638000.0,99499000.0,94940000.0,101627000.0,91118000.0,89683000.0,111646000.0,136714000.0,92127000.0,76520000.0,64448000.0,61600000.0,51882000.0,52804000.0,40263000.0,0.0,0.0
,costAndExpenses,137594000.0,128379000.0,117192000.0,84100000.0,84354000.0,80638000.0,99499000.0,94940000.0,101627000.0,91118000.0,89683000.0,111646000.0,136714000.0,92127000.0,76520000.0,64448000.0,61600000.0,51882000.0,52804000.0,40263000.0,38723000.0,21064000.0
,interestExpense,1353000.0,335000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,91000.0,203000.0,160000.0,221000.0,290000.0,276000.0,324000.0,575000.0,870000.0,802000.0,933000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,706000.0,683000.0,594000.0,465000.0,941000.0,1439000.0,2359000.0,2592000.0,2433000.0,1955000.0,1317000.0,1403000.0,1425000.0,1344000.0,1418000.0,1180000.0,2373000.0,3177000.0,5824000.0,6760000.0,7557000.0,1906000.0
,EBITDA,-28267000.0,-68408000.0,-72089000.0,-79151000.0,-63030000.0,-50304000.0,-88890000.0,-85198000.0,-96944000.0,-84413000.0,36634000.0,-109493000.0,-135289000.0,-78183000.0,-41629000.0,-46742000.0,-54494000.0,-37650000.0,-31192000.0,-18200000.0,-17948000.0,-10174000.0
,EBITDARatio,-0.260235129486932,-1.15382539468358,-1.61964995843537,-17.6518733273863,-3.0922827846735,-1.74092403530022,-10.7745454545455,-11.9158041958042,-43.0862222222222,-17.7711578947368,0.293072,-145.990666666667,0.0,-6.205,-1.24365906850297,-2.82839162531768,-11.513627720262,-3.40569877883311,-1.97567772992146,-1.18930928576096,-1.35784536238463,-1.13245770258237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-28973000.0,-69091000.0,-72683000.0,-79616000.0,-63971000.0,-51743000.0,-91249000.0,-87790000.0,-99377000.0,-86368000.0,35317000.0,-110896000.0,-136714000.0,-79527000.0,-43047000.0,-47922000.0,-56867000.0,-40827000.0,-37016000.0,-24960000.0,-25505000.0,-12080000.0
,operatingIncomeRatio,-0.266734793456146,-1.16534543246525,-1.63299557392887,-17.7555753791258,-3.13844870725605,-1.79072503893407,-11.0604848484848,-12.2783216783217,-44.1675555555556,-18.1827368421053,0.282536,-147.861333333333,0.0,-6.31166666666667,-1.28602156962328,-2.89979426358465,-12.0150010564124,-3.69308005427408,-2.34456549277933,-1.63105273475789,-1.92956574368286,-1.34461264470169
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,732000.0,-5682000.0,57000.0,98000.0,-1679000.0,0.0,0.0,2361000.0,-1141000.0,0.0,0.0,0.0,0.0,-30000.0,-169000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-29744000.0,-66894000.0,-70480000.0,-77992000.0,-69216000.0,-51464000.0,-90908000.0,-89027000.0,-98840000.0,-85973000.0,37890000.0,-111640000.0,-132435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.273832868414027,-1.12828902982054,-1.58349996629895,-17.3933987511151,-3.39577098562528,-1.78106938916768,-11.0191515151515,-12.4513286713287,-43.9288888888889,-18.0995789473684,0.30312,-148.853333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93000.0,-89000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-29744000.0,-66894000.0,-70480000.0,-77992000.0,-69216000.0,-51464000.0,-90908000.0,-89027000.0,-98840000.0,-85973000.0,37890000.0,-111547000.0,-132346000.0,-74272000.0,-37637000.0,-45256000.0,-56255000.0,-41197000.0,-37030000.0,-23805000.0,-25360000.0,-12366000.0
,netIncomeRatio,-0.273832868414027,-1.12828902982054,-1.58349996629895,-17.3933987511151,-3.39577098562528,-1.78106938916768,-11.0191515151515,-12.4513286713287,-43.9288888888889,-18.0995789473684,0.30312,-148.729333333333,0.0,-5.89460317460317,-1.12439876915723,-2.73847270966961,-11.885696175787,-3.72654907281773,-2.34545224220927,-1.55557733777691,-1.9185958541383,-1.37644701691897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.17768219832736,-0.4,-0.44,-0.62,-0.73,-0.58,-1.04,-1.02,-1.32,-1.36,0.73,-2.73,-3.67,-2.57,-1.51,-2.07,-3.12,-3.62,-7.380738,-5.760576,-44.014401,-355.625563
,EPSDiluted,-0.17768219832736,-0.4,-0.44,-0.62,-0.73,-0.58,-1.04,-1.02,-1.32,-1.36,0.72,-2.73,-3.67,-2.57,-1.51,-2.07,-3.12,-3.62,-7.380738,-5.760576,-44.014401,-355.625563
,weightedAverageShsOut,167400000.0,167400000.0,160529000.0,126324000.0,94387000.0,88434000.0,87662000.0,87288000.0,74967000.0,63329000.0,52055000.0,40876000.0,36025000.0,28936000.0,24936000.0,21857000.0,18053000.0,11395000.0,4994389.0,4142585.0,806919.0,34786.0
,weightedAverageShsOutDil,167400000.0,167400000.0,160529000.0,126324000.0,94387000.0,88434000.0,87662000.0,87288000.0,74967000.0,63329000.0,52573000.0,40876000.0,36025000.0,28936000.0,24936000.0,21857000.0,18053000.0,11395000.0,4994389.0,4142585.0,806919.0,34786.0
