date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-02-25_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,2173350000.0,2502470000.0,2376117000.0,2018197000.0,2013186000.0,1883533000.0,1970697000.0,1948728000.0,2178178000.0,2434124000.0,2259271000.0,1687447000.0,1909613000.0,586552000.0,1464048000.0,644042000.0,552690000.0,399194000.0,316965000.0,284842000.0,225555000.0,183972000.0,193400000.0,241400000.0,216100000.0,177600000.0,155400000.0,120700000.0,88600000.0
,costOfRevenue,1571183000.0,1750151000.0,1645798000.0,1343043000.0,1352866000.0,1326848000.0,1347572000.0,1334195000.0,1463031000.0,1691146000.0,1561032000.0,1149991000.0,1262756000.0,348341000.0,976761000.0,376600000.0,319069000.0,228525000.0,173411000.0,152573000.0,127696000.0,100206000.0,183600000.0,147000000.0,120800000.0,95700000.0,87900000.0,63100000.0,41900000.0
,grossProfit,602167000.0,752319000.0,730319000.0,675154000.0,660320000.0,556685000.0,623125000.0,614533000.0,715147000.0,742978000.0,698239000.0,537456000.0,646857000.0,238211000.0,487287000.0,267442000.0,233621000.0,170669000.0,143554000.0,132269000.0,97859000.0,83766000.0,9800000.0,94400000.0,95300000.0,81900000.0,67500000.0,57600000.0,46700000.0
,grossProfitRatio,0.277068580762417,0.300630576989934,0.307358181436352,0.334533249231864,0.327997512400742,0.29555362183726,0.316195234477954,0.315350833979909,0.328323488713962,0.305234244434548,0.30905500048467,0.318502447780582,0.338737220578201,0.406120855439927,0.332835398839382,0.415255526813469,0.422698076679513,0.427533980971658,0.452901739939741,0.464359188602804,0.433858704085478,0.455319287717696,0.0506721820062048,0.391052195526098,0.440999537251273,0.461148648648649,0.434362934362934,0.477216238608119,0.527088036117382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,194101000.0,202200000.0,207905000.0,169977000.0,168209000.0,162334000.0,175500000.0,176019000.0,178653000.0,162529000.0,140229000.0,122314000.0,120699000.0,0.0,94926000.0,58774000.0,47077000.0,44379000.0,43017000.0,36780000.0,30000000.0,21331000.0,26800000.0,33500000.0,32200000.0,33300000.0,27100000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,276920000.0,346872000.0,423210000.0,156540000.0,162815000.0,155715000.0,163101000.0,142559000.0,138290000.0,137512000.0,133086000.0,119137000.0,128515000.0,1568000.0,0.0,0.0,0.0,0.0,0.0,0.0,41732000.0,38291000.0,41300000.0,39500000.0,41700000.0,39800000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,170008000.0,158883000.0,161380000.0,185239000.0,180371000.0,197603000.0,185797000.0,171676000.0,152405000.0,167457000.0,51169000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-5241000.0,-9047000.0,-3409000.0,-7396000.0,-1501000.0,-4216000.0,-7633000.0,-4007000.0,-5744000.0,0.0,0.0,0.0,0.0,93467000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
