Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,564754000.0,504750000.0,419221000.0,355509000.0
Revenue Growth,0.118878652798415,0.204018882641852,0.179213465763173,
Cost of Revenue,189375000.0,164480000.0,140659000.0,106775000.0
Gross Profit,375379000.0,340270000.0,278562000.0,196688000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,311353000.0,220971000.0,174198000.0,147128000.0
Operating Expenses,602539000.0,295107000.0,238210000.0,305949000.0
Operating Income,-37785000.0,45163000.0,40352000.0,49560000.0
Interest Expense,59759000.0,62876000.0,40658000.0,-20880000.0
Earnings before Tax,-88406000.0,-23654000.0,64738000.0,29641000.0
Income Tax Expense,10444000.0,16588000.0,17033000.0,5860000.0
Net Income - Non-Controlling int,0.0,7894000.0,9746000.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-14712000.0,-40242000.0,47705000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-14712000.0,-40242000.0,47705000.0,32835000.0
EPS,-0.7,-0.52,0.62,0.43
EPS Diluted,-0.7,-0.52,0.62,0.43
Weighted Average Shs Out,21081447000.0,76621980.0,77000000.0,77000000.0
Weighted Average Shs Out (Dil),21081447000.0,76621980.0,,
Dividend per Share,0.000359415556247,0.0,0.0,
Gross Margin,0.664677009813,0.6741,0.6645,0.5533
EBITDA Margin,0.102570322654,0.225,0.404,
EBIT Margin,-0.0669052366163,0.0777,0.2514,0.1394
Profit Margin,-0.026050280299,-0.08,0.114,
Free Cash Flow margin,0.357674314834,-0.067,0.0025,
EBITDA,57927000.0,113358000.0,169408000.0,
EBIT,-37785000.0,39222000.0,105396000.0,49560000.0
Consolidated Income,-14712000.0,-32348000.0,57451000.0,
Earnings Before Tax Margin,-0.156538953243,-0.0469,0.1544,0.0834
Net Profit Margin,-0.026050280299,-0.0797,0.1138,
