Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,144064367.1081,145215627.0959,160315650.2152,151615558.0701,182854573.9483
Stock-based compensation,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,321175854.635,985777330.6506,1195612501.8467,584578698.0453,-2801305821.9998
Capital Expenditure,-216403757.3144,-188890342.0523,-175968355.3024,-211608417.4124,-124624492.1453
Acquisitions and disposals,-79945488.1429,-99668008.0483,-216986284.0885,315927192.9974,0.0
Investment purchases and sales,-90040036.9572,-320396378.2696,95909461.3729,-17278313.7469,537665906.1976
Investing Cash flow,-425574992.3006,-639865861.8377,-341155536.0792,44703099.1336,392465894.4335
Issuance (repayment) of debt,-109972898.0597,-836586183.7693,164797763.757,183219895.1066,-118410073.484
Issuance (buybacks) of shares,0.0,0.0,0.0,0.0,0.0
Dividend payments,-226608561.7493,-377669014.0845,-278946748.1355,-247256923.2581,-299851267.3784
Financing Cash Flow,-225657838.0043,-1214255197.8538,-114148984.3785,-72878157.3325,684874648.6507
Effect of forex changes on cash,504114875.2695,98859825.6204,-190984979.3921,1124482632.9003,892409594.5145
Net cash flow / Change in cash,-330056975.6698,-868343729.0409,740307981.389,556403639.8464,-1723965278.9157
Free Cash Flow,104772097.3206,796886988.5983,1019644146.5443,372970280.6329,-2925930314.1451
Net Cash/Marketcap,,,,,
