date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-48181000.0,2563000.0,98232000.0,9651000.0,-26550000.0
,depreciationAndAmortization,9563000.0,7324000.0,6013000.0,6826000.0,8350000.0
,deferredIncomeTax,24159000.0,14480000.0,-56907000.0,-1260000.0,0.0
,stockBasedCompensation,114000.0,3506000.0,2306000.0,1098000.0,192000.0
,changeInWorkingCapital,7423000.0,5394000.0,-11742000.0,27886000.0,6943000.0
,accountsReceivables,14335000.0,-2428000.0,-8351000.0,3195000.0,-1050000.0
,inventory,-2834000.0,-287000.0,2478000.0,-2350000.0,-67000.0
,accountsPayables,-842000.0,6011000.0,-3409000.0,-7297000.0,-15459000.0
,otherWorkingCapital,-2132000.0,11402000.0,6008000.0,17750000.0,-10136000.0
,otherNonCashItems,34372000.0,-6795000.0,-726000.0,-37542000.0,7613000.0
,netCashProvidedByOperatingActivites,27450000.0,26472000.0,37176000.0,6659000.0,-3452000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-24328000.0,-10348000.0,-14127000.0,-1813000.0,-8705000.0
,acquisitionsNet,0.0,0.0,0.0,64000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,100000.0,7418000.0
,netCashUsedForInvestingActivites,-24328000.0,-10348000.0,-14127000.0,-1649000.0,-1287000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-9166000.0,-10001000.0,0.0
,commonStockIssued,63000.0,256000.0,544000.0,39000.0,0.0
,commonStockRepurchased,-992000.0,-3911000.0,-58000.0,-20000.0,-51000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,4167000.0,-93000.0
,netCashUsedProvidedByFinancingActivities,-929000.0,-3655000.0,-8680000.0,-5815000.0,-144000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2193000.0,12469000.0,14369000.0,-805000.0,-4883000.0
,cashAtEndOfPeriod,61317000.0,59124000.0,46655000.0,19669000.0,20474000.0
,cashAtBeginningOfPeriod,59124000.0,46655000.0,32286000.0,20474000.0,25357000.0
,operatingCashFlow,27450000.0,26472000.0,37176000.0,6659000.0,-3452000.0
,capitalExpenditure,-24328000.0,-10348000.0,-14127000.0,-1813000.0,-8705000.0
,freeCashFlow,3122000.0,16124000.0,23049000.0,4846000.0,-12157000.0
