date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,404459000.0,333837000.0,173533000.0,67303000.0,-8302000.0,-279470000.0,361605000.0,-29491000.0,-108816000.0,48458000.0,-28800000.0,-137930000.0,97097000.0,-138406000.0,-184889000.0,37475000.0,65378000.0,98118000.0,71565000.0,5990000.0,24963000.0,16300000.0,6000000.0,-4200000.0
,depreciationAndAmortization,236543000.0,264826000.0,144919000.0,259356000.0,163432000.0,154854000.0,282450000.0,248382000.0,163806000.0,162737000.0,57600000.0,124622000.0,174207000.0,145966000.0,166380000.0,122028000.0,36647000.0,21817000.0,17092000.0,14775000.0,10244000.0,3300000.0,3000000.0,1600000.0
,deferredIncomeTax,-3486000.0,110603000.0,-32523000.0,3020000.0,-270000.0,2279000.0,-19036000.0,-841000.0,1878000.0,-1095000.0,800000.0,3432000.0,-391000.0,-1718000.0,17360000.0,-5531000.0,-12693000.0,8203000.0,6702000.0,-8307000.0,1339000.0,0.0,0.0,0.0
,stockBasedCompensation,257881000.0,247700000.0,116349000.0,81879000.0,69996000.0,65246000.0,78118000.0,35765000.0,33494000.0,28765000.0,10479000.0,25933000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,578771000.0,193793000.0,172898000.0,-315515000.0,9817000.0,-109572000.0,395467000.0,4261000.0,189177000.0,119015000.0,-57231000.0,-84424000.0,171993000.0,-94965000.0,-97640000.0,-16164000.0,46976000.0,150702000.0,109224000.0,25344000.0,21385000.0,19800000.0,23100000.0,-5200000.0
,accountsReceivables,-195484000.0,-98075000.0,-26998000.0,-41956000.0,49348000.0,-164717000.0,136453000.0,-144561000.0,39182000.0,-10082000.0,106930000.0,-41937000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,8489000.0,-14403000.0,3917000.0,-4942000.0,3809000.0,9729000.0,438000.0,-7741000.0,2101000.0,-99000.0,1893000.0,10239000.0,-4904000.0,-10203000.0,40707000.0,18099000.0,-50532000.0,-25146000.0,-12852000.0,-4034000.0,-3631000.0,-10800000.0,-5200000.0,-800000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95604000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1454812000.0,876041000.0,682248000.0,509350000.0,824865000.0,815048000.0,924620000.0,529153000.0,524892000.0,335715000.0,216700000.0,273931000.0,358355000.0,186362000.0,281327000.0,378967000.0,395131000.0,348155000.0,197453000.0,88229000.0,62885000.0,41500000.0,21700000.0,-1400000.0
,otherNonCashItems,3741000.0,675000.0,17715000.0,19039000.0,27612000.0,25757000.0,24540000.0,21661000.0,-107585000.0,47361000.0,26200000.0,0.0,40110000.0,17329000.0,74675000.0,0.0,0.0,5474000.0,0.0,0.0,0.0,200000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,685678000.0,843515000.0,393947000.0,331429000.0,261305000.0,212814000.0,700262000.0,-4567000.0,-84964000.0,134798000.0,6600000.0,-210204000.0,151426000.0,-64045000.0,43362000.0,39980000.0,20458000.0,80628000.0,144998000.0,27319000.0,-55259000.0,-16700000.0,-7700000.0,-7700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-53384000.0,-66969000.0,-61557000.0,-21167000.0,-37280000.0,-49501000.0,-29813000.0,-16820000.0,-10786000.0,-9653000.0,-3149000.0,-11176000.0,-12277000.0,-21594000.0,-25084000.0,-29031000.0,-21586000.0,-15464000.0,-10466000.0,-8568000.0,-2910000.0,-17500000.0,-1800000.0,-100000.0
,acquisitionsNet,-12000000.0,-28000000.0,-9000000.0,-131000000.0,0.0,0.0,0.0,0.0,-1000000.0,3000000.0,40000000.0,0.0,3000000.0,-3000000.0,0.0,-38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-527882000.0,-453591000.0,-374998000.0,-223556000.0,-150501000.0,-192616000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,597355000.0,325133000.0,241012000.0,157286000.0,45997000.0,21976000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6170000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-40918000.0,89076000.0,-182732000.0,0.0,0.0,0.0,-1475000.0,0.0,0.0,0.0,0.0,0.0,0.0,-24250000.0,-3500000.0,-369000.0,-10000000.0,-1000.0,-5731000.0,-4000000.0,0.0,-900000.0
,netCashUsedForInvestingActivites,4049000.0,-223576000.0,-271827000.0,-129030000.0,-324516000.0,-220141000.0,-30813000.0,-16820000.0,-14162000.0,-7578000.0,35600000.0,-16989000.0,-16780000.0,-24611000.0,-25275000.0,-91034000.0,-64422000.0,-45881000.0,-18084000.0,-13479000.0,-12906000.0,-21500000.0,-1800000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-221650000.0,0.0,0.0,0.0,0.0,-48576000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,10515000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25962000.0,9503000.0,2808000.0,31223000.0,16683000.0,44865000.0,23308000.0,22931000.0,6921000.0,24500000.0,100000.0,7500000.0
