date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,334000.0,-91022000.0,-10063000.0,1290000.0,-4118000.0,-6731330.484474,-28438399.117895,-11954694.441053,5538634.741614,11269343.780607,4969204.927212,-827858.848248,-11738580.115037,-19893831.162274,-12941349.519561,-4504636.645428,-984422.779377,-211092.175174,-432510.750742,-191798.263797,-171130.376792
,depreciationAndAmortization,0.0,0.0,3573000.0,3954000.0,5576000.0,13132616.074195,14541805.213376,12535101.477314,8936200.1548,0.0,0.0,0.0,3520976.992605,3638965.969908,1219774.365134,10830.893749,2261.79979,1519.159142,1318.672942,1661.453033,4418.13938
,deferredIncomeTax,3791000.0,744000.0,652000.0,1466000.0,1509000.0,-3603.110205,1622934.72081,-3438301.229373,4221826.844788,1838393.731636,-1852703.567429,575943.08089,-427189.811011,2445222.6598,-14978.551819,-319023.592216,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2462000.0,1726000.0,1321000.0,1413000.0,1026000.0,889968.220568,737384.35298,855583.835007,1536946.010876,2164544.564153,868860.982243,2270964.568809,0.0,1140563.465616,4008900.137268,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-156000.0,15273000.0,7049000.0,-666000.0,-2343000.0,-1098948.612442,1983012.594111,2933027.790039,-3934340.540595,-4973555.337904,-3014517.677172,-4883264.253653,3436852.095316,-851128.950823,-3049721.173644,-721286.378509,-109982.198413,-1242.31745,16079.425272,103310.971243,114.704902
,accountsReceivables,-1335000.0,4568000.0,0.0,-3688000.0,-2285000.0,-564247.058061,3341488.207019,3464597.988298,-3983595.187117,-4349657.198825,0.0,0.0,0.0,-1775885.085328,-2676272.306108,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-5063000.0,10521000.0,510000.0,355000.0,-94000.0,-907263.149551,-1043192.11619,-20661.739155,-1933998.77366,-1783545.543585,-1085826.267797,-449961.799255,-293809.367297,-144750.075735,-519154.941661,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,-179000.0,635588.640114,-603862.65355,-1564657.156006,1992300.191993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-902000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245268.035745,-18609.20666,0.0,0.0,-56124.075596,0.0,0.0,0.0,0.0,-1242.31745,16079.425272,103310.971243,114.704902
,otherNonCashItems,62458000.0,87066000.0,-2205000.0,-1754000.0,11982000.0,-668016.631957,12545871.164482,7163049.297031,-3090980.368505,8407443.682664,3243481.043033,4105222.996849,2533640.920296,913958.396446001,968399.965683002,902759.600482,283220.756319,2.91038304567337e-11,257880.595309,23533.587106,60341.447148
,netCashProvidedByOperatingActivites,68889000.0,13787000.0,327000.0,5703000.0,13632000.0,5520685.455685,2992608.927864,8093766.728965,13208286.842978,18706170.421156,4214325.707887,1241007.544647,-2674299.917831,-12606249.621327,-9808974.776939,-4631356.121922,-808922.421681,-210815.333482,-157232.057219,-63292.252415,-106256.085362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-41948000.0,-25910000.0,-2069000.0,-5265000.0,-4673000.0,-4616304.794298,-7260134.727702,-12701334.560515,-26850818.732849,-22976493.633692,-8034714.445689,-1683031.229109,-1583914.543961,-3361014.843987,-4921559.711736,-810952.29895,-1494800.106477,0.0,-8556.129352,-249862.435458,0.0
,acquisitionsNet,0.0,1441000.0,0.0,105000.0,0.0,-741520.080133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4577941.277768,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-5965000.0,-5071000.0,-15020000.0,0.0,0.0,0.0,-85441.733764,0.0,0.0,0.0,-8362.366475,-34181.561143,0.0,-4907869.812296,-1455737.268538,0.0,0.0,0.0,-92518.839613
,salesMaturitiesOfInvestments,0.0,25941000.0,0.0,0.0,0.0,0.0,0.0,4775679.254675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4520406.406062,17360.70674,0.0,0.0,2471.764721,0.0
,otherInvestingActivites,-21000.0,3086000.0,-5000000.0,-1048000.0,-22000.0,-1578882.891713,-2584.29095700011,-182198.972549001,-728767.729159001,-320274.240940999,-113981.762918,4944.13141099992,82673.788004,4.65661287307739e-10,0.0,0.0,0.0,0.0,2068.207659,-2.91038304567337e-11,0.0
,netCashUsedForInvestingActivites,-41969000.0,4558000.0,-13034000.0,-11279000.0,-19715000.0,-6936707.766144,-7262719.018659,-8107854.278389,-27665028.195772,-23296767.874633,-8148696.208607,-1678087.097698,-1509603.122432,-3395196.40513,-4921559.711736,-5776356.982952,-2933176.668275,0.0,-6487.921693,-247390.670737,-92518.839613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-50610000.0,-54634000.0,0.0,0.0,0.0,0.0,0.0,0.0,-130675.592815,-860920.666014,-1229803.231483,-357735.650845,0.0,-1471163.283853,-4201702.12766,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,15939000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22048971.596474,0.0,11735350.969344,514346.754314,0.0,11896567.433082,12955568.279662,3265603.007969,613347.008336,67331.084729,310416.588148,222524.174725
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
