date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,5985000000.0,5639000000.0,6171000000.0,5771000000.0,6693000000.0,7356000000.0,6196000000.0,611000000.0,7734000000.0,6370000000.0,4248000000.0,5301000000.0,4048000000.0,3219000000.0,7654000000.0,6032000000.0
,costOfRevenue,0.0,0.0,17488000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,24052000000.0,5738000000.0,4224000000.0,5771000000.0,6693000000.0,7356000000.0,6196000000.0,611000000.0,7734000000.0,6370000000.0,4248000000.0,5301000000.0,4048000000.0,3219000000.0,7654000000.0,6032000000.0
,grossProfitRatio,1.0,1.0,0.19454679439941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,-763000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,-248000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-105000000.0,1045000000.0,-47000000.0,-143000000.0,-197000000.0,-210000000.0,-310000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,-105000000.0,34000000.0,-47000000.0,-143000000.0,-197000000.0,-210000000.0,-310000000.0,-5541000000.0,-4924000000.0,-3260000000.0,-4132000000.0,-3686000000.0,-2651000000.0,-5536000000.0,-4703000000.0
,costAndExpenses,0.0,-5004000000.0,17522000000.0,-4888000000.0,-5758000000.0,-5440000000.0,-4758000000.0,-7149000000.0,-5541000000.0,-4924000000.0,-3260000000.0,-4132000000.0,-3686000000.0,-2651000000.0,-5536000000.0,-4703000000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,958000000.0,-215000000.0,-257000000.0,-256000000.0,-262000000.0,-302000000.0,-349000000.0,0.0,896000000.0,711000000.0,0.0,0.0,0.0,0.0,677000000.0,686000000.0
,EBITDA,958000000.0,355000000.0,2385000000.0,299000000.0,-542000000.0,1799000000.0,-751000000.0,-519000000.0,3089000000.0,2157000000.0,988000000.0,1169000000.0,362000000.0,568000000.0,2795000000.0,2015000000.0
,EBITDARatio,0.0398303675370032,0.0618682467758801,0.109847089167281,0.0518107780280714,-0.0809801284924548,0.244562262098967,-0.121207230471272,-0.849427168576105,0.399405223687613,0.33861852433281,0.232580037664783,0.220524429352952,0.0894268774703557,0.176452314383349,0.365168539325843,0.334051724137931
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,355000000.0,2642000000.0,555000000.0,-280000000.0,2101000000.0,-402000000.0,-519000000.0,2193000000.0,1446000000.0,988000000.0,1169000000.0,362000000.0,568000000.0,2118000000.0,1329000000.0
,operatingIncomeRatio,0.0,0.0618682467758801,0.121683861459101,0.0961705077109686,-0.0418347527267294,0.285617183251767,-0.0648805681084571,-0.849427168576105,0.28355314197052,0.227001569858713,0.232580037664783,0.220524429352952,0.0894268774703557,0.176452314383349,0.276718055918474,0.220324933687003
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,-170000000.0,0.0,0.0,91000000.0,1000000.0,0.0,145000000.0,129000000.0,-225000000.0,66000000.0,11000000.0,0.0,0.0
,incomeBeforeTax,0.0,643000000.0,2642000000.0,555000000.0,-280000000.0,2101000000.0,-402000000.0,-519000000.0,1697000000.0,1478000000.0,1083000000.0,1295000000.0,562000000.0,903000000.0,2468000000.0,1429000000.0
,incomeBeforeTaxRatio,0.0,0.11205995120251,0.121683861459101,0.0961705077109686,-0.0418347527267294,0.285617183251767,-0.0648805681084571,-0.849427168576105,0.219420739591415,0.232025117739403,0.254943502824859,0.244293529522732,0.138833992094862,0.280521901211556,0.322445779984322,0.236903183023873
