date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,214040000.0,242202000.0,194745000.0,220030000.0,205590000.0,199348000.0,191658000.0,171994000.0,162612000.0,183683000.0,173481000.0,124623000.0,153495000.0,141739000.0,102896000.0,100034000.0,93287000.0,79679000.0,66647000.0,58844000.0,64666000.0,58700000.0,60800000.0,46500000.0,37500000.0,35700000.0,27300000.0,23000000.0,19500000.0
,depreciationAndAmortization,220300000.0,194552000.0,171747000.0,153094000.0,154802000.0,138893000.0,152218000.0,149956000.0,137022000.0,134243000.0,132959000.0,133013000.0,131145000.0,123466000.0,114606000.0,99242000.0,94493000.0,85851000.0,72141000.0,73584000.0,70949000.0,68700000.0,54400000.0,49900000.0,47900000.0,43500000.0,38400000.0,32100000.0,26200000.0
,deferredIncomeTax,-8198000.0,8746000.0,-23352000.0,2238000.0,-11112000.0,-7141000.0,-18973000.0,6844000.0,-9015000.0,2004000.0,503000.0,-1329000.0,-1326000.0,-11783000.0,-10142000.0,-6244000.0,-2170000.0,4836000.0,6150000.0,-4723000.0,3870000.0,5600000.0,5000000.0,0.0,4100000.0,2800000.0,800000.0,-3600000.0,1600000.0
,stockBasedCompensation,34148000.0,23893000.0,19561000.0,18924000.0,19824000.0,20612000.0,17971000.0,13728000.0,12695000.0,13753000.0,11215000.0,9761000.0,11054000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-19300000.0,-33672000.0,-500687000.0,415110000.0,-155879000.0,273894000.0,-46390000.0,71980000.0,-41491000.0,-15560000.0,114485000.0,41454000.0,46466000.0,75621000.0,78106000.0,-99839000.0,65134000.0,34726000.0,63744000.0,16317000.0,13147000.0,42100000.0,18400000.0,9900000.0,20200000.0,22600000.0,73100000.0,-25100000.0,-7000000.0
,accountsReceivables,13455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44997000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,13722000.0,605000.0,-25183000.0,-12989000.0,-834000.0,-18925000.0,5205000.0,-29918000.0,-19712000.0,-22332000.0,-47388000.0,21768000.0,16800000.0,-26261000.0,-22801000.0,-351000.0,-14282000.0,-18504000.0,2834000.0,-4766000.0,-19625000.0,-6700000.0,-8700000.0,-11600000.0,-5200000.0,-9100000.0,-5200000.0,-1000000.0,-1600000.0
,accountsPayables,65592000.0,-779000.0,37155000.0,58245000.0,-12474000.0,39330000.0,-24319000.0,1144000.0,-824000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,588666000.0,607966000.0,641638000.0,1142325000.0,727215000.0,883094000.0,609200000.0,655590000.0,583610000.0,625101000.0,640661000.0,526176000.0,484722000.0,438256000.0,362635000.0,284529000.0,384368000.0,319234000.0,284508000.0,220764000.0,204447000.0,191300000.0,149200000.0,130800000.0,120900000.0,100700000.0,78100000.0,5000000.0,30100000.0
,otherNonCashItems,5230000.0,0.0,0.0,4710000.0,0.0,0.0,0.0,0.0,0.0,-71000.0,93000.0,5136000.0,3063000.0,17514000.0,21429000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,-1200000.0,-2100000.0,-100000.0,200000.0
,netCashProvidedByOperatingActivites,570153000.0,514457000.0,313628000.0,324729000.0,327193000.0,324515000.0,314551000.0,285436000.0,313892000.0,261042000.0,261715000.0,293591000.0,270211000.0,273463000.0,197461000.0,194055000.0,183225000.0,139780000.0,154452000.0,127878000.0,127798000.0,118400000.0,85000000.0,86200000.0,67300000.0,61700000.0,55000000.0,42800000.0,45200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,5261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139139000.0,-112359000.0,-104428000.0,-119745000.0,-77269000.0,-89778000.0,-92221000.0,-93933000.0,-232800000.0,-99800000.0,-71200000.0,-62800000.0,-55500000.0,-41900000.0,-41600000.0,-37800000.0
,acquisitionsNet,-164181000.0,-106328000.0,-527916000.0,-5000000.0,-201781000.0,0.0,0.0,-5256000.0,-188119000.0,-14883000.0,-3014000.0,-7577000.0,-19501000.0,1502000.0,-36787000.0,-89761000.0,0.0,0.0,0.0,0.0,-2271000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-39871000.0,-3530000.0,-10000000.0,-66155000.0,0.0,-32769000.0,0.0,0.0,0.0,-3145000.0,0.0,0.0,-801000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,-1200000.0,0.0,0.0,0.0,-800000.0,-300000.0
,salesMaturitiesOfInvestments,0.0,16487000.0,0.0,0.0,29485000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,600000.0
,otherInvestingActivites,-253187000.0,-242897000.0,-197545000.0,-153645000.0,-128206000.0,-143461000.0,-159200000.0,-151864000.0,-171340000.0,-177795000.0,-117985000.0,-143487000.0,-205239000.0,6394000.0,7303000.0,612000.0,4774000.0,3286000.0,2041000.0,1722000.0,-1539000.0,2100000.0,900000.0,2700000.0,3600000.0,-29200000.0,400000.0,4000000.0,500000.0
