date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY,1996-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-33564000.0,-27761000.0,-112765000.0,-39016000.0,-33846000.0,-31952000.0,-40484000.0,-62760000.0,68093823.929129,-148317838.466008,-199651796.924043,-69361822.823107,-156658445.929624,-44743824.087956,-26676362.680683,-4972486.835909,-7054329.316051,-5356502.311248,-2208718.128954,-314306.239868,1762772.020557,-1561927.010472,-5533854.166667,-2108222.066058,-816326.530612
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,35000.0,36000.0,37000.0,334222.580158,836722.835561,516909.918393,243925.498724,228380.706981,286228.885557,211081.909768,184461.663599,177083.807069,122033.898305,175977.378746,147909.342319,102529.196819,271639.480082,0.0,0.0,0.0
,deferredIncomeTax,-751000.0,671000.0,80000.0,382000.0,-4275000.0,-829000.0,-562000.0,2987000.0,-6929078.371168,1485570.404803,-1138771.186441,-5731303.772336,3238224.494726,-16554253.873063,-1413548.839247,-2226501.990667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7057000.0,6176000.0,7727000.0,10293000.0,10263000.0,9488000.0,10197000.0,12304000.0,19172497.105753,7455936.471044,4857187.696171,9097097.475655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-135000.0,-18727000.0,84308000.0,-22872000.0,-22237000.0,-23310000.0,-42624000.0,46995675.542357,109331199.142903,-93666230.30359,104668302.011448,40566218.434968,-37445786.517241,-43332759.826395,39141849.857517,-15963366.174993,3076.56954299659,31561173.426561,12294253.54594,-66215.438902,-67463.2596439999,260989.656195,-347161.220426,602166.631681,-1558441.558442
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,908000.0,3319000.0,-89000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107893.91086,-294034.225206,-4851851.195748,-8848083.958021,0.0,-13959.501691,51023.691015,-5001.540832,-51993.098601,50688.833084,239246.516899,-203729.610062,0.0,0.0,0.0
,accountsPayables,-137000.0,84000.0,233000.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,146996000.0,165723000.0,81415000.0,104287000.0,126524000.0,149834000.0,192458000.0,145462324.457643,36131125.31474,129797355.61833,25129053.606882,-15437164.828086,22008621.689155,65341381.51555,26199531.658033,42162897.833026,42159821.263483,10598647.836922,-1695605.709018,-1629390.270116,-1561927.010472,-1822916.666667,-1475755.446241,-2077922.077922
,otherNonCashItems,2696000.0,3988000.0,5422000.0,5232000.0,4579000.0,4310000.0,5677000.0,9358000.0,-89208234.761162,29331783.846601,11255296.610169,11143991.680061,88128167.324261,1992594.702649,3664423.127464,0.856201,-0.842197,-1000.0,1000.063902,-55610.159255,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-10020000.0,-6127000.0,-10392000.0,-8280000.0,-11696000.0,-11426000.0,-9808000.0,-19491000.0,-88948507.575376,-78769126.476855,-57257336.785938,-57178784.154297,-95899107.818665,-60287269.365317,-2738063.950942,-5134015.154758,-2701275.086957,-3854080.893683,-917882.931817,575149.877618,805290.926026,0.0,-846354.166667,-773014.757554,-2374768.089054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,-21000.0,-78000.0,-572809.181054,-6904900.251792,-1009298.493409,-29085752.103621,-164340627.264675,-367673377.311344,-95616141.918528,-65080053.084464,-22556645.359071,-6092708.782743,-9069842.801457,-2172112.908866,-587519.459118,-2852214.540861,-4361979.166667,-2037947.997189,-1781076.06679
,acquisitionsNet,0.0,-11000000.0,94000000.0,-13000000.0,-10000000.0,-11000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-61000000.0,-154000000.0,-152000000.0,-132900000.0,-90000000.0,-125000000.0,-200000000.0,-110000000.0,0.0,-260507.456905,-21305123.979912,-11439916.800605,0.0,-5664535.732134,-2626020.148927,-3072033.905561,-993468.758685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,81000000.0,219000000.0,62000000.0,151900000.0,100000000.0,135000000.0,215000000.0,0.0,0.0,0.0,62774.639046,3966152.973433,15114039.77776,5878707.646177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-17000.0,-13000.0,-28000.0,0.0,0.0,0.0,25000.0,0.0,3838853.379818,-11770.244821,-2600926.538716,17145535.067236,-68437795.102449,-6822650.021901,1764849.522668,1334629.475227,6003683.359014,0.0,0.0,0.0,-67909.870021,-455729.166667,140548.137737,-593692.022263
,netCashUsedForInvestingActivites,4724000.0,53861000.0,-98920000.0,6004000.0,268000.0,-964000.0,-967000.0,-128846000.0,481199.979866,-20519078.055394,-23269774.011299,-29295641.486244,-132081052.41968,-435897000.49975,-105064812.089356,-66387237.467357,-22215484.642529,-635177.966102,-9069842.801457,-2172112.908866,-600087.932416,-2852214.540861,-2734375.0,-1897399.859452,-2374768.089054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
