date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,1162462.0,76787.0,50000.0,50000.0,18750.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,523000.0,568000.0,950000.0,369309.0,2241000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,-523000.0,-568000.0,-950000.0,793153.0,-2164213.0,0.0,0.0,18750.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.682304453823007,-28.1846276062354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,9172000.0,12622000.0,6828612.0,10420732.0,10546287.0,18960545.0,26922988.0,18288871.0,7493824.0,6648397.0,1972134.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6650000.0,5898000.0,4355000.0,5144000.0,6536000.0,15135000.0,12225000.0,5785000.0,4377000.0,4504494.0,4732271.0,21872.0,28282.0,27802.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,18576000.0,11183612.0,15564732.0,17082287.0,34095545.0,39147988.0,24073871.0,11870824.0,11152891.0,6704405.0,21872.0,29232.0,29002.0,0.0
,costAndExpenses,15834000.0,18576000.0,11183612.0,15564732.0,17082287.0,34464854.0,39147988.0,24073871.0,11870824.0,11152891.0,6704405.0,21872.0,29232.0,29002.0,1004.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358.0,19545.0,4179.0,2649.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12000.0,56000.0,1281379.0,1214474.0,1214453.0,1136292.0,439098.0,137680.0,62396.0,42551.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-14041000.0,-18520000.0,-9902233.0,-14350258.0,-15867834.0,-32166100.0,-38632103.0,-23886191.0,-11758428.0,-11091590.0,-6703590.0,-21872.0,-29232.0,-26809.0,-1004.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,-27.6706679444145,-503.107335877167,-477.72382,-235.16856,-591.551466666667,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-15834000.0,-18576000.0,-11183612.0,-15564732.0,-17082287.0,-33302392.0,-39071201.0,-24023871.0,-11820824.0,-11134141.0,-6704405.0,-21872.0,-29232.0,-29002.0,-1004.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,-28.648155380563,-508.825725708779,-480.47742,-236.41648,-593.820853333333,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-72000.0,4869000.0,45175140.0,-36330075.0,-2104754.0,-78038.0,0.0,-516840.0,205768.0,-7140919.0,-1330260.0,0.0,0.0,-2193.0,0.0
,incomeBeforeTax,-15894000.0,-13630000.0,33986516.0,-51891721.0,-19163562.0,-33714190.0,-39048938.0,-24528424.0,-11593113.0,-18276734.0,-8053395.0,-26051.0,-31881.0,0.0,0.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,-29.0024017989405,-508.535793819266,-490.56848,-231.86226,-974.759146666667,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82500.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-15894000.0,-13630000.0,33986166.0,-51891945.0,-19163629.0,-32010242.0,-38125415.0,-24008558.0,-11593045.0,-18359234.0,-8053395.0,-26051.0,-31881.0,-31995.0,-1004.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,-27.5365921638729,-496.508718923776,-480.17116,-231.8609,-979.159146666667,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.09,-0.1,0.46,-0.79,-0.36,-0.62,-0.76,-0.63,-0.34,-0.71,-0.49,-0.03,-0.03,-0.035,0.0
,EPSDiluted,-0.09,-0.14,0.46,-0.79,-0.36,-0.62,-0.76,-0.63,-0.34,-0.71,-0.49,-0.03,-0.03,-0.035,0.0
,weightedAverageShsOut,172846773.0,130601500.0,73358034.0,65297348.0,53773145.0,51992048.0,50226555.0,38294259.0,33983590.0,26013838.0,16288468.0,929718.0,929718.0,929713.0,929713.0
,weightedAverageShsOutDil,172846773.0,131135178.0,73358034.0,65297348.0,53773145.0,51992048.0,50226555.0,38294259.0,33983590.0,26013838.0,16288468.0,929718.0,929718.0,929713.0,929713.0
