date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-190650000.0,-280601000.0,43661000.0,-678000.0,-338427000.0,-43268000.0
,depreciationAndAmortization,108189000.0,123024000.0,119137000.0,104529000.0,125677000.0,67050000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,8382000.0,-33223000.0,-176748000.0,-26638000.0,102674000.0,40324000.0
,accountsReceivables,71034000.0,-161724000.0,-2808000.0,84356000.0,68197000.0,28416000.0
,inventory,0.0,102849000.0,-95739000.0,-44529000.0,108670000.0,13645000.0
,accountsPayables,0.0,57503000.0,-75607000.0,-23583000.0,-9011000.0,2830000.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,121612000.0,106815000.0,78306000.0,251431000.0,96547000.0
,netCashProvidedByOperatingActivites,0.0,-74227000.0,73777000.0,150375000.0,121169000.0,145449000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-30257000.0,-32445000.0,-106136000.0,-74616000.0,-71119000.0,-68521000.0
,acquisitionsNet,0.0,181000000.0,0.0,0.0,0.0,78000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,971000.0,165910000.0,-85875000.0,-74818000.0,-84281000.0,17966000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-68459000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-19860000.0,180000.0,0.0,0.0
,dividendsPaid,0.0,0.0,-20642000.0,0.0,-54988000.0,-21479000.0
,otherFinancingActivites,-44874000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-113333000.0,-180972000.0,53303000.0,-113397000.0,49917000.0,-87593000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-4183000.0,-9030000.0,25330000.0,-6489000.0,-7807000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8382000.0,-93472000.0,32175000.0,-12510000.0,80316000.0,68015000.0
,cashAtEndOfPeriod,0.0,123175000.0,216647000.0,184421000.0,196982000.0,116666000.0
,cashAtBeginningOfPeriod,0.0,216647000.0,184472000.0,196931000.0,116666000.0,48651000.0
,operatingCashFlow,0.0,-74227000.0,73777000.0,150375000.0,121169000.0,145449000.0
,capitalExpenditure,-30257000.0,-32629000.0,-109449000.0,-75427000.0,-76033000.0,-73060000.0
,freeCashFlow,0.0,-106856000.0,-35672000.0,74948000.0,45136000.0,72389000.0
