date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,65896000.0,65865000.0,67251000.0,66881000.0,44250000.0,33740000.0,18224000.0,8563000.0,7806000.0,6094000.0,3778000.0,4069000.0,4581000.0,2620000.0,2867000.0,3558000.0,3557000.0,4364000.0,15898000.0,19252000.0,34594000.0,33200000.0,34200000.0,35100000.0,31200000.0,28900000.0,28000000.0,24400000.0,22000000.0,20100000.0,18300000.0,16000000.0,15700000.0,18400000.0,17800000.0
,costOfRevenue,42373000.0,43480000.0,39879000.0,32194000.0,22935000.0,16948000.0,12079000.0,5787000.0,5546000.0,4989000.0,3527000.0,2851000.0,2476000.0,1388000.0,1920000.0,1253000.0,1345000.0,1378000.0,8767000.0,9194000.0,16456000.0,16000000.0,16800000.0,15100000.0,14600000.0,13100000.0,12200000.0,10200000.0,9700000.0,8700000.0,8000000.0,7000000.0,6800000.0,7900000.0,8500000.0
,grossProfit,23523000.0,22385000.0,27372000.0,34687000.0,21315000.0,16792000.0,6145000.0,2776000.0,2260000.0,1105000.0,251000.0,1218000.0,2105000.0,1232000.0,947000.0,2305000.0,2212000.0,2986000.0,7131000.0,10058000.0,18138000.0,17200000.0,17400000.0,20000000.0,16600000.0,15800000.0,15800000.0,14200000.0,12300000.0,11400000.0,10300000.0,9000000.0,8900000.0,10500000.0,9300000.0
,grossProfitRatio,0.356971591598883,0.339861838609277,0.407012535129589,0.518637580179722,0.481694915254237,0.49768820391227,0.337192712906058,0.324185449024874,0.289520881373303,0.181325894322284,0.0664372683959767,0.299336446301303,0.459506657934949,0.470229007633588,0.330310429019881,0.647835862844295,0.621872364351982,0.684234647112741,0.448546987042395,0.522439227093289,0.524310574087992,0.518072289156627,0.508771929824561,0.56980056980057,0.532051282051282,0.546712802768166,0.564285714285714,0.581967213114754,0.559090909090909,0.567164179104478,0.562841530054645,0.5625,0.56687898089172,0.570652173913043,0.52247191011236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,10758000.0,14076000.0,19265000.0,17140000.0,13171000.0,6910000.0,2743000.0,2834000.0,2151000.0,1510000.0,740000.0,502000.0,481000.0,1065000.0,949000.0,1727000.0,762000.0,549000.0,536000.0,853000.0,1418000.0,1400000.0,1700000.0,2000000.0,1300000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,20785000.0,23408000.0,19904000.0,15005000.0,11336000.0,5976000.0,3484000.0,3078000.0,3078000.0,3226000.0,3602000.0,2777000.0,2430000.0,2105000.0,1678000.0,1798000.0,2422000.0,2358000.0,5332000.0,7990000.0,14064000.0,15700000.0,15000000.0,15000000.0,11900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6769000.0,0.0,0.0,0.0,23144000.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
