date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,413041000.0,555713000.0,467363000.0,379747000.0,222606000.0,157331000.0,88497000.0,65413000.0,-13543000.0,-33555000.0,-27574000.0
,depreciationAndAmortization,3328000.0,3769000.0,3404000.0,3923000.0,4064000.0,3219000.0,2464000.0,2252000.0,15156000.0,13591000.0,6636000.0
,deferredIncomeTax,38653000.0,59481000.0,50692000.0,-19431000.0,57564000.0,52157000.0,44614000.0,-8267000.0,-333000.0,-895000.0,-72000.0
,stockBasedCompensation,18462000.0,16588000.0,15073000.0,18688000.0,16881000.0,13633000.0,12520000.0,3597000.0,1926000.0,1213000.0,580000.0
,changeInWorkingCapital,705308000.0,-93575000.0,-46698000.0,-22003000.0,-431305000.0,266966000.0,1452000.0,52892000.0,31637000.0,10198000.0,-2544000.0
,accountsReceivables,-8848000.0,-3767000.0,-7118000.0,-8160000.0,-4955000.0,-2828000.0,-3803000.0,-5112000.0,-3300000.0,-1055000.0,-40000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,6582000.0,5138000.0,7889000.0,4906000.0,2306000.0,-1073000.0
,otherWorkingCapital,152970000.0,-552338000.0,-458763000.0,-412065000.0,-390062000.0,41243000.0,-225723000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,727931000.0,589848000.0,625321000.0,368573000.0,273476000.0,224139000.0,153704000.0,119008000.0,36639000.0,-8245000.0,-21733000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2446000.0,-3409000.0,-4054000.0,-2783000.0,-3162000.0,-4960000.0,-3893000.0,-2666000.0,-2699000.0,-1266000.0,-2058000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1575082000.0,-1094753000.0,-1156892000.0,-1013644000.0,-703120000.0,-798891000.0,-895933000.0,-147076000.0,-141481000.0,-165862000.0,-264504000.0
,salesMaturitiesOfInvestments,262321000.0,553086000.0,614041000.0,326285000.0,340966000.0,583139000.0,172126000.0,52982000.0,64451000.0,157973000.0,283720000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1154417000.0,-545076000.0,-546905000.0,-690142000.0,-365316000.0,-220712000.0,-727700000.0,-96760000.0,-79729000.0,-9155000.0,17158000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-40000000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,439962000.0,0.0,0.0,197829000.0,0.0,0.0,126441000.0,438403000.0,54497000.0,24774000.0,44098000.0
,commonStockRepurchased,0.0,-9005000.0,-31414000.0,-7577000.0,-4024000.0,-5705000.0,-2498000.0,-311000.0,-916000.0,-312000.0,-32914000.0
,dividendsPaid,-69410000.0,-29348000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1771000.0
,otherFinancingActivites,0.0,-15000.0,-580000.0,-2690000.0,-1211000.0,2473000.0,-3191000.0,-5000000.0,-6677000.0,-4072000.0,-2578000.0
,netCashUsedProvidedByFinancingActivities,457966000.0,-38368000.0,-56994000.0,337562000.0,94765000.0,-3232000.0,120752000.0,433092000.0,46904000.0,20390000.0,6835000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,31480000.0,6404000.0,21422000.0,15993000.0,2925000.0,195000.0,-453244000.0,455340000.0,3814000.0,2990000.0,2260000.0
,cashAtEndOfPeriod,102830000.0,71350000.0,64946000.0,43524000.0,27531000.0,24606000.0,24411000.0,477655000.0,22315000.0,18501000.0,15511000.0
,cashAtBeginningOfPeriod,71350000.0,64946000.0,43524000.0,27531000.0,24606000.0,24411000.0,477655000.0,22315000.0,18501000.0,15511000.0,13251000.0
,operatingCashFlow,727931000.0,589848000.0,625321000.0,368573000.0,273476000.0,224139000.0,153704000.0,119008000.0,36639000.0,-8245000.0,-21733000.0
,capitalExpenditure,-2446000.0,-3409000.0,-4054000.0,-2783000.0,-3162000.0,-4960000.0,-3893000.0,-2666000.0,-2699000.0,-1266000.0,-2058000.0
,freeCashFlow,725485000.0,586439000.0,621267000.0,365790000.0,270314000.0,219179000.0,149811000.0,116342000.0,33940000.0,-9511000.0,-23791000.0
