Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,32459000.0,6886000.0,33960000.0
Short-term investments,0.0,4105000.0,0.0
Cash and short-term investments,32459000.0,10991000.0,33960000.0
Receivables,20695000.0,13055000.0,6268000.0
Inventories,0.0,0.0,0.0
Total current assets,61314000.0,25033000.0,41171000.0
Property Plant & Equipment Net,492667000.0,309027000.0,274691000.0
Goodwill and Intangible Assets,0.0,0.0,
Long-term investments,0.0,0.0,
Tax assets,0.0,0.0,
Total non-current assets,492712000.0,309444000.0,
Total assets,554026000.0,334477000.0,316297000.0
Payables,5662000.0,4791000.0,703000.0
Short-term debt,2188000.0,0.0,
Total current liabilities,7850000.0,4912000.0,703000.0
Long-term debt,168517000.0,27000000.0,15000000.0
Total debt,170705000.0,27000000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,172228000.0,27391000.0,
Total liabilities,180078000.0,32303000.0,15799000.0
Other comprehensive income,0.0,682000.0,
Retained earnings (deficit),168277000.0,135462000.0,19850000.0
Total shareholders equity,373948000.0,302174000.0,300498000.0
Investments,0.0,4105000.0,
Net Debt,138246000.0,16009000.0,
Other Assets,8160000.0,987000.0,
Other Liabilities,0.0,121000.0,
