date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,738414000.0,691527000.0,696030000.0,612556000.0,460563000.0,403553000.0,369571000.0,317341000.0
,costOfRevenue,226859000.0,211479000.0,220617000.0,192147000.0,143751000.0,123390000.0,113508000.0,97053000.0
,grossProfit,511555000.0,480048000.0,475413000.0,420409000.0,316812000.0,280163000.0,256063000.0,220288000.0
,grossProfitRatio,0.692775326578315,0.694185476488987,0.683035213999397,0.686319291623949,0.687879834029221,0.694240905159917,0.692865511633759,0.694168103081543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,42969000.0,41360000.0,35196000.0,33403000.0,28773000.0,25578000.0,24947000.0,24448000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,301000.0,841000.0,428000.0,29000.0,286000.0,-1426000.0,49000.0,42000.0
,operatingExpenses,346797000.0,331744000.0,314826000.0,278389000.0,205639000.0,179712000.0,165379000.0,145924000.0
,costAndExpenses,573656000.0,543223000.0,535443000.0,470536000.0,349390000.0,303102000.0,278887000.0,242977000.0
,interestExpense,94613000.0,96632000.0,101849000.0,86375000.0,62146000.0,58107000.0,57489000.0,52255000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,303828000.0,290384000.0,279630000.0,244986000.0,176866000.0,154134000.0,140432000.0,121476000.0
,EBITDA,468586000.0,438688000.0,440217000.0,387006000.0,288039000.0,254585000.0,231116000.0,195840000.0
,EBITDARatio,0.634584393036968,0.634375808898279,0.632468428084996,0.631788767067827,0.625406296207034,0.630858895857545,0.625362920791945,0.617127947539083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,164758000.0,148304000.0,160587000.0,142020000.0,111173000.0,100451000.0,90684000.0,74364000.0
,operatingIncomeRatio,0.223124155284163,0.21445872684653,0.23071850351278,0.231848190206283,0.241385000531958,0.248916499195892,0.245376395875217,0.234334674687481
,totalOtherIncomeExpensesNet,-17188000.0,-21427000.0,158492000.0,8498000.0,-2047000.0,-9056000.0,10865000.0,3315000.0
,incomeBeforeTax,53508000.0,30758000.0,217626000.0,65577000.0,47345000.0,33557000.0,45994000.0,23577000.0
,incomeBeforeTaxRatio,0.0724634148323298,0.0444783790076165,0.312667557432869,0.107054701937456,0.102798097111579,0.0831538856110598,0.124452405627065,0.0742954739538856
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,52618000.0,30154000.0,213463000.0,63916000.0,45912000.0,32931000.0,45371000.0,24261000.0
,netIncomeRatio,0.0712581289087152,0.0436049496259727,0.306686493398273,0.104343113119454,0.0996866878146964,0.0816026643340528,0.122766667298029,0.0764508840647758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.255774839587789,0.15,1.04,0.35,0.34,0.261203737487507,0.38,0.21274580730023
,EPSDiluted,0.255774839587789,0.14,1.02,0.34,0.33,0.257265397956314,0.37,0.211021183879203
,weightedAverageShsOut,205720000.0,205720000.0,206065000.0,181064000.0,136620000.0,126074000.0,119904000.0,114037500.0
,weightedAverageShsOutDil,205720000.0,209605000.0,210061000.0,185278000.0,140259000.0,128004000.0,121168000.0,114969500.0
