Date,2017-12-31,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2012-12,2011-12-31
Revenue,159620000.0,175662000.0,176000000.0,203827000.0,204000000.0,246642000.0,247000000.0,310273000.0,310000000.0,349186000.0,349000000.0,0.0
Revenue Growth,-0.0913231091528048,-0.00192045454545455,-0.136522639297051,-0.000848039215686274,-0.172890261999173,-0.00144939271255061,-0.203926864406507,0.000880645161290323,-0.11222099396883,0.000532951289398281,0.0,0.0
Cost of Revenue,98066000.0,115649000.0,55000000.0,141027000.0,66000000.0,184840000.0,87000000.0,195280000.0,105000000.0,212609000.0,107000000.0,0.0
Gross Profit,61554000.0,60013000.0,120000000.0,62800000.0,138000000.0,61802000.0,160000000.0,114993000.0,205000000.0,136577000.0,242000000.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,4300000.0,,0.0,,0.0
SG&A Expense,62530000.0,75274000.0,133000000.0,80799000.0,152000000.0,80935000.0,167000000.0,83497000.0,184000000.0,81988000.0,194000000.0,0.0
Operating Expenses,71633000.0,87612000.0,148000000.0,101054000.0,177000000.0,104162000.0,202000000.0,106999000.0,197000000.0,103045000.0,209000000.0,0.0
Operating Income,-10079000.0,-27599000.0,-28000000.0,-38254000.0,-38000000.0,-42360000.0,-42000000.0,7994000.0,8000000.0,33532000.0,34000000.0,0.0
Interest Expense,0.0,0.0,2000000.0,0.0,0000000.0,604000.0,1000000.0,247000.0,0000000.0,0.0,0000000.0,0.0
Earnings before Tax,-13705000.0,-30450000.0,-30000000.0,-38386000.0,-38000000.0,-43633000.0,-44000000.0,7173000.0,7000000.0,33598000.0,34000000.0,0.0
Income Tax Expense,-1915000.0,19000.0,0000000.0,6102000.0,6000000.0,-14086000.0,-14000000.0,4754000.0,5000000.0,13898000.0,14000000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-14324000.0,-30469000.0,-30000000.0,-44488000.0,-44000000.0,-30694000.0,-31000000.0,2410000.0,2000000.0,19700000.0,20000000.0,0.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-14324000.0,-30469000.0,-30000000.0,-44488000.0,-44000000.0,-30694000.0,-31000000.0,2410000.0,2000000.0,19700000.0,20000000.0,0.0
EPS,-0.6,-1.31,-1.31,-2.26,-2.26,-1.66,-1.66,0.13,0.13,1.11,1.11,0.0
EPS Diluted,-0.6,-1.31,-1.31,-2.26,-2.26,-1.66,-1.66,0.13,0.13,1.04,1.04,0.0
Weighted Average Shs Out,23885000.0,23259000.0,23000000.0,19677000.0,20000000.0,18487000.0,18000000.0,18072000.0,18000000.0,17807000.0,18000000.0,0.0
Weighted Average Shs Out (Dil),23885000.0,23259000.0,23000000.0,19677000.0,20000000.0,18487000.0,18000000.0,18850000.0,19000000.0,19011000.0,19000000.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.198734245686,,0.76625994695,,1.22429119983,,0.0
Gross Margin,0.385628367373,0.341639056825,0.68181818181818,0.308104421887,0.67647058823529,0.250573706019,0.64777327935223,0.370618777657,0.66129032258065,0.391129655828,0.69340974212034,0.0
EBITDA Margin,0.0387670717955,-0.0411016611447,-0.11931818181818,-0.0684060502289,-0.15196078431373,-0.0605006446591,-0.1336032388664,0.123439680539,0.064516129032258,0.200222803892,0.13467048710602,0.0
EBIT Margin,-0.0631437163263,-0.157114230739,-0.15909090909091,-0.187678766797,-0.18627450980392,-0.17174690442,-0.17813765182186,0.0257644074734,0.02258064516129,0.0960290504201,0.097421203438395,0.0
Profit Margin,-0.0897381280541,-0.173452425681,-0.17045454545455,-0.218263527403,-0.2156862745098,-0.124447579893,-0.12550607287449,0.00776735326632,0.0064516129032258,0.0564169239317,0.05730659025788,0.0
Free Cash Flow margin,-0.0534080942238,-0.0603773155264,,-0.0219843298484,,-0.0122890667445,,0.0586483516129,,0.125371578471,,0.0
EBITDA,6188000.0,-7220000.0,-21000000.0,-13943000.0,-31000000.0,-14922000.0,-33000000.0,38300000.0,20000000.0,69915000.0,47000000.0,0.0
EBIT,-10079000.0,-27599000.0,-28000000,-38254000.0,-38000000,-42360000.0,-44000000,7994000.0,7000000,33532000.0,34000000,0.0
Consolidated Income,-14324000.0,-30469000.0,-30000000.0,-44488000.0,-44000000.0,-30694000.0,-31000000.0,2410000.0,2000000.0,19700000.0,20000000.0,0.0
Earnings Before Tax Margin,-0.0858601678988,-0.173344263415,-0.17045454545455,-0.188326374818,-0.18627450980392,-0.176908231364,-0.17813765182186,0.0231183506138,0.02258064516129,0.0962180614343,0.097421203438395,0.0
Net Profit Margin,-0.0897381280541,-0.173452425681,-0.17045454545455,-0.218263527403,-0.2156862745098,-0.124447579893,-0.12550607287449,0.00776735326632,0.0064516129032258,0.0564169239317,0.05730659025788,0.0
