Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,28457000.0,29579000.0,30387000.0,33170000.0,27760000.0,21980000.0
Revenue Growth,-0.0379323168464113,-0.0265903182281897,-0.0839011154657823,0.194884726224784,0.262966333030027,
Cost of Revenue,24486000.0,21224000.0,19159000.0,17913000.0,21094000.0,14037000.0
Gross Profit,3971000.0,8355000.0,11228000.0,15257000.0,6666000.0,7943000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,2404000.0,3188000.0,2574000.0,1773000.0,93000.0,173000.0
Operating Expenses,11982000.0,10701000.0,14231000.0,9295000.0,24205000.0,6141000.0
Operating Income,-8011000.0,-2346000.0,-3003000.0,5962000.0,-17539000.0,1802000.0
Interest Expense,4490000.0,2897000.0,2810000.0,2531000.0,1704000.0,402000.0
Earnings before Tax,-8214000.0,-5243000.0,-5813000.0,3505000.0,-19243000.0,1592000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-8214000.0,-5243000.0,-5813000.0,3505000.0,-19243000.0,1592000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-8214000.0,-5243000.0,-5813000.0,3505000.0,-19243000.0,1592000.0
EPS,-0.39,-0.28,-0.32,0.19,-1.05,0.09
EPS Diluted,-0.39,-0.28,-0.32,0.19,-1.05,0.0
Weighted Average Shs Out,20877893.0,18277893.0,18244671.0,18244671.0,,
Weighted Average Shs Out (Dil),20894202.0,18461455.0,18277893.0,18244671.0,18244671.0,18244671.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.1395,0.2825,0.3695,0.46,0.2401,0.3614
EBITDA Margin,0.062,0.109,0.091,0.354,-0.436,0.296
EBIT Margin,-0.1309,-0.0793,-0.0988,0.182,-0.6318,0.0907
Profit Margin,-0.289,-0.177,-0.191,0.106,-0.693,0.072
Free Cash Flow margin,-0.0809,0.1243,0.1463,-0.1929,-0.0646,-1.0645
EBITDA,1776000.0,3221000.0,2765000.0,11746000.0,-12093000.0,6514000.0
EBIT,-3724000.0,-2346000.0,-3003000.0,6036000.0,-17539000.0,1994000.0
Consolidated Income,-8214000.0,-5243000.0,-5813000.0,3505000.0,-19243000.0,1592000.0
Earnings Before Tax Margin,-0.2886,-0.1773,-0.1913,0.1057,-0.6932,0.0724
Net Profit Margin,-0.2886,-0.1773,-0.1913,0.1057,-0.6932,0.0724
