date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2517000.0,-28462000.0,13811000.0,6223000.0,3056000.0
,depreciationAndAmortization,34276000.0,24699000.0,18659000.0,20124000.0,20841000.0
,deferredIncomeTax,10787000.0,1393000.0,-2661000.0,21286000.0,10460000.0
,stockBasedCompensation,16207000.0,21540000.0,18930000.0,12557000.0,15966000.0
,changeInWorkingCapital,-9190000.0,16939000.0,-13664000.0,61463000.0,-19332000.0
,accountsReceivables,13283000.0,-11037000.0,-3706000.0,-6562000.0,392000.0
,inventory,-873000.0,-5712000.0,9698000.0,-15645000.0,-5284000.0
,accountsPayables,2532000.0,2138000.0,-170000.0,2324000.0,-1771000.0
,otherWorkingCapital,166480000.0,175670000.0,158731000.0,172395000.0,110932000.0
,otherNonCashItems,19675000.0,-4076000.0,14843000.0,-68312000.0,13716000.0
,netCashProvidedByOperatingActivites,74272000.0,32033000.0,49918000.0,53341000.0,44707000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15485000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-18000000.0,0.0,-44000000.0,0.0,0.0
,purchasesOfInvestments,-10000000.0,0.0,0.0,0.0,-3613000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-8849000.0,-22924000.0,-16998000.0,-16474000.0,-18334000.0
,netCashUsedForInvestingActivites,-52334000.0,-22924000.0,-60998000.0,-16474000.0,-21947000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-100323000.0,-365000.0,0.0,0.0,0.0
,commonStockIssued,7598000.0,11551000.0,7100000.0,7783000.0,19720000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-63425000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,95970000.0,-21874000.0,-4107000.0,-4245000.0,-2407000.0
,netCashUsedProvidedByFinancingActivities,3245000.0,-10688000.0,2993000.0,3538000.0,-46112000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1235000.0,-207000.0,-881000.0,1180000.0,-739000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,26418000.0,-1786000.0,-8968000.0,41585000.0,-24091000.0
,cashAtEndOfPeriod,96821000.0,70403000.0,72189000.0,81157000.0,39572000.0
,cashAtBeginningOfPeriod,70403000.0,72189000.0,81157000.0,39572000.0,63663000.0
,operatingCashFlow,74272000.0,32033000.0,49918000.0,53341000.0,44707000.0
,capitalExpenditure,-17094000.0,-20524000.0,-15256000.0,-16948000.0,-18334000.0
,freeCashFlow,57178000.0,11509000.0,34662000.0,36393000.0,26373000.0
