date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,7442000000.0,6699000000.0,6258000000.0,6063000000.0,5661000000.0,5313000000.0,5051000000.0,4875000000.0,4450000000.0,6246000000.0,6168331000.0,5951782000.0,6355055000.0,6772281000.0,6255138000.0,6003642000.0,5250538000.0,4827857000.0,4787668000.0,4645535000.0,4280968000.0,3992000000.0,3729100000.0,3534100000.0,3074700000.0,2935300000.0,2760900000.0
,costOfRevenue,0.0,1801000000.0,1701000000.0,1713000000.0,1769000000.0,1672000000.0,1627000000.0,1584000000.0,1460000000.0,2400000000.0,2346028000.0,2386007000.0,2513001000.0,2527600000.0,2387247000.0,2316334000.0,2046645000.0,2006465000.0,2058916000.0,2078416000.0,1762721000.0,1738100000.0,1661600000.0,1639400000.0,1445000000.0,1340300000.0,1286300000.0
,grossProfit,7442000000.0,4898000000.0,4557000000.0,4350000000.0,3892000000.0,3641000000.0,3424000000.0,3291000000.0,2990000000.0,3846000000.0,3822303000.0,3565775000.0,3842054000.0,4244681000.0,3867891000.0,3687308000.0,3203893000.0,2821392000.0,2728752000.0,2567119000.0,2518247000.0,2253900000.0,2067500000.0,1894700000.0,1629700000.0,1595000000.0,1474600000.0
,grossProfitRatio,1.0,0.731153903567697,0.728187919463087,0.717466600692726,0.687511040452217,0.685300207039337,0.677885567214413,0.675076923076923,0.671910112359551,0.615754082612872,0.619665676177235,0.599110484893432,0.604566600918481,0.626772722514024,0.61835422336006,0.614178526967464,0.610202802074759,0.584398419422945,0.569954307608631,0.552599216236666,0.588242425544877,0.564604208416834,0.554423319299563,0.536119521235958,0.530035450613068,0.543385684597826,0.534101198884422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522631000.0,1390262000.0,1269500000.0,1216700000.0,1116200000.0,968100000.0,960900000.0,868900000.0
,SellingAndMarketingExpenses,1543000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,549000000.0,-79000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2092000000.0,1721000000.0,1767000000.0,1740000000.0,1624000000.0,1724000000.0,3311000000.0,1886000000.0,1779000000.0,2437000000.0,2401244000.0,2306735000.0,2487244000.0,2581568000.0,2449437000.0,2322144000.0,2029203000.0,1684018000.0,1801170000.0,1896991000.0,1752587000.0,1577900000.0,1515900000.0,1409700000.0,1206700000.0,1192300000.0,1098900000.0
,costAndExpenses,2092000000.0,3522000000.0,3468000000.0,3453000000.0,3393000000.0,3396000000.0,4938000000.0,3470000000.0,3239000000.0,4837000000.0,4747272000.0,4692742000.0,5000245000.0,5109168000.0,4836684000.0,4638478000.0,4075848000.0,3690483000.0,3860086000.0,3975407000.0,3515308000.0,3316000000.0,3177500000.0,3049100000.0,2651700000.0,2532600000.0,2385200000.0
,interestExpense,-141000000.0,198000000.0,134000000.0,149000000.0,181000000.0,102000000.0,59000000.0,59000000.0,81000000.0,75000000.0,81643000.0,76867000.0,75624000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,83000000.0,204000000.0,206000000.0,180000000.0,181000000.0,157000000.0,134000000.0,137000000.0,122000000.0,156000000.0,150099000.0,165484000.0,178346000.0,160989000.0,161587000.0,150985000.0,124647000.0,115800000.0,128378000.0,420598000.0,362325000.0,308400000.0,299200000.0,293500000.0,238600000.0,231400000.0,230000000.0
,EBITDA,3311000000.0,3381000000.0,2996000000.0,2790000000.0,2449000000.0,2074000000.0,247000000.0,1542000000.0,1333000000.0,1565000000.0,1571158000.0,1424524000.0,1533156000.0,1824102000.0,1580041000.0,1516149000.0,1299337000.0,1253174000.0,1055960000.0,1090726000.0,1127985000.0,984400000.0,850800000.0,778500000.0,661600000.0,634100000.0,605700000.0
,EBITDARatio,0.444907282988444,0.504702194357367,0.478747203579418,0.460168233547749,0.432609079667903,0.390363259928477,0.0489012076816472,0.316307692307692,0.299550561797753,0.250560358629523,0.254713633234014,0.239344115762304,0.241249839694542,0.269348244705144,0.252598903493416,0.252538209306951,0.247467402388098,0.259571482751043,0.220558317744672,0.234790180248346,0.263488304514306,0.246593186372745,0.22815156472071,0.220282391556549,0.215175464272937,0.216025619187136,0.219384983157666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3228000000.0,3177000000.0,2790000000.0,2610000000.0,2268000000.0,1917000000.0,113000000.0,1405000000.0,1211000000.0,1409000000.0,1421059000.0,1259040000.0,1354810000.0,1663113000.0,1418454000.0,1365164000.0,1174690000.0,1137374000.0,927582000.0,670128000.0,765660000.0,676000000.0,551600000.0,485000000.0,423000000.0,402700000.0,375700000.0
