Date,2018-12-31,2017-12-31
Cash and cash equivalents,186176000.0,21025000.0
Short-term investments,0.0,0.0
Cash and short-term investments,186176000.0,21025000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,187123000.0,21229000.0
Property Plant & Equipment Net,1843000.0,1725000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,2182000.0,2013000.0
Total assets,189305000.0,23242000.0
Payables,1745000.0,883000.0
Short-term debt,0.0,315000.0
Total current liabilities,34903000.0,2517000.0
Long-term debt,0.0,315000.0
Total debt,0.0,630000.0
Deferred revenue,96643000.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,67145000.0,731000.0
Total liabilities,102048000.0,3248000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-54185000.0,-30354000.0
Total shareholders equity,-52552000.0,-29693000.0
Investments,0.0,0.0
Net Debt,-186176000.0,-20395000.0
Other Assets,947000.0,204000.0
Other Liabilities,33158000.0,1319000.0
