Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,19125797.8723,5408122.1198,2023364.486,2032913.3453,1396034.5704,1569536.4238,1815916.3987
SG&A Expense,1370744.6809,1405241.9355,1065939.7715,873489.3289,673614.6416,630578.7504,631564.8446
Operating Expenses,20496542.5532,6813364.0553,3089304.2575,2906402.6742,2069649.212,2200115.1742,2447481.2433
Operating Income,-20496542.5532,-6813364.0553,-3089304.2575,-2906402.6742,-2069649.212,-2200115.1742,-2447481.2433
Interest Expense,3615957.4468,3143145.1613,78660.4361,6171.2522,4067.1073,158940.3974,138799.5713
Earnings before Tax,-23331648.9362,-9951324.8848,-2384215.9917,-2622525.0707,-1973563.8027,-2313849.6977,-2500267.9528
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-23331648.9362,-9951324.8848,-2384215.9917,-2622525.0707,-1973563.8027,-2313849.6977,-2500267.9528
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-23331648.9362,-9951324.8848,-2384215.9917,-2622525.0707,-1973563.8027,-2313849.6977,-2500267.9528
EPS,-0.0904,-0.049,-0.0182,-0.0257,-0.0356,-0.0489,-0.0589
EPS Diluted,-0.0904,-0.049,-0.0182,-0.0257,-0.0356,-0.0489,-0.0589
Weighted Average Shs Out,69526489.0957,38910531.97,35072005.9709,34738330.4191,,,
Weighted Average Shs Out (Dil),69526489.0957,57900566.8203,35072005.9709,27133618.4109,13799244.2806,13805402.5338,11128153.269
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-19646542.5532,-6681451.6129,-2144340.6023,-2454872.7179,-1797407.2191,-1950763.0291,-2165594.8553
EBIT,-19715691.4894,-6808179.7235,-2305555.5556,-2616353.8185,-1969496.6955,-2154909.3003,-2361468.3816
Consolidated Income,-23331648.9362,-9951324.8848,-2384215.9917,-2622525.0707,-1973563.8027,-2313849.6977,-2500267.9528
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
