date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,1177100000.0,1299100000.0,1084300000.0,988800000.0,859154000.0,1040160000.0,1192952000.0,1177438000.0,1014152000.0,794585000.0,555455000.0,591516000.0,744363000.0,666395000.0,537454000.0,97652000.0,305576000.0,265587000.0,296284000.0,327990000.0,325700000.0,292937000.0,229423000.0,192249000.0,148400000.0,112500000.0,84300000.0,83700000.0,104800000.0
,costOfRevenue,845000000.0,962300000.0,788400000.0,716700000.0,592781000.0,751696000.0,835098000.0,825715000.0,708989000.0,549139000.0,390156000.0,389635000.0,504975000.0,476854000.0,382535000.0,75733000.0,211770000.0,193749000.0,219987000.0,241629000.0,229671000.0,215556000.0,151766000.0,131009000.0,103398000.0,79000000.0,68000000.0,63900000.0,76300000.0
,grossProfit,332100000.0,336800000.0,295900000.0,272100000.0,266373000.0,288464000.0,357854000.0,351723000.0,305163000.0,245446000.0,165299000.0,201881000.0,239388000.0,189541000.0,154919000.0,21919000.0,93806000.0,71838000.0,76297000.0,86361000.0,96029000.0,77381000.0,77657000.0,61240000.0,45002000.0,33500000.0,16300000.0,19800000.0,28500000.0
,grossProfitRatio,0.282134058278821,0.259256408282657,0.272894955270682,0.275182038834951,0.310041040372273,0.277326565143824,0.29997351108846,0.29871891343748,0.300904598127302,0.308898355745452,0.297592064163614,0.341294233799255,0.321601154275535,0.284427404167198,0.288246063849185,0.224460328513497,0.306980914731523,0.270487636819573,0.257513061792064,0.263303759260953,0.294838808719681,0.264155774108426,0.338488294547626,0.318545220001144,0.303247978436658,0.297777777777778,0.193357058125741,0.236559139784946,0.271946564885496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,178200000.0,216100000.0,181900000.0,215100000.0,195911000.0,200794000.0,201752000.0,196496000.0,165488000.0,140535000.0,104973000.0,95601000.0,100847000.0,92650000.0,72610000.0,0.0,53374000.0,58358000.0,68001000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2200000.0,-2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
