Date,2018-12-31,2017-12-31,2016-12-31
Revenue,357777.7778,174391.2019,96504.4643
Revenue Growth,1.0516,0.8071,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,357777.7778,174391.2019,96504.4643
R&D Expenses,9520000.0,4664571.8775,3400332.5893
SG&A Expense,6846666.6667,5045561.6654,2926427.8274
Operating Expenses,15580000.0,8863315.0039,6326760.4167
Operating Income,-15222222.2222,-8688923.802,-6230255.9524
Interest Expense,1025925.9259,758837.392,298649.5536
Earnings before Tax,-16248148.1481,-9447761.194,-6528905.506
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-16248148.1481,-9447761.194,-6528905.506
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-16248148.1481,-9447761.194,-6528905.506
EPS,-0.3704,-0.2435,-0.0744
EPS Diluted,-0.3704,-0.2435,-0.0744
Weighted Average Shs Out,31743220.0,33663273.37,
Weighted Average Shs Out (Dil),32419963.7037,30366670.0707,68358055.8036
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0
EBITDA Margin,-31.0178,-38.6441,-47.4635
EBIT Margin,-42.5466,-49.8243,-64.5593
Profit Margin,-33.64,-42.5577,-50.3378
Free Cash Flow margin,-40.087,-42.2658,-55.4224
EBITDA,-14981481.4815,-8578947.3684,-6156069.1964
EBIT,-15222222.2222,-8688923.802,-6230255.9524
Consolidated Income,-16248148.1481,-9447761.194,-6528905.506
Earnings Before Tax Margin,-45.4141,-54.1757,-67.6539
Net Profit Margin,-45.4141,-54.1757,-67.6539
