date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,26387000.0,10913000.0,22093000.0,12350000.0,1034000.0,-11638000.0,-18705000.0,-3106000.0,-8254000.0,-26443000.0,-3608000.0,3686000.0,8663000.0,5793000.0,2382000.0
,depreciationAndAmortization,5299000.0,4395000.0,3869000.0,3666000.0,3680000.0,3838000.0,4028000.0,3797000.0,3802000.0,4791000.0,5204000.0,1183000.0,522000.0,323000.0,231000.0
,deferredIncomeTax,5867000.0,1421000.0,-10385000.0,-8865000.0,-459000.0,-326000.0,273000.0,227000.0,150000.0,2836000.0,0.0,0.0,-674000.0,-341000.0,-859000.0
,stockBasedCompensation,4787000.0,5676000.0,5240000.0,4087000.0,3263000.0,4059000.0,2104000.0,2177000.0,2615000.0,2544000.0,2774000.0,2409000.0,0.0,0.0,0.0
,changeInWorkingCapital,42325000.0,-7379000.0,-13847000.0,1152000.0,-2296000.0,65788000.0,528000.0,-6812000.0,1212000.0,-31060000.0,-833000.0,-24451000.0,88338000.0,8841000.0,-2140000.0
,accountsReceivables,1098000.0,-2679000.0,1917000.0,-761000.0,-244000.0,-743000.0,4002000.0,-2042000.0,-6779000.0,2942000.0,3106000.0,8961000.0,0.0,0.0,0.0
,inventory,-1622000.0,-3256000.0,-1872000.0,-1250000.0,2287000.0,1951000.0,-3569000.0,-117000.0,1832000.0,950000.0,-506000.0,1883000.0,-3728000.0,-1950000.0,-960000.0
,accountsPayables,-205000.0,-373000.0,-2274000.0,2118000.0,-360000.0,48000.0,628000.0,-866000.0,583000.0,108000.0,-140000.0,-1716000.0,0.0,0.0,0.0
,otherWorkingCapital,127462000.0,85137000.0,92516000.0,106363000.0,105211000.0,107507000.0,41719000.0,41191000.0,48003000.0,46791000.0,77851000.0,78684000.0,103135000.0,14797000.0,5956000.0
,otherNonCashItems,-8000.0,-172000.0,17000.0,-195000.0,-761000.0,-2380000.0,546000.0,18000.0,1283000.0,3806000.0,-1352000.0,191000.0,557000.0,1828000.0,1204000.0
,netCashProvidedByOperatingActivites,16870000.0,5268000.0,7565000.0,2895000.0,4965000.0,69055000.0,-3715000.0,2088000.0,-4432000.0,-8256000.0,1698000.0,12817000.0,1364000.0,-2829000.0,822000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,322000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-667000.0,-918000.0,-328000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-12855000.0,-85207000.0,-86192000.0,-80641000.0,-46552000.0,0.0,-273000.0,-15278000.0,-4961000.0,-23037000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,66240000.0,85708000.0,81268000.0,49106000.0,7535000.0,12925000.0,6027000.0,9573000.0,13116000.0,0.0,3946000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,1538000.0,-577000.0,1665000.0,3306000.0,1985000.0,1318000.0,-4039000.0,36000.0,-10567000.0,1317000.0,-1127000.0,-183000.0
,netCashUsedForInvestingActivites,46600000.0,-6881000.0,-10159000.0,-37373000.0,-40706000.0,14018000.0,6498000.0,-4852000.0,6663000.0,-28272000.0,-5545000.0,-31894000.0,650000.0,-2045000.0,-511000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,52000.0,0.0,-27000.0,-11000.0,-10000.0,-7000.0,0.0,-18000.0,-167000.0,-332000.0,-566000.0,-1933000.0,0.0,0.0,0.0
,commonStockIssued,4397000.0,6073000.0,4291000.0,5508000.0,6600000.0,1326000.0,2405000.0,504000.0,30000.0,49000.0,557000.0,384000.0,76707000.0,5118000.0,5000.0
,commonStockRepurchased,0.0,0.0,-10000000.0,-4276000.0,-9375000.0,0.0,-2835000.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-23000.0,-110000.0,-150000.0,-270000.0,0.0,0.0,-1375000.0,0.0,24000.0,16000.0,130000.0,484000.0,0.0,-129000.0,129000.0
,netCashUsedProvidedByFinancingActivities,4374000.0,5963000.0,-5886000.0,951000.0,-2785000.0,1374000.0,-1805000.0,486000.0,-4113000.0,-267000.0,121000.0,-1065000.0,77072000.0,5077000.0,-530000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,26000.0,0.0,-8000.0,-57000.0,-41000.0,-17000.0,152000.0,7000.0,17000.0,-36000.0,-51000.0,-30000.0,-39000.0,-5000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,67870000.0,4350000.0,-8488000.0,-33584000.0,-38567000.0,84430000.0,1130000.0,-2271000.0,-1865000.0,-36831000.0,-3777000.0,-20172000.0,79047000.0,198000.0,-219000.0
