date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-394375000.0,183487000.0,87784000.0,91877000.0,114796000.0,85630000.0,163377000.0,49065000.0,-16592000.0,-7678000.0,-9172000.0,-11090000.0,52929000.0,68309000.0,35211000.0,-7335940.0,-2117625.0
,depreciationAndAmortization,114949000.0,118339000.0,104740000.0,99185000.0,97510000.0,101223000.0,99755000.0,105754000.0,101593000.0,99309000.0,88668000.0,82874000.0,76043000.0,73278000.0,51569000.0,28516836.0,1093053.0
,deferredIncomeTax,-26538000.0,21018000.0,1591000.0,7702000.0,10405000.0,10292000.0,5159000.0,-343000.0,-6510000.0,1564000.0,2043000.0,-21566000.0,-10128000.0,2952000.0,2084000.0,-2104371.0,0.0
,stockBasedCompensation,7225000.0,6385000.0,5573000.0,6201000.0,5321000.0,5723000.0,5316000.0,5217000.0,4529000.0,4496000.0,3967000.0,6937000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,25405000.0,-5890000.0,14974000.0,-1201000.0,-4963000.0,12531000.0,-12420000.0,2668000.0,-31445000.0,608000.0,-3427000.0,14475000.0,-3379000.0,-4966000.0,-4716000.0,-12671126.0,337493.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,44526000.0,-5082000.0,-5686000.0,4075000.0,-1001000.0,12712000.0,-14120000.0,1923000.0,-27437000.0,-394000.0,-2844000.0,10513000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,7108000.0,-135692000.0,4630000.0,-44267000.0,3210000.0,1697000.0,-32002000.0,2614000.0,5652000.0,767000.0,5328000.0,8650000.0,14036000.0,12908000.0,8652000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-83686000.0,193289000.0,219304000.0,204528000.0,215581000.0,227557000.0,179832000.0,143734000.0,93138000.0,104231000.0,85072000.0,80538000.0,129501000.0,148698000.0,92800000.0,19826028.0,-825554.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1585000.0,133529000.0,30742000.0,9278000.0,183874000.0,-62950000.0,182117000.0,76437000.0,131073000.0,-54752000.0,-297531000.0,-24692000.0,-65116000.0,-56412000.0,-564996000.0,-18007635.0,0.0
,acquisitionsNet,0.0,0.0,-260000000.0,-94000000.0,0.0,-150000000.0,-297000000.0,0.0,-445000000.0,-385000000.0,-266000000.0,0.0,0.0,-331000000.0,-501000000.0,-612000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,10663000.0,133529000.0,30742000.0,15499000.0,4641000.0,9712000.0,72273000.0,-11137000.0,-6207000.0,-15918000.0,-72991000.0,-3339000.0,8449000.0,1040000.0,3224000.0,9735526.0,-15451734.0
,netCashUsedForInvestingActivites,-78973000.0,-65730000.0,-344312000.0,-178611000.0,85654000.0,-203638000.0,-105569000.0,-42007000.0,-369105000.0,-456142000.0,-370522000.0,-28031000.0,-56667000.0,-351292000.0,-561772000.0,-619876598.0,-294908279.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-489866000.0,-389195000.0,-98612000.0,-182785000.0,-335991000.0,-410452000.0,-297018000.0,-88028000.0,-318035000.0,-38960000.0,-5897000.0,-134576000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,86829000.0,0.0,92679000.0,0.0,0.0,7790000.0,63062000.0,0.0,199790000.0,149632000.0,209690000.0,205642000.0,0.0,317935000.0,336405000.0,291799785.0,197376548.0
,commonStockRepurchased,-10000000.0,-42828000.0,-33113000.0,-537000.0,-7197000.0,-2735000.0,-2418000.0,-1952000.0,-2967000.0,-3849000.0,-3961000.0,-1724000.0,-49434000.0,-3100000.0,-3077000.0,0.0,0.0
,dividendsPaid,-28857000.0,-102052000.0,-102709000.0,-100542000.0,-100771000.0,-96112000.0,-77100000.0,-65685000.0,-56011000.0,-40365000.0,-4323000.0,-80000.0,-93047000.0,-82325000.0,-43701000.0,-10719372.0,0.0
,otherFinancingActivites,-2864000.0,-5290000.0,-412000.0,-1579000.0,-2765000.0,-3191000.0,-3328000.0,-1101000.0,-7846000.0,-2457000.0,-3238000.0,-1219000.0,-123000.0,-3209000.0,-3152000.0,-6199686.0,-2487181.0
,netCashUsedProvidedByFinancingActivities,117713000.0,-39365000.0,-7167000.0,-85443000.0,-271724000.0,45300000.0,-74482000.0,33234000.0,259299000.0,294001000.0,192271000.0,111043000.0,-88777000.0,212676000.0,479231000.0,532499204.0,372716940.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
