date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-14051000.0,-12408000.0,-41244000.0,-31491000.0,-16480000.0,-33349000.0,-33171000.0,-35852000.0,-26482000.0,-17423000.0,-10857000.0,-9708000.0
,depreciationAndAmortization,5003000.0,7652000.0,8969000.0,11277000.0,12103000.0,12677000.0,8705000.0,5878000.0,3167000.0,1800000.0,1016000.0,382000.0
,deferredIncomeTax,13000.0,-301000.0,-398000.0,-358000.0,-305000.0,-177000.0,-2258000.0,-91000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1494000.0,2664000.0,3971000.0,4704000.0,10295000.0,15619000.0,9242000.0,5218000.0,4948000.0,697000.0,1386000.0,192000.0
,changeInWorkingCapital,-3303000.0,-5629000.0,-14627000.0,-15329000.0,-1845000.0,-23780000.0,-32935000.0,70868000.0,33276000.0,34000.0,58000.0,-685000.0
,accountsReceivables,4056000.0,4170000.0,-668000.0,4754000.0,795000.0,-2986000.0,-4561000.0,-2392000.0,-3674000.0,-5452000.0,-3263000.0,-1241000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-750000.0,-687000.0,-97000.0,306000.0,741000.0,-1597000.0,1387000.0,75000.0,-208000.0,-54000.0,613000.0,178000.0
,otherWorkingCapital,6788000.0,10091000.0,15720000.0,30347000.0,45676000.0,47521000.0,71301000.0,104236000.0,33368000.0,92000.0,58000.0,0.0
,otherNonCashItems,5169000.0,6786000.0,30349000.0,26327000.0,1951000.0,21929000.0,26027000.0,-69418000.0,-34004000.0,-1598000.0,-1378000.0,197000.0
,netCashProvidedByOperatingActivites,-5675000.0,-1236000.0,-12980000.0,-4870000.0,5719000.0,-7081000.0,-24390000.0,-23397000.0,-19095000.0,-16490000.0,-9775000.0,-9622000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15000.0,-604000.0,-586000.0,-461000.0,-1207000.0,-8584000.0,-5317000.0,-5023000.0,-5507000.0,-2332000.0,-2447000.0,-777000.0
,acquisitionsNet,0.0,4267000.0,0.0,0.0,0.0,-7738000.0,-4151000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1869000.0,-2056000.0,-2121000.0,-2057000.0,-4707000.0,-5568000.0,-3146000.0,-3216000.0,-1743000.0,-1028000.0,-435000.0,-373000.0
,netCashUsedForInvestingActivites,-1884000.0,1607000.0,-2707000.0,-2518000.0,-5914000.0,-21890000.0,-12614000.0,-8239000.0,-7250000.0,-3360000.0,-2882000.0,-1150000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-598000.0,-1186000.0,-1304000.0,-1160000.0,-1436000.0,-3649000.0,-3130000.0,-9660000.0,-4334000.0,-2012000.0,-1134000.0,-634000.0
,commonStockIssued,7670000.0,1643000.0,0.0,0.0,0.0,968000.0,0.0,109414000.0,500000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-2000.0,0.0,0.0,-4536000.0,0.0,0.0,-3000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,3161000.0,-197000.0,17000.0,-292000.0,1053000.0,1389000.0,3980000.0,4749000.0,64536000.0,22409000.0,9831000.0,12957000.0
,netCashUsedProvidedByFinancingActivities,10233000.0,260000.0,-1287000.0,-1452000.0,-383000.0,-1294000.0,850000.0,104503000.0,56166000.0,20397000.0,8697000.0,12320000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,41000.0,-29000.0,-360000.0,1964000.0,-1035000.0,-662000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2715000.0,602000.0,-17334000.0,-6876000.0,-1613000.0,-30927000.0,-36154000.0,72867000.0,29821000.0,547000.0,-3960000.0,1548000.0
,cashAtEndOfPeriod,14820000.0,12105000.0,11503000.0,28837000.0,35713000.0,37326000.0,68253000.0,104407000.0,31540000.0,1719000.0,1172000.0,5132000.0
,cashAtBeginningOfPeriod,12105000.0,11503000.0,28837000.0,35713000.0,37326000.0,68253000.0,104407000.0,31540000.0,1719000.0,1172000.0,5132000.0,3584000.0
,operatingCashFlow,-5675000.0,-1236000.0,-12980000.0,-4870000.0,5719000.0,-7081000.0,-24390000.0,-23397000.0,-19095000.0,-16490000.0,-9775000.0,-9622000.0
,capitalExpenditure,-1884000.0,-2660000.0,-2715000.0,-2529000.0,-5919000.0,-14152000.0,-8463000.0,-8239000.0,-7250000.0,-3360000.0,-2882000.0,-1150000.0
,freeCashFlow,-7559000.0,-3896000.0,-15695000.0,-7399000.0,-200000.0,-21233000.0,-32853000.0,-31636000.0,-26345000.0,-19850000.0,-12657000.0,-10772000.0
