date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,9093000000.0,9821000000.0,9478000000.0,10629000000.0,12351000000.0,14674000000.0,15868000000.0,11295000000.0,8422000000.0,9079000000.0,8849000000.0,8952000000.0,6885000000.0,5989000000.0,5623000000.0,2708000000.0,2361424000.0,2120687000.0,2281149000.0,3008640000.0,2157986000.0,500018000.0,182130000.0
,costOfRevenue,6540000000.0,7303000000.0,7108000000.0,7536000000.0,8555000000.0,10755000000.0,11779000000.0,8121000000.0,6087000000.0,6675000000.0,6073000000.0,5323000000.0,3598000000.0,3378000000.0,0.0,0.0,0.0,1553450000.0,1510550000.0,1855631000.0,1289471000.0,269900000.0,52413000.0
,grossProfit,2553000000.0,2518000000.0,2370000000.0,3093000000.0,3796000000.0,3919000000.0,4089000000.0,3174000000.0,2335000000.0,2404000000.0,2776000000.0,3629000000.0,3287000000.0,2611000000.0,5623000000.0,2708000000.0,0.0,567237000.0,770599000.0,1153009000.0,868515000.0,230118000.0,129717000.0
,grossProfitRatio,0.280765423952491,0.256389369717951,0.250052753745516,0.290996330793113,0.307343534936442,0.267071009949571,0.257688429543736,0.281009296148738,0.277250059368321,0.264786870800749,0.313707763589106,0.405384271671135,0.477414669571532,0.435965937552179,1.0,1.0,0.0,0.267477944647183,0.337811778187221,0.383232623378005,0.402465539628153,0.460219432100444,0.712222039202767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8000000.0,7000000.0,11000000.0,67000000.0,90000000.0,154000000.0,91000000.0,84000000.0,36000000.0,45000000.0,55000000.0,48000000.0,46000000.0,101000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,933000000.0,827000000.0,799000000.0,907000000.0,1101000000.0,1220000000.0,1042000000.0,904000000.0,892000000.0,668000000.0,598000000.0,604000000.0,319000000.0,309000000.0,316000000.0,197000000.0,211240000.0,192037000.0,250131000.0,225694000.0,172489000.0,83572000.0,56385000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,67000000.0,66000000.0,18000000.0,38000000.0,42000000.0,33000000.0,22000000.0,13000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
